cycle,chamber,district,party,candidate,canonical_candidate_id,person_id,incumbent,winner,candidate_cmo_total_oof,match_status,match_method,similarity,suggested_source_name,shor_u_id,shor_np_score,served_by_election,first_observed_service_year
1998,house,11,D,White,AL-1998-house-11-D-WHITE,ALPERSON-WHITE,0,0,-5.4825246698350245,fuzzy_review,none,90.0,"White, Henry",,,,
1998,house,20,D,Wilburn,AL-1998-house-20-D-WILBURN,ALPERSON-WILBURN,0,0,-25.11921319834551,fuzzy_review,none,55.38461538461539,"Burdine, Greg",,,,
1998,house,35,D,Hurst,AL-1998-house-35-D-HURST,ALPERSON-HURST,0,0,-23.35864933796401,fuzzy_review,none,90.0,"Hurst, Steve",,,,
1998,house,49,D,Blair,AL-1998-house-49-D-BLAIR,ALPERSON-BLAIR,0,0,21.102034855709647,fuzzy_review,none,80.0,"Galliher, Blaine",,,,
1998,house,51,D,Mullins,AL-1998-house-51-D-MULLINS,ALPERSON-MULLINS,0,0,-14.203390651542946,fuzzy_review,none,71.42857142857143,Collins,,,,
1998,house,62,D,Tingle,AL-1998-house-62-D-TINGLE,ALPERSON-TINGLE,0,0,-9.9925314088548,fuzzy_review,none,75.00000000000001,"Singleton, Bobby",,,,
1998,house,63,D,Stanley,AL-1998-house-63-D-STANLEY,ALPERSON-STANLEY,0,0,-31.069952131609703,fuzzy_review,none,65.45454545454547,"Grimsley, Dexter",,,,
1998,house,79,D,Dempsey,AL-1998-house-79-D-DEMPSEY,ALPERSON-DEMPSEY,0,0,-9.06897693999366,fuzzy_review,none,65.45454545454547,"Newton, Demetrius Sr.",,,,
1998,house,87,D,Mathis,AL-1998-house-87-D-MATHIS,ALPERSON-MATHIS,0,0,-4.283316014145255,fuzzy_review,none,65.45454545454547,"McCampbell, Artis",,,,
1998,house,95,D,Pfeifer,AL-1998-house-95-D-PFEIFER,ALPERSON-PFEIFER,0,0,-21.438330874972102,fuzzy_review,none,55.38461538461539,"Spicer, Terry",,,,
1998,house,96,D,Eason,AL-1998-house-96-D-EASON,ALPERSON-EASON,0,0,-23.5054517424647,fuzzy_review,none,72.72727272727273,Letson,,,,
1998,house,102,D,Pace,AL-1998-house-102-D-PACE,ALPERSON-PACE,0,0,-22.56496528994885,fuzzy_review,none,67.5,"Black, Marcel",,,,
1998,house,104,D,Rockhold,AL-1998-house-104-D-ROCKHOLD,ALPERSON-ROCKHOLD,0,0,-0.5550554200330033,fuzzy_review,none,51.42857142857142,"Grantland, Ronald",,,,
1998,house,105,D,Straub,AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,0,0,-0.1607406811208118,fuzzy_review,none,50.0,Spratt,,,,
1998,senate,4,D,Little,AL-1998-senate-4-D-LITTLE,ALPERSON-LITTLE,0,1,13.836067689238863,fuzzy_review,none,90.0,"Little, Zebulon Sr.",,,,
1998,senate,5,D,Bishop,AL-1998-senate-5-D-BISHOP,ALPERSON-BISHOP,0,0,-1.735479738400051,fuzzy_review,none,60.00000000000001,"Robinson, Oliver",,,,
1998,senate,7,D,Batts,AL-1998-senate-7-D-BATTS,ALPERSON-BATTS,0,0,-19.02136294246941,fuzzy_review,none,60.00000000000001,"Beasley, William",,,,
1998,senate,12,D,Thomas,AL-1998-senate-12-D-THOMAS,ALPERSON-THOMAS,0,0,-12.879881409967275,fuzzy_review,none,90.0,"Sherer, Thomas",,,,
1998,senate,14,D,Robinson,AL-1998-senate-14-D-ROBINSON,ALPERSON-ROBINSON,0,0,-24.99091504061293,fuzzy_review,none,90.0,"Robinson, Oliver",,,,
1998,senate,16,D,Johns,AL-1998-senate-16-D-JOHNS,ALPERSON-JOHNS,0,0,-14.395846391054093,fuzzy_review,none,90.0,"Johnson, Anthony",,,,
1998,senate,25,D,Chappell,AL-1998-senate-25-D-CHAPPELL,ALPERSON-CHAPPELL,0,0,-30.226848247872155,fuzzy_review,none,69.23076923076923,"Mitchell, Joseph",,,,
1998,senate,27,D,Little,AL-1998-senate-27-D-LITTLE,ALPERSON-LITTLE,0,1,24.48844400028197,fuzzy_review,none,90.0,"Little, Zebulon Sr.",,,,
1998,senate,29,D,Palmer,AL-1998-senate-29-D-PALMER,ALPERSON-PALMER,0,0,-15.978680296474067,fuzzy_review,none,65.45454545454547,"Hall, Albert",,,,
1998,senate,30,D,Mitchell,AL-1998-senate-30-D-MITCHELL,ALPERSON-MITCHELL,0,1,35.9611506749297,fuzzy_review,none,90.0,"Mitchell, Wendell",,,,
1998,senate,31,D,Holley,AL-1998-senate-31-D-HOLLEY,ALPERSON-HOLLEY,0,0,-0.9097398505753548,fuzzy_review,none,90.0,"Holley, Jimmy",,,,
1998,senate,32,D,Jensen,AL-1998-senate-32-D-JENSEN,ALPERSON-JENSEN,0,0,-12.489490281559592,fuzzy_review,none,60.00000000000001,"Penn, Myron",,,,
1998,senate,35,D,Staten,AL-1998-senate-35-D-STATEN,ALPERSON-STATEN,0,0,-19.034950410372453,fuzzy_review,none,60.00000000000001,"Hurst, Steve",,,,
2002,house,2,D,"Pettus, Mary",AL-2002-house-2-D-PETTUS-MARY,ALPERSON-PETTUS-MARY,0,0,1.153807993155349,fuzzy_review,none,57.14285714285714,"Moore, Mary",,,,
