cycle,chamber,district,candidate,canonical_candidate_id,person_id,incumbent,winner,match_status,match_method,similarity,suggested_source_name,shor_u_id,shor_np_score,shor_democratic_caucus_percentile,reference_year,reference_caucus_n,first_observed_service_year,pre_election_service_years,pre_election_same_chamber_years,served_by_election,temporal_status
1994,house,15,Sharp,AL-1994-house-15-D-SHARP,ALPERSON-SHARP,0,0,fuzzy_review,none,72.0,"Harper, Alan",,,,,,,,,,
1994,house,35,Shaddix,AL-1994-house-35-D-SHADDIX,ALPERSON-SHADDIX,0,0,fuzzy_review,none,54.0,"McClammy, Thad",,,,,,,,,,
1994,house,36,Campbell,AL-1994-house-36-D-CAMPBELL,ALPERSON-CAMPBELL,0,0,fuzzy_review,none,90.0,"McCampbell, Artis",,,,,,,,,,
1994,house,40,Martin,AL-1994-house-40-D-MARTIN,ALPERSON-MARTIN,0,0,fuzzy_review,none,90.0,"Martin, James",,,,,,,,,,
1994,house,43,Romei,AL-1994-house-43-D-ROMEI,ALPERSON-ROMEI,0,0,fuzzy_review,none,60.00000000000001,"Scott, Roderick",,,,,,,,,,
1994,house,46,Jones,AL-1994-house-46-D-JONES,ALPERSON-JONES,0,0,fuzzy_review,none,90.0,"Jones, Patrick",,,,,,,,,,
1994,house,48,Gulas,AL-1994-house-48-D-GULAS,ALPERSON-GULAS,0,0,fuzzy_review,none,54.0,"Layson, Allen",,,,,,,,,,
1994,house,49,Holladay,AL-1994-house-49-D-HOLLADAY,ALPERSON-HOLLADAY,0,0,fuzzy_review,none,64.28571428571429,"Hollis, Rolanda",,,,,,,,,,
1994,house,60,Hillard,AL-1994-house-60-D-HILLARD,ALPERSON-HILLARD,0,1,fuzzy_review,none,77.14285714285715,"Hilliard, Earl Jr.",,,,,,,,,,
1994,house,62,Allen,AL-1994-house-62-D-ALLEN,ALPERSON-ALLEN,0,1,fuzzy_review,none,90.0,"Layson, Allen",,,,,,,,,,
1994,house,73,Vaughan,AL-1994-house-73-D-VAUGHAN,ALPERSON-VAUGHAN,0,0,fuzzy_review,none,64.28571428571429,"McLaughlin, Jeffrey",,,,,,,,,,
1994,house,75,Holley,AL-1994-house-75-D-HOLLEY,ALPERSON-HOLLEY,0,0,fuzzy_review,none,90.0,"Holley, Jimmy",,,,,,,,,,
1994,house,87,Mathis,AL-1994-house-87-D-MATHIS,ALPERSON-MATHIS,0,0,fuzzy_review,none,65.45454545454547,"McCampbell, Artis",,,,,,,,,,
1994,house,88,Gipson,AL-1994-house-88-D-GIPSON,ALPERSON-GIPSON,0,1,fuzzy_review,none,72.0,"Coleman-Madison, Linda",,,,,,,,,,
1994,house,93,Williams,AL-1994-house-93-D-WILLIAMS,ALPERSON-WILLIAMS,0,0,fuzzy_review,none,84.0,"Beasley, William",,,,,,,,,,
1994,house,95,Mcnair,AL-1994-house-95-D-MCNAIR,ALPERSON-MCNAIR,0,0,fuzzy_review,none,61.53846153846154,McClain,,,,,,,,,,
1994,house,104,Rockhold,AL-1994-house-104-D-ROCKHOLD,ALPERSON-ROCKHOLD,0,0,fuzzy_review,none,51.42857142857142,"Grantland, Ronald",,,,,,,,,,
1994,house,105,Harper,AL-1994-house-105-D-HARPER,ALPERSON-HARPER,0,0,fuzzy_review,none,90.0,"Harper, Alan",,,,,,,,,,
1994,senate,4,Farrar,AL-1994-senate-4-D-FARRAR,ALPERSON-FARRAR,0,0,fuzzy_review,none,60.00000000000001,"Boyd, Barbara",,,,,,,,,,
1994,senate,5,Wilson,AL-1994-senate-5-D-WILSON,ALPERSON-WILSON,0,0,fuzzy_review,none,72.0,"Coleman-Madison, Linda",,,,,,,,,,
1994,senate,10,Floyd,AL-1994-senate-10-D-FLOYD,ALPERSON-FLOYD,0,0,fuzzy_review,none,67.5,"Boyd, Barbara",,,,,,,,,,
1994,senate,14,Owens,AL-1994-senate-14-D-OWENS,ALPERSON-OWENS,0,0,fuzzy_review,none,60.00000000000001,"Means, Larry",,,,,,,,,,
1994,senate,25,Anderson,AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,0,1,fuzzy_review,none,77.14285714285715,"Sanders, Henry",,,,,,,,,,
1994,senate,32,Koontz,AL-1994-senate-32-D-KOONTZ,ALPERSON-KOONTZ,0,0,fuzzy_review,none,60.00000000000001,"Jackson, Thomas Jr.",,,,,,,,,,
1994,senate,34,Sullivan,AL-1994-senate-34-D-SULLIVAN,ALPERSON-SULLIVAN,0,0,fuzzy_review,none,64.28571428571429,"Millican, Michael",,,,,,,,,,
1998,house,11,White,AL-1998-house-11-D-WHITE,ALPERSON-WHITE,0,0,fuzzy_review,none,90.0,"White, Henry",,,,,,,,,,
1998,house,20,Wilburn,AL-1998-house-20-D-WILBURN,ALPERSON-WILBURN,0,0,fuzzy_review,none,55.38461538461539,"Burdine, Greg",,,,,,,,,,
1998,house,35,Hurst,AL-1998-house-35-D-HURST,ALPERSON-HURST,0,0,fuzzy_review,none,90.0,"Hurst, Steve",,,,,,,,,,
1998,house,49,Blair,AL-1998-house-49-D-BLAIR,ALPERSON-BLAIR,0,0,fuzzy_review,none,80.0,"Galliher, Blaine",,,,,,,,,,
1998,house,51,Mullins,AL-1998-house-51-D-MULLINS,ALPERSON-MULLINS,0,0,fuzzy_review,none,71.42857142857143,Collins,,,,,,,,,,
1998,house,62,Tingle,AL-1998-house-62-D-TINGLE,ALPERSON-TINGLE,0,0,fuzzy_review,none,75.00000000000001,"Singleton, Bobby",,,,,,,,,,
1998,house,63,Stanley,AL-1998-house-63-D-STANLEY,ALPERSON-STANLEY,0,0,fuzzy_review,none,65.45454545454547,"Grimsley, Dexter",,,,,,,,,,
1998,house,79,Dempsey,AL-1998-house-79-D-DEMPSEY,ALPERSON-DEMPSEY,0,0,fuzzy_review,none,65.45454545454547,"Newton, Demetrius Sr.",,,,,,,,,,
1998,house,87,Mathis,AL-1998-house-87-D-MATHIS,ALPERSON-MATHIS,0,0,fuzzy_review,none,65.45454545454547,"McCampbell, Artis",,,,,,,,,,
1998,house,95,Pfeifer,AL-1998-house-95-D-PFEIFER,ALPERSON-PFEIFER,0,0,fuzzy_review,none,55.38461538461539,"Spicer, Terry",,,,,,,,,,
1998,house,96,Eason,AL-1998-house-96-D-EASON,ALPERSON-EASON,0,0,fuzzy_review,none,72.72727272727273,Letson,,,,,,,,,,
1998,house,102,Pace,AL-1998-house-102-D-PACE,ALPERSON-PACE,0,0,fuzzy_review,none,67.5,"Black, Marcel",,,,,,,,,,
1998,house,104,Rockhold,AL-1998-house-104-D-ROCKHOLD,ALPERSON-ROCKHOLD,0,0,fuzzy_review,none,51.42857142857142,"Grantland, Ronald",,,,,,,,,,
1998,house,105,Straub,AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,0,0,fuzzy_review,none,50.0,Spratt,,,,,,,,,,
1998,senate,4,Little,AL-1998-senate-4-D-LITTLE,ALPERSON-LITTLE,0,1,fuzzy_review,none,90.0,"Little, Zebulon Sr.",,,,,,,,,,
1998,senate,5,Bishop,AL-1998-senate-5-D-BISHOP,ALPERSON-BISHOP,0,0,fuzzy_review,none,60.00000000000001,"Robinson, Oliver",,,,,,,,,,
1998,senate,7,Batts,AL-1998-senate-7-D-BATTS,ALPERSON-BATTS,0,0,fuzzy_review,none,60.00000000000001,"Beasley, William",,,,,,,,,,
1998,senate,12,Thomas,AL-1998-senate-12-D-THOMAS,ALPERSON-THOMAS,0,0,fuzzy_review,none,90.0,"Sherer, Thomas",,,,,,,,,,
1998,senate,14,Robinson,AL-1998-senate-14-D-ROBINSON,ALPERSON-ROBINSON,0,0,fuzzy_review,none,90.0,"Robinson, Oliver",,,,,,,,,,
1998,senate,16,Johns,AL-1998-senate-16-D-JOHNS,ALPERSON-JOHNS,0,0,fuzzy_review,none,90.0,"Johnson, Anthony",,,,,,,,,,
1998,senate,25,Chappell,AL-1998-senate-25-D-CHAPPELL,ALPERSON-CHAPPELL,0,0,fuzzy_review,none,69.23076923076923,"Mitchell, Joseph",,,,,,,,,,
1998,senate,27,Little,AL-1998-senate-27-D-LITTLE,ALPERSON-LITTLE,0,1,fuzzy_review,none,90.0,"Little, Zebulon Sr.",,,,,,,,,,
1998,senate,29,Palmer,AL-1998-senate-29-D-PALMER,ALPERSON-PALMER,0,0,fuzzy_review,none,65.45454545454547,"Hall, Albert",,,,,,,,,,
1998,senate,30,Mitchell,AL-1998-senate-30-D-MITCHELL,ALPERSON-MITCHELL,0,1,fuzzy_review,none,90.0,"Mitchell, Wendell",,,,,,,,,,
1998,senate,31,Holley,AL-1998-senate-31-D-HOLLEY,ALPERSON-HOLLEY,0,0,fuzzy_review,none,90.0,"Holley, Jimmy",,,,,,,,,,
1998,senate,32,Jensen,AL-1998-senate-32-D-JENSEN,ALPERSON-JENSEN,0,0,fuzzy_review,none,60.00000000000001,"Penn, Myron",,,,,,,,,,
1998,senate,35,Staten,AL-1998-senate-35-D-STATEN,ALPERSON-STATEN,0,0,fuzzy_review,none,60.00000000000001,"Hurst, Steve",,,,,,,,,,
2002,house,2,"Pettus, Mary",AL-2002-house-2-D-PETTUS-MARY,ALPERSON-PETTUS-MARY,0,0,fuzzy_review,none,57.14285714285714,"Moore, Mary",,,,,,,,,,
2002,house,4,"Hansberry, Cathy",AL-2002-house-4-D-HANSBERRY-CATHY,ALPERSON-HANSBERRY-CATHY,0,0,fuzzy_review,none,53.84615384615385,"Tanner, Gary",,,,,,,,,,
2002,house,10,"Smith, Pam",AL-2002-house-10-D-SMITH-PAM,ALPERSON-SMITH-PAM,0,0,fuzzy_review,none,90.0,Smith,,,,,,,,,,
2002,house,11,"Maze, Dennis E.",AL-2002-house-11-D-MAZE-DENNIS-E,ALPERSON-MAZE-DENNIS-E,0,0,fuzzy_review,none,51.42857142857142,Drake,,,,,,,,,,
2002,house,20,"Miller, Jeff",AL-2002-house-20-D-MILLER-JEFF,ALPERSON-MILLER-JEFF,0,0,fuzzy_review,none,63.33333333333332,"Enfinger, Jeff",,,,,,,,,,
2002,house,24,"Hendrix, J. Luther",AL-2002-house-24-D-HENDRIX-J-LUTHER,ALPERSON-HENDRIX-J-LUTHER,0,0,fuzzy_review,none,60.00000000000001,Ghee,,,,,,,,,,
2002,house,25,"Miles, Pam",AL-2002-house-25-D-MILES-PAM,ALPERSON-MILES-PAM,0,0,fuzzy_review,none,57.14285714285714,"Fields, James Jr.",,,,,,,,,,
2002,house,33,"Curtis, Clara",AL-2002-house-33-D-CURTIS-CLARA,ALPERSON-CURTIS-CLARA,0,0,fuzzy_review,none,67.05882352941177,"Curtis, Mike",,,,,,,,,,
2002,house,36,"Chandler, Wayne",AL-2002-house-36-D-CHANDLER-WAYNE,ALPERSON-CHANDLER-WAYNE,0,0,fuzzy_review,none,59.25925925925925,"Hayden, Andrew",,,,,,,,,,
2002,house,38,"Patterson, Arthur Frank, Jr.",AL-2002-house-38-D-PATTERSON-ARTHUR-FRANK-JR,ALPERSON-PATTERSON-ARTHUR-FRANK-JR,0,0,fuzzy_review,none,65.45454545454547,Letson,,,,,,,,,,
2002,house,41,"McKinzie, Mack",AL-2002-house-41-D-MCKINZIE-MACK,ALPERSON-MCKINZIE-MACK,0,0,fuzzy_review,none,56.00000000000001,"Black, Marcel",,,,,,,,,,
2002,house,50,"Quarles, Marilyn",AL-2002-house-50-D-QUARLES-MARILYN,ALPERSON-QUARLES-MARILYN,0,0,fuzzy_review,none,60.00000000000001,Bailey,,,,,,,,,,
2002,house,62,"Merrill, John H.",AL-2002-house-62-D-MERRILL-JOHN-H,ALPERSON-MERRILL-JOHN-H,0,0,fuzzy_review,none,85.5,"Page, John III",,,,,,,,,,
2002,house,63,"VanderMeer, Jeanette",AL-2002-house-63-D-VANDERMEER-JEANETTE,ALPERSON-VANDERMEER-JEANETTE,0,0,fuzzy_review,none,67.5,Reed,,,,,,,,,,
2002,house,64,"Warren, J.E. ""Jimmy""",AL-2002-house-64-D-WARREN-J-E-JIMMY,ALPERSON-WARREN-J-E-JIMMY,0,0,fuzzy_review,none,85.5,"Johnson, E",,,,,,,,,,
2002,house,74,"Ott, Ruth Mitchell",AL-2002-house-74-D-OTT-RUTH-MITCHELL,ALPERSON-OTT-RUTH-MITCHELL,0,0,fuzzy_review,none,72.0,Smith,,,,,,,,,,
2002,house,87,"Hutto, Mickey A.",AL-2002-house-87-D-HUTTO-MICKEY-A,ALPERSON-HUTTO-MICKEY-A,0,0,fuzzy_review,none,57.14285714285714,"Houston, Tommie",,,,,,,,,,
2002,house,102,"Johnson, Gary",AL-2002-house-102-D-JOHNSON-GARY,ALPERSON-JOHNSON-GARY,0,0,fuzzy_review,none,83.125,"Johnson, E",,,,,,,,,,
2002,house,104,"Webster, Daniel J.",AL-2002-house-104-D-WEBSTER-DANIEL-J,ALPERSON-WEBSTER-DANIEL-J,0,0,fuzzy_review,none,74.11764705882352,"McDaniel, W.",,,,,,,,,,
2002,senate,5,"Dutton, John Randall",AL-2002-senate-5-D-DUTTON-JOHN-RANDALL,ALPERSON-DUTTON-JOHN-RANDALL,0,0,fuzzy_review,none,85.5,"Rogers, John Jr.",,,,,,,,,,
2002,senate,12,"Gray, Preston R., Jr.",AL-2002-senate-12-D-GRAY-PRESTON-R-JR,ALPERSON-GRAY-PRESTON-R-JR,0,0,fuzzy_review,none,60.00000000000001,Letson,,,,,,,,,,
2002,senate,15,"Turner, John",AL-2002-senate-15-D-TURNER-JOHN,ALPERSON-TURNER-JOHN,0,0,fuzzy_review,none,72.72727272727273,"Rogers, John Jr.",,,,,,,,,,
2002,senate,17,"Moore, Caroline B.",AL-2002-senate-17-D-MOORE-CAROLINE-B,ALPERSON-MOORE-CAROLINE-B,0,0,fuzzy_review,none,85.5,"Moore, Mary",,,,,,,,,,
2002,senate,25,"Cox, Hobson",AL-2002-senate-25-D-COX-HOBSON,ALPERSON-COX-HOBSON,0,0,fuzzy_review,none,60.86956521739131,"Robinson, John",,,,,,,,,,
