person_id,candidate,election_cycle,issue,stance_code,position_summary,evidence_date,temporal_status,confidence,source_url,bill_id,bill_number,sponsorship_role,human_issue_code,policy_direction_of_yea,ideological_valence,evidence_type,review_status
ALPERSON-ALAN-HARPER,Alan Harper,2010,taxes_budget,sponsorship_support,Co-sponsored a progressive tax shift that removed the state grocery tax and offset revenue by limiting a deduction concentrated among higher-income taxpayers.,2010-01-12,pre_election,high,https://legiscan.com/AL/bill/HB1/2010,96241,HB1,joint_sponsor,taxes_budget,Eliminate Alabama's state sales tax on most food while phasing down the federal-income-tax deduction for higher-income filers and retaining the full deduction below stated income thresholds.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,health_social_services,sponsorship_support,"Co-sponsored creation of a statewide interagency body focused on improving coordinated transportation access for disabled, elderly, and low-income Alabamians.",2010-01-12,pre_election,high,https://legiscan.com/AL/bill/HB158/2010,96398,HB158,joint_sponsor,social_services,"Create an interagency commission to coordinate transportation access for people with disabilities, older adults, and low-income residents while reducing duplicative rules and identifying cost-effective service strategies.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,health_social_services,sponsorship_support,Co-sponsored a targeted tax exemption for a nonprofit provider of day and residential services to adults with developmental disabilities.,2010-01-14,pre_election,medium,https://legiscan.com/AL/bill/HB269/2010,96509,HB269,joint_sponsor,social_services,"Exempt Eagles' Wings, Inc., a Tuscaloosa-area nonprofit serving adults with developmental disabilities, from state, county, and municipal sales and use taxes.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,public_private_partnerships,sponsorship_support,Co-sponsored extending the state's public-private infrastructure commission and continuing work on its prior recommendations.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HJR50/2010,97097,HJR50,joint_sponsor,public_private_partnerships,Extend the Lieutenant Governor's Commission on Public-Private Partnership Projects through the fifth legislative day of the 2011 session and direct it to continue implementing recommendations from its earlier report.,mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,taxes_budget,sponsorship_support,"Co-sponsored a statewide ban on accident-response service fees, limiting government fee collection and shielding motorists and insurers from an added charge.",2010-01-19,pre_election,high,https://legiscan.com/AL/bill/HB306/2010,96546,HB306,joint_sponsor,taxes_budget,"Prohibit public law-enforcement agencies from charging insurers, motorists, or vehicle owners a separate fee for responding to or investigating a motor-vehicle accident.",mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,occupational_licensing,sponsorship_support,Co-sponsored a new training prerequisite for first-time used-vehicle dealer and wholesaler licenses as a consumer-protection measure.,2010-01-19,pre_election,high,https://legiscan.com/AL/bill/HB307/2010,96547,HB307,joint_sponsor,occupational_licensing,"Require first-time used-vehicle dealers and wholesalers to complete at least four hours of state-approved legal-compliance training before licensure, while exempting existing licensees in good standing.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,public_private_partnerships,sponsorship_support,Co-sponsored a high legislative barrier to privatizing or outsourcing management of state mental-health institutions.,2010-02-04,pre_election,high,https://legiscan.com/AL/bill/HB491/2010,96731,HB491,joint_sponsor,public_private_partnerships,"Require a three-fifths vote in each legislative chamber before a state mental-health institution may be leased, transferred, or placed under nongovernmental management.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,criminal_justice,sponsorship_support,Co-sponsored expanded controlled-substance precursor monitoring and enforcement.,2010-02-09,pre_election,high,https://legiscan.com/AL/bill/HB528/2010,96768,HB528,joint_sponsor,criminal_justice,"Further restrict over-the-counter ephedrine and pseudoephedrine sales through real-time electronic verification, penalties, and a Drug Abuse Task Force.",conservative,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,criminal_justice,sponsorship_support,"Co-sponsored Tuscaloosa's red-light-camera authorization, expanding automated civil enforcement but pairing it with substantial due-process and collateral-consequence protections.",2010-02-16,pre_election,high,https://legiscan.com/AL/bill/HB566/2010,96806,HB566,joint_sponsor,criminal_justice,"Authorize Tuscaloosa red-light cameras and owner-based civil enforcement while capping fines and adding notice, appeal, record, insurance, and anti-incarceration safeguards.",mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,public_private_partnerships,sponsorship_support,"Co-sponsored a feasibility study of local public acquisition of a privately owned toll bridge, with the stated goal of ultimately eliminating the toll.",2010-02-16,pre_election,high,https://legiscan.com/AL/bill/HJR335/2010,97206,HJR335,joint_sponsor,public_private_partnerships,"Urge Tuscaloosa-area local governments to study purchasing the privately owned Black Warrior River toll bridge, retaining tolls until the purchase price is repaid and then ending them.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,health_social_services,sponsorship_support,Co-sponsored a voluntary refund-donation mechanism dedicated to supplemental education benefits for disabled veterans.,2010-02-23,pre_election,high,https://legiscan.com/AL/bill/HB607/2010,96847,HB607,joint_sponsor,social_services,"Create a voluntary state-income-tax refund checkoff to supplement education benefits for disabled Alabama veterans, with administrative costs capped at 10 percent.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,business_economic_development,sponsorship_support,"Co-sponsored seeking federal investment to renovate the Alabama Farmers Market and support agricultural commerce, neighborhood revitalization, and local jobs.",2010-02-25,pre_election,high,https://legiscan.com/AL/bill/HJR438/2010,97237,HJR438,joint_sponsor,business_economic_development,"Urge Congress to provide $3 million for renovating the Alabama Farmers Market, including modernized agricultural facilities, neighborhood revitalization, and job creation in a low-income area.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,business_economic_development,sponsorship_support,"Co-sponsored seeking federal investment to renovate the Alabama Farmers Market and support agricultural commerce, neighborhood revitalization, and local jobs.",2010-02-25,pre_election,high,https://legiscan.com/AL/bill/HR439/2010,97712,HR439,joint_sponsor,business_economic_development,"Urge Congress to provide $3 million for renovating the Alabama Farmers Market, including modernized agricultural facilities, neighborhood revitalization, and job creation in a low-income area.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,environment,sponsorship_support,Co-sponsored a regulatory buffer preventing new landfills and junkyards near the Chattahoochee River.,2010-03-02,pre_election,high,https://legiscan.com/AL/bill/HB648/2010,96888,HB648,joint_sponsor,environment_energy,"Bar new permitted landfills and junkyards outside municipal limits within one mile of the Chattahoochee River, except facilities located on an industrial site.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,health_social_services,sponsorship_support,Co-sponsored replacing educators' immediate direct-report obligation with an internal written-report safe harbor and an administrator forwarding duty.,2010-03-09,pre_election,high,https://legiscan.com/AL/bill/HB699/2010,96939,HB699,joint_sponsor,social_services,"Allow a teacher or school official to satisfy the child-abuse reporting mandate by giving a written report to a principal or superintendent by the close of the next school day, with that administrator then responsible for forwarding it to authorities.",mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,criminal_justice,sponsorship_support,Sponsored a Pickens County bill expanding criminal-case fee collection and restricting selective judicial waiver of the solicitor fee.,2010-03-23,pre_election,high,https://legiscan.com/AL/bill/HB734/2010,96974,HB734,joint_sponsor,criminal_justice,Expand mandatory collection of a local solicitor fee to all criminal matters in which court costs are assessed and bar waiving that fee unless every other court charge is waived.,conservative,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,public_employee_benefits,sponsorship_support,Co-sponsored recurring salary increases for state corrections employees who work inside secured facilities.,2010-03-23,pre_election,high,https://legiscan.com/AL/bill/HB747/2010,96987,HB747,joint_sponsor,public_employee_benefits,"Provide eligible Department of Corrections employees working inside correctional facilities with conditional annual 2.5 percent pay steps, up to a cumulative 10 percent, in years without General Fund proration.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,ethics_government,sponsorship_support,Sponsored a PAC-to-PAC transfer ban to improve campaign-finance traceability.,2010-12-08,post_election,high,https://legiscan.com/AL/bill/HB5/2010/X1,416092,HB5,joint_sponsor,ethics_government,Prohibit political action committees from transferring money to other PACs except principal campaign committees.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-ALAN-HARPER,Alan Harper,2010,ethics_government,sponsorship_support,Co-sponsored searchable online disclosure of campaign money.,2010-12-08,post_election,high,https://legiscan.com/AL/bill/HB7/2010/X1,416076,HB7,joint_sponsor,ethics_government,Require the Secretary of State to maintain a publicly searchable online database of campaign-contribution and expenditure filings by candidate name.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,taxes_budget,sponsorship_support,Co-sponsored a progressive tax shift that removed the state grocery tax and offset revenue by limiting a deduction concentrated among higher-income taxpayers.,2010-01-12,pre_election,high,https://legiscan.com/AL/bill/HB1/2010,96241,HB1,joint_sponsor,taxes_budget,Eliminate Alabama's state sales tax on most food while phasing down the federal-income-tax deduction for higher-income filers and retaining the full deduction below stated income thresholds.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,public_education,sponsorship_support,Co-sponsored state higher-education funding for Talladega College.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB271/2010,96511,HB271,joint_sponsor,public_education,Appropriate Education Trust Fund money to Talladega College subject to state fiscal controls.,progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,public_education,sponsorship_support,Co-sponsored state education funding for Tuskegee University and its agricultural research and extension work.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB272/2010,96512,HB272,joint_sponsor,public_education,"Appropriate $9,703,990 from the Education Trust Fund to Tuskegee University, including at least $1,414,586 for agricultural research and extension, subject to planning, audit, and performance-reporting requirements.",progressive,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,public_education,sponsorship_support,Co-sponsored the fiscal-year 2011 public-education budget.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB274/2010,96514,HB274,joint_sponsor,public_education,"Enact Alabama's fiscal-year 2011 Education Trust Fund budget for the support, maintenance, development, debt service, and capital needs of public education and related educational programs.",mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,public_employee_benefits,sponsorship_support,Co-sponsored lengthening the funding period for the teachers' pension system's accrued liability.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB275/2010,96515,HB275,joint_sponsor,public_employee_benefits,Allow the Teachers' Retirement System to amortize its accrued pension liability over as many as 30 years instead of 20 years.,conservative,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,health_social_services,sponsorship_support,Co-sponsored an education-finance adjustment that also protected excess human-services funds for subsidized child care.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB276/2010,96516,HB276,joint_sponsor,social_services,"Shift part of public-school bond debt service to the Education Trust Fund, reappropriate prior-year balances, cap the Department of Human Resources food-stamp-fund reversion, and dedicate excess funds to subsidized child-care slots.",mixed,human_coded_bill_sponsorship,reviewed
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,criminal_justice,sponsorship_support,Co-sponsored pausing Alabama's death penalty for three years to implement fairness and due-process reforms in capital cases.,2010-01-14,pre_election,high,https://legiscan.com/AL/bill/HB280/2010,96520,HB280,joint_sponsor,criminal_justice,"Impose a three-year moratorium on new death sentences and executions while Alabama adopts specified safeguards for competent defense, post-conviction review, racial fairness, and protection of juveniles and people with intellectual disabilities.",progressive,human_coded_bill_sponsorship,reviewed
