person_id,candidate,election_cycle,issue,bill_id,bill_number,session_year,activity_date,sponsorship_role,same_role_sponsor_count,priority_weight,title,description,subject_names,url,state_link,text_doc_id,text_document_type,bill_text_path,review_status,position_inference_allowed,review_note,validated_bill_text_path,models_run,core_fields_agree,all_quotes_verified,eligible_for_automatic_stance,review_priority
ALPERSON-ALAN-HARPER,Alan Harper,2010,criminal_justice,96974,HB734,2010,2010-03-23,joint_sponsor,1,1.0,"Pickens Co., solicitor's fee, authorized in all criminal cases where court costs are assessed, waiver prohibited unless other costs waived, Act 2007-277, 2007 Reg. Sess. am'd.","Pickens Co., solicitor's fee, authorized in all criminal cases where court costs are assessed, waiver prohibited unless other costs waived, Act 2007-277, 2007 Reg. Sess. am'd.",Pickens County,https://legiscan.com/AL/bill/HB734/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB734,422521,Enrolled,data\raw\alabama_legislature\bill_text\2010\29\96974\422521_enrolled.pdf,needs_human_direction_review,False,Sponsorship establishes priority; inspect bill text before assigning policy direction or stance.,data\raw\alabama_legislature\bill_text\2010\29\96974\422521_enrolled.pdf,2,False,False,False,high_disagreement
ALPERSON-ALAN-HARPER,Alan Harper,2010,criminal_justice,96806,HB566,2010,2010-02-16,joint_sponsor,2,0.5,"Tuscaloosa, motor vehicles, automated traffic infraction device, use for red light enforcement authorized, procedures, posting of informational signs, civil fines, record keeping by Criminal Justice Information Center, appeals, tampering with photographic traffic signal enforcement system, prohibited, Tuscaloosa Red Light Safety Act","Tuscaloosa, motor vehicles, automated traffic infraction device, use for red light enforcement authorized, procedures, posting of informational signs, civil fines, record keeping by Criminal Justice Information Center, appeals, tampering with photographic traffic signal enforcement system, prohibited, Tuscaloosa Red Light Safety Act",Tuscaloosa County,https://legiscan.com/AL/bill/HB566/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB566,438644,Enrolled,data\raw\alabama_legislature\bill_text\2010\29\96806\438644_enrolled.pdf,needs_human_direction_review,False,Sponsorship establishes priority; inspect bill text before assigning policy direction or stance.,data\raw\alabama_legislature\bill_text\2010\29\96806\438644_enrolled.pdf,2,False,False,False,high_disagreement
ALPERSON-ALAN-HARPER,Alan Harper,2010,criminal_justice,96546,HB306,2010,2010-01-19,joint_sponsor,3,0.3333333333333333,"Motor vehicles, accident response service fee imposed by law enforcement officer or agency on or from insurance company or driver or owner of motor vehicle, prohibited","Motor vehicles, accident response service fee imposed by law enforcement officer or agency on or from insurance company or driver or owner of motor vehicle, prohibited",Motor Vehicles,https://legiscan.com/AL/bill/HB306/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB306,469191,Enrolled,data\raw\alabama_legislature\bill_text\2010\29\96546\469191_enrolled.pdf,needs_human_direction_review,False,Sponsorship establishes priority; inspect bill text before assigning policy direction or stance.,data\raw\alabama_legislature\bill_text\2010\29\96546\469191_enrolled.pdf,2,False,False,False,high_disagreement
ALPERSON-ALAN-HARPER,Alan Harper,2010,environment,96888,HB648,2010,2010-03-02,joint_sponsor,9,0.1111111111111111,"Chattahoochee River, landfills and junkyards prohibited within certain distance of river","Chattahoochee River, landfills and junkyards prohibited within certain distance of river",Environment,https://legiscan.com/AL/bill/HB648/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB648,430285,Introduced,data\raw\alabama_legislature\bill_text\2010\29\96888\430285_introduced.pdf,needs_human_direction_review,False,Sponsorship establishes priority; inspect bill text before assigning policy direction or stance.,data\raw\alabama_legislature\bill_text\2010\29\96888\430285_introduced.pdf,2,False,False,False,high_disagreement
ALPERSON-ALAN-HARPER,Alan Harper,2010,environment,97980,HR852,2010,2010-04-08,joint_sponsor,104,0.0096153846153846,"Coosa Valley Resource Conservation Development Council, commended","Coosa Valley Resource Conservation Development Council, commended","Resolutions, Congratulatory",https://legiscan.com/AL/bill/HR852/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HR852,453223,Introduced,data\raw\alabama_legislature\bill_text\2010\29\97980\453223_introduced.pdf,needs_human_direction_review,False,Sponsorship establishes priority; inspect bill text before assigning policy direction or stance.,data\raw\alabama_legislature\bill_text\2010\29\97980\453223_introduced.pdf,2,False,False,False,high_disagreement
ALPERSON-ALAN-HARPER,Alan Harper,2010,health_social_services,96398,HB158,2010,2010-01-12,joint_sponsor,2,0.5,"Senior Services Department, United We Ride Commission, established to provide transportation for individuals with disabilities, the elderly, and individuals with low incomes, members, terms, duties, annual report to Governor","Senior Services Department, United We Ride Commission, established to provide transportation for individuals with disabilities, the elderly, and individuals with low incomes, members, terms, duties, annual report to Governor",Senior Services Department,https://legiscan.com/AL/bill/HB158/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB158,484839,Introduced,data\raw\alabama_legislature\bill_text\2010\29\96398\484839_introduced.pdf,needs_human_direction_review,False,Sponsorship establishes priority; inspect bill text before assigning policy direction or stance.,data\raw\alabama_legislature\bill_text\2010\29\96398\484839_introduced.pdf,2,False,False,False,high_disagreement
ALPERSON-ALAN-HARPER,Alan Harper,2010,health_social_services,96731,HB491,2010,2010-02-04,joint_sponsor,22,0.0454545454545454,"Mental Health Department, certain institutions, leasing, transferring, or management by nongovernmental entities, approval by Legislature required, Sec. 22-50-9 am'd.","Mental Health Department, certain institutions, leasing, transferring, or management by nongovernmental entities, approval by Legislature required, Sec. 22-50-9 am'd.",Mental Health Department,https://legiscan.com/AL/bill/HB491/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB491,446705,Introduced,data\raw\alabama_legislature\bill_text\2010\29\96731\446705_introduced.pdf,needs_human_direction_review,False,Sponsorship establishes priority; inspect bill text before assigning policy direction or stance.,data\raw\alabama_legislature\bill_text\2010\29\96731\446705_introduced.pdf,2,False,False,False,high_disagreement
ALPERSON-ALAN-HARPER,Alan Harper,2010,infrastructure_energy,97206,HJR335,2010,2010-02-16,joint_sponsor,9,0.1111111111111111,"Tuscaloosa Co., county commission, Tuscaloosa city council, and Northport city council urged to do feasibility study to pursue the purchase of Black Warrior River toll bridge","Tuscaloosa Co., county commission, Tuscaloosa city council, and Northport city council urged to do feasibility study to pursue the purchase of Black Warrior River toll bridge","Resolutions, Legislative",https://legiscan.com/AL/bill/HJR335/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HJR335,400776,Introduced,data\raw\alabama_legislature\bill_text\2010\29\97206\400776_introduced.pdf,needs_human_direction_review,False,Sponsorship establishes priority; inspect bill text before assigning policy direction or stance.,data\raw\alabama_legislature\bill_text\2010\29\97206\400776_introduced.pdf,2,False,False,False,high_disagreement
ALPERSON-ALAN-HARPER,Alan Harper,2010,infrastructure_energy,97772,HR551,2010,2010-03-09,joint_sponsor,104,0.0096153846153846,"Huntsville, efforts to become test market for Google's new ultrafast broadband network, Google Fiber, commended","Huntsville, efforts to become test market for Google's new ultrafast broadband network, Google Fiber, commended","Resolutions, Congratulatory",https://legiscan.com/AL/bill/HR551/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HR551,468520,Introduced,data\raw\alabama_legislature\bill_text\2010\29\97772\468520_introduced.pdf,needs_human_direction_review,False,Sponsorship establishes priority; inspect bill text before assigning policy direction or stance.,data\raw\alabama_legislature\bill_text\2010\29\97772\468520_introduced.pdf,2,False,False,False,high_disagreement
ALPERSON-ALAN-HARPER,Alan Harper,2010,infrastructure_energy,97292,HJR558,2010,2010-03-09,joint_sponsor,104,0.0096153846153846,"Huntsville, efforts to become test market for Google's new ultrafast broadband network, Google Fiber, commended","Huntsville, efforts to become test market for Google's new ultrafast broadband network, Google Fiber, commended","Resolutions, Congratulatory",https://legiscan.com/AL/bill/HJR558/2010,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HJR558,392627,Enrolled,data\raw\alabama_legislature\bill_text\2010\29\97292\392627_enrolled.pdf,needs_human_direction_review,False,Sponsorship establishes priority; inspect bill text before assigning policy direction or stance.,data\raw\alabama_legislature\bill_text\2010\29\97292\392627_enrolled.pdf,2,False,False,False,high_disagreement
