votesmart_candidate_id,candidate,election_year,election_description,section,question,option_number,option_text,raw_answer,selected,source_type,source_url
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,Abortion & Reproductive Issues:,,1,a) Do you generally support pro-choice or pro-life legislation?,Pro-life,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,Abortion & Reproductive Issues:,,2,b) Should abortions be illegal after the first trimester of pregnancy?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,Abortion & Reproductive Issues:,,3,c) Should abortion be legal when the pregnancy resulted from incest or rape?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,Abortion & Reproductive Issues:,,4,d) Should abortion be legal when the life of the woman is endangered?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,Abortion & Reproductive Issues:,,5,e) Do you support requiring parental notification before an abortion is performed on a minor?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,Abortion & Reproductive Issues:,,6,f) Do you support requiring parental consent before an abortion is performed on a minor?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,Abortion & Reproductive Issues:,,7,g) Do you support the prohibition of public funds for abortion procedures?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,Abortion & Reproductive Issues:,,8,h) Do you support the prohibition of public funds for organizations that perform abortions?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,Abortion & Reproductive Issues:,,9,i) Other or expanded principles:,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",1,a) Education (higher),Slightly Increase,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",2,b) Education (K-12),Slightly Increase,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",3,c) Environment,Maintain Status,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",4,d) Health care,Slightly Decrease,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",5,e) Law enforcement/corrections,Slightly Increase,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",6,f) Transportation/infrastructure,Slightly Increase,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
101243,Trip Pittman,2014,Alabama State Legislative Election 2014 Political Courage Test,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",7,g) Welfare,Greatly Decrease,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman
