questionnaire_item_id,canonical_candidate_id,election_year,candidate_name,questionnaire_url,questionnaire_provider,question,answer,item_ordinal,temporal_status,page_sha256,retrieved_date
726B761B7A89D0319C67,AL-2010-house-87-R-DONNIE-CHESTEEN,2010,DONNIE CHESTEEN,https://ballotpedia.org/Donnie_Chesteen,Ballotpedia Candidate Connection or campaign themes,Campaign themes or unstructured survey response,"### 2010 Chesteen's website highlighted the following campaign issues:[[7]](https://ballotpedia.org/Donnie_Chesteen#cite_note-7) * **The Economy** Excerpt: ""I will work to get projects like Mercedes, Thyssen Krupp and Hyunday, and to get the I-10 Connector built."" * **Education** Excerpt: ""I will do everything I can to support our principles, our teachers, and our coaches, because we trust them with our most precious commodity."" * **Integrity** Excerpt: ""You will never hear my name associated with anything that is not 100% legal, moral and ethical.""",1,same_cycle_candidate_statement,768d11549b992e9b4744ca468e72d41ac799f8c1b014e06829cdb592b6a0d53c,2026-08-17
4049C2D5B3A2CB23089F,AL-2014-house-1-R-PHILLIP-PETTUS,2014,Phillip Pettus,https://ballotpedia.org/Phillip_Pettus,Ballotpedia Candidate Connection or campaign themes,Campaign themes or unstructured survey response,### 2014 Pettus' website highlighted the following campaign themes:[[7]](https://ballotpedia.org/Phillip_Pettus#cite_note-7),1,same_cycle_candidate_statement,cac38f56c8cb9d65ad91ecd19419313ad8b2cd70850bacc98575dc438209ea55,2026-08-17
7C5AEA6502A7D61E01CE,AL-2018-house-3-R-ANDREW-SORRELL,2018,Andrew Sorrell,https://ballotpedia.org/Andrew_Sorrell,Ballotpedia Candidate Connection or campaign themes,"What would be your top three priorities, if elected?",“1) Getting overpasses over the train tracks on Avalon and Montgomery Ave. in Muscle Shoals and Sheffield. 2) Recruiting business and industry to the Shoals instead of letting all of the jobs go to Huntsville and Birmingham. 3) Protecting conservative family values and 2nd amendment rights.[[5]](https://ballotpedia.org/Andrew_Sorrell#cite_note-BPsurvey-5)[[2]](https://ballotpedia.org/Andrew_Sorrell#cite_note-quotedisclaimer-2)”,1,same_cycle_candidate_statement,64ba7fa9b5adf597114220f38ccca2149b79846dd5342518cbbbc0df6a173dac,2026-08-17
13A95DE8D8E9036B513A,AL-2018-house-3-R-ANDREW-SORRELL,2018,Andrew Sorrell,https://ballotpedia.org/Andrew_Sorrell,Ballotpedia Candidate Connection or campaign themes,What areas of public policy are you personally passionate about? Why?,"“I'm passionate about small business issues--keeping taxes low, cutting regulations, and getting government out of the way of businesses as much as possible. I'm also passionately pro-life. I will always vote to abolish or limit abortions as much as possible.Cite error: Invalid `<ref>` tag; invalid names, e.g. too many[[2]](https://ballotpedia.org/Andrew_Sorrell#cite_note-quotedisclaimer-2)” Ballotpedia also asked the candidate a series of optional questions. Andrew Sorrell answered the following:",2,same_cycle_candidate_statement,64ba7fa9b5adf597114220f38ccca2149b79846dd5342518cbbbc0df6a173dac,2026-08-17
29A636ADA5C45C2A0CCB,AL-2018-house-3-R-ANDREW-SORRELL,2018,Andrew Sorrell,https://ballotpedia.org/Andrew_Sorrell,Ballotpedia Candidate Connection or campaign themes,What qualities do you possess that would make you a successful officeholder?,"“I am a 32-year-old entrepreneur, and I have built two companies from the ground up. I now have 40 employees and I expect to be at 50 employees by the end of the year as I expand one of my businesses. I started my first business at age 16 and my second at age 28. I believe I can help small businesses in the State Legislature.[[2]](https://ballotpedia.org/Andrew_Sorrell#cite_note-quotedisclaimer-2)”",3,same_cycle_candidate_statement,64ba7fa9b5adf597114220f38ccca2149b79846dd5342518cbbbc0df6a173dac,2026-08-17
5F4F19B304489A656960,AL-2018-house-3-R-ANDREW-SORRELL,2018,Andrew Sorrell,https://ballotpedia.org/Andrew_Sorrell,Ballotpedia Candidate Connection or campaign themes,What legacy would you like to leave?,"“I would like people to say that I represented the people of my district, not the special interests in Montgomery.[[2]](https://ballotpedia.org/Andrew_Sorrell#cite_note-quotedisclaimer-2)”",4,same_cycle_candidate_statement,64ba7fa9b5adf597114220f38ccca2149b79846dd5342518cbbbc0df6a173dac,2026-08-17
A57A92D0ABEA24999B31,AL-2018-house-3-R-ANDREW-SORRELL,2018,Andrew Sorrell,https://ballotpedia.org/Andrew_Sorrell,Ballotpedia Candidate Connection or campaign themes,What do you perceive to be your state’s greatest challenges over the next decade?,"“Fully funding the RSA retirement plans, keeping our budgets balanced and taxes low, and improving the quality of our education.[[2]](https://ballotpedia.org/Andrew_Sorrell#cite_note-quotedisclaimer-2)” **Do you believe it’s beneficial to build relationships with other legislators? Please explain your answer.** “Absolutely. I want to work with any other legislator I can for the good of my district and Alabama as a whole. A Representative only has 1 vote out of 105 in the State House. In order to get anything passed, you have to build a coalition.[[2]](https://ballotpedia.org/Andrew_Sorrell#cite_note-quotedisclaimer-2)”",5,same_cycle_candidate_statement,64ba7fa9b5adf597114220f38ccca2149b79846dd5342518cbbbc0df6a173dac,2026-08-17
766B4191704B7F335B5D,AL-2022-house-3-D-GSL003DTHO,2022,Wesley Thompson,https://ballotpedia.org/Wesley_Thompson,Ballotpedia Candidate Connection or campaign themes,Campaign themes or unstructured survey response,"#### Ballotpedia survey responses See also: [Ballotpedia's Candidate Connection](https://ballotpedia.org/Ballotpedia%27s_Candidate_Connection) [![Image 17: Candidate Connection](https://cdn.ballotpedia.org/images/8/88/Candidate_Connection_Logo.png)](https://ballotpedia.org/Ballotpedia%27s_Candidate_Connection) Wesley Thompson completed [Ballotpedia's Candidate Connection](https://ballotpedia.org/Ballotpedia%27s_Candidate_Connection) survey in 2022. The survey questions appear in bold and are followed by Thompson's responses. Expand all | Collapse all I was born and raised in West Florence. When I was eight years old, my mother enlisted in the Army, and my family moved to Fort Sill, Oklahoma, but my path has always led me home to the Shoals—first for college at the University of North Alabama and then again when I answered the call to pastor Bethel Colbert Missionary Baptist Church. My commitment to bettering the lives of people across the Shoals runs deep. I am a chaplain for Amedisys Hospice, providing support to patients and families in their most trying moments. I am also a licensed substitute teacher and have invested in the lives of children across the Shoals. I have been a leader in our community, working tirelessly to highlight injustice and promote meaningful solutions for change. I serve as the 3rd Vice-President and Religious Affairs Chair for the Tri-County Branch NAACP and a board member of Crossroad Community Outreach, Common Ground Shoals, and the Kaiden Project. My wife, Tanndra, and I live in Muscle Shoals with our three boys Miles, Bradley, and Jeremiah. Tanndra is also a graduate of UNA and is a small business owner. Her company, Renewed Minds, LLC provides grief support and grief education to individuals and families. * Small Businesses, Economic Growth, and Jobs: I believe in the dignity of a hard day’s work, but right now, hard working families are finding it harder and harder to make ends meet. We need to lower taxes on hard working families and give them back the money they’ve earned. We need laws that encourage entrepreneurship, empower small businesses, and create good paying jobs. We need our voice to be heard in Montgomery so we can make sure Main Streets across the Shoals stay strong and vibrant for decades to come. * Education: Kids in the Shoals, whether they’re Black, Brown, or White, rich or poor, deserve the best education possible. We owe it to our kids to make sure they’re ready for what the future holds. We need trade school opportunities so our kids can enter noble careers like electrician and plumber. We need college and career readiness programs so every child from every zip code can reach their full potential and contribute to the bright future of our Shoals. * Healthcare: I believe we can repair a healthcare system that leaves thousands across the Shoals unable to afford to go to the doctor or fill a prescription. It is time we prioritize investment in the lives of Alabamians, in the lives of the people of the Shoals. Our current system costs the state billions of dollars, left thousands without healthcare coverage, and forced 17 rural and small town hospitals to close their doors permanently. We need our voice to be heard in Montgomery, so we can repair our healthcare system and start investing in the lives of the people of the Shoals and people across this great state. Small Business, Economic Growth, and Jobs Education Healthcare _**Note:** Ballotpedia reserves the right to edit Candidate Connection survey responses. Any edits made by Ballotpedia will be clearly marked with [brackets] for the public. If the candidate disagrees with an edit, he or she may request the full removal of the survey response from Ballotpedia.org. Ballotpedia does not edit or correct typographical errors unless the candidate's campaign requests it._",1,same_cycle_candidate_statement,692c46c93041ad62fe76953084193d324eba772a21b8399202ecd939a85c926a,2026-08-17
900AD32541EA764CB171,AL-2022-house-3-R-GSL003RUND,2022,Kerry Underwood,https://ballotpedia.org/Kerry_Underwood,Ballotpedia Candidate Connection or campaign themes,Campaign themes or unstructured survey response,"### 2022 [![Image 21: Candidate Connection](https://cdn.ballotpedia.org/images/8/88/Candidate_Connection_Logo.png)](https://ballotpedia.org/Ballotpedia%27s_Candidate_Connection) Kerry Underwood completed [Ballotpedia's Candidate Connection](https://ballotpedia.org/Ballotpedia%27s_Candidate_Connection) survey in 2022. The survey questions appear in bold and are followed by Underwood's responses. Expand all | Collapse all I am a CPA, small business owner and Mayor of Tuscumbia, AL. These have prepared me to accept the role of legislator because of the accountability, efficiency and pro-business required by experience. * I will connect this district by my working relationships with local elected officials at city and county levels and work to help them achieve their priorities for your communities. * I will continue to recruit industry into the area for good employment as I have for six years from my position on Shoals EDA board as Mayor. * I will work to improve our mental health / addiction model at the State level to improve a person's chances to become productive members of our community. I am passionate about our policies regarding first responders, mental health and strengthening our municipal and county levels of representation. Politically I look up to President Lincoln. His leadership style was crucial during the dangerous times of the Civil War, requiring empathy for the South as well as the 13th Amendment passage. My first historical event in memory of significance is the Ronald Reagan presidency. I was a teenager and still remember the American pride of defeating communism and Reaganomics as it created wealth with lower taxes. I maintained the lawn at my church in Leighton while in high school. I held that job for five years. Fearless - The Undaunted Courage and Ultimate Sacrifice of Navy SEAL Team SIX Operator Adam Brown by Eric Blehm. The true story of second chance and ultimate sacrifice for one's country is a noble and worthy account to study. Adam Brown was one such individual. Two of the three separations of power are Legislative and Executive (governor). The legislature will always set the rules with the passage of bills including the funding of the government and the governor will always faithfully execute those with the Cabinet appointees and employees. The change I would make at this juncture would be to allow the legislature to call itself into special session when the need arose. At this time, it is the decision and authority of the governor. Success is our greatest challenge over the next decade. Industry and employment for the state is at an all time high and with it comes the financial responsibility of the legislature to account for those increases. Now is the time to make the strategic decisions that will have long term positive effects for the state with both investments and reserves. In many things, it is absolutely necessary. However, in the core principal beliefs it can not be. I can compromise on a local legislation if a community majority wants to change a policy or a tax. I can't yield my belief that government should be intentionally small to prevent overreach and over-taxing. My core principal remains in that the taxation didn't originate from the governmental body, but instead from the people's desire to fund their community. _**Note:** Ballotpedia reserves the right to edit Candidate Connection survey responses. Any edits made by Ballotpedia will be clearly marked with [brackets] for the public. If the candidate disagrees with an edit, he or she may request the full removal of the survey response from Ballotpedia.org. Ballotpedia does not edit or correct typographical errors unless the candidate's campaign requests it._",1,same_cycle_candidate_statement,29ba34113503d9ca4b6fba7b80e1f94aee23fc06ab68310a76f5407c26263ddb,2026-08-17
24D10534F060A885726F,AL-2014-house-28-D-CRAIG-FORD,2014,Craig Ford,https://ballotpedia.org/Craig_Ford,Ballotpedia Candidate Connection or campaign themes,Campaign themes or unstructured survey response,"#### 2014 Ford's website highlighted the following campaign themes:[[9]](https://ballotpedia.org/Craig_Ford#cite_note-9) “Rep. Craig Ford has... * Fought to stop the disastrous charter school bill that would have deprived desperately needed funds from our schools and endangered thousands of teaching and support jobs * Fought to fully fund the state’s Medicaid program and protect essential healthcare services for Alabama’s seniors, children, pregnant mothers, and the mentally ill * Personally sponsored or co-sponsored every pay raise for Alabama's teachers, firefighters, law enforcement officers, and public servants for the past twelve years * Fought to protect the PACT program and force the state’s leadership to keep the state’s promise to fully fund the PACT contracts * Fought for and won millions of dollars for schools in Gadsden and Etowah County[[10]](https://ballotpedia.org/Craig_Ford#cite_note-quotedisclaimer-10)”",1,same_cycle_candidate_statement,1ef8a151bfee461c0466989cfe8d5b47e9871c84ce212ee62008a340c4b3d131,2026-08-17
