poll_id,dimension,group,dem_pct,rep_pct,cell_base,population_override,source_url,page_or_table,extraction_method,reviewed
gen202foc8381e6bc,race,white,39.84381782989103,48.760190529925616,1451,a,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True
gen202foc8381e6bc,race,black,75.76606942441417,6.843809547561871,252,a,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True
gen202foc8381e6bc,race,hispanic,52.71693282438797,28.584705009025292,199,a,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True
gen202foc8381e6bc,race,asian,58.99916784830318,22.078988210258075,70,a,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True
gen202foc8381e6bc,race,other,40.99792721455356,42.76946115776438,44,a,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True
gen202foc8381e6bc,education,focaldata_hs_or_less,43.33098272158902,37.49880207291293,657,a,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True
gen202foc8381e6bc,education,focaldata_some_college_or_associate,48.28895337447272,39.80200514651502,694,a,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True
gen202foc8381e6bc,education,focaldata_bachelors,54.13692123282311,36.636087635406405,446,a,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True
gen202foc8381e6bc,education,focaldata_postgrad,43.0546532771461,46.23932504331355,219,a,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True
gen202foc8381e6bc,overall,all,47.19478408917163,39.1092448731994,2016,a,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True
