poll_id,dimension,group,dem_pct,rep_pct,cell_base,source_url,page_or_table,extraction_method,reviewed,population_override,pollster,end_date,catalog_population,catalog_sample_size,internal,partisan,population,dem_two_party_share,dem_margin_two_party,silver_grade,b_plus_or_better
gen202foc8381e6bc,race,white,39.84381782989103,48.760190529925616,1451.0,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True,a,Focaldata,2026-06-30,rv,1795.0,False,,a,0.44968414598228096,-10.063170803543812,B/C,False
gen202foc8381e6bc,race,black,75.76606942441417,6.843809547561871,252.0,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True,a,Focaldata,2026-06-30,rv,1795.0,False,,a,0.9171550711279517,83.43101422559033,B/C,False
gen202foc8381e6bc,race,hispanic,52.71693282438797,28.58470500902529,199.0,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True,a,Focaldata,2026-06-30,rv,1795.0,False,,a,0.648411695375741,29.682339075148178,B/C,False
gen202foc8381e6bc,race,asian,58.99916784830318,22.078988210258075,70.0,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True,a,Focaldata,2026-06-30,rv,1795.0,False,,a,0.7276826548162882,45.53653096325766,B/C,False
gen202foc8381e6bc,race,other,40.99792721455356,42.76946115776438,44.0,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True,a,Focaldata,2026-06-30,rv,1795.0,False,,a,0.4894258733760628,-2.1148253247874322,B/C,False
gen202foc8381e6bc,education,focaldata_hs_or_less,43.33098272158902,37.49880207291293,657.0,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True,a,Focaldata,2026-06-30,rv,1795.0,False,,a,0.5360769279758913,7.215385595178276,B/C,False
gen202foc8381e6bc,education,focaldata_some_college_or_associate,48.28895337447272,39.80200514651502,694.0,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True,a,Focaldata,2026-06-30,rv,1795.0,False,,a,0.5481715057393528,9.63430114787056,B/C,False
gen202foc8381e6bc,education,focaldata_bachelors,54.13692123282311,36.636087635406405,446.0,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True,a,Focaldata,2026-06-30,rv,1795.0,False,,a,0.5963988845121448,19.279776902428964,B/C,False
gen202foc8381e6bc,education,focaldata_postgrad,43.0546532771461,46.23932504331355,219.0,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True,a,Focaldata,2026-06-30,rv,1795.0,False,,a,0.4821674886365896,-3.5665022726820865,B/C,False
gen202foc8381e6bc,overall,all,47.19478408917163,39.1092448731994,2016.0,https://landing.focaldata.com/hubfs/Marketing%20content/Focaldata_US_Midterms_Poll_July_2026.xlsx,House generic ballot by BANNER,focaldata_xlsx_weighted_count_adapter_v1,True,a,Focaldata,2026-06-30,rv,1795.0,False,,a,0.5468433473685078,9.368669473701559,B/C,False
gen202youdb34af58,overall,all,41.0,35.0,1603.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True,a,YouGov,2026-06-01,a,1603.0,False,,a,0.5394736842105263,7.89473684210526,B,False
gen202youdb34af58,race,white,35.0,43.0,1080.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True,a,YouGov,2026-06-01,a,1603.0,False,,a,0.44871794871794873,-10.256410256410248,B,False
gen202youdb34af58,race,black,65.0,8.0,200.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True,a,YouGov,2026-06-01,a,1603.0,False,,a,0.8904109589041096,78.08219178082192,B,False
gen202youdb34af58,race,hispanic,48.0,26.0,209.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True,a,YouGov,2026-06-01,a,1603.0,False,,a,0.6486486486486487,29.72972972972974,B,False
gen202youdb34af58,education,yougov_no_degree,37.0,35.0,1001.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True,a,YouGov,2026-06-01,a,1603.0,False,,a,0.5138888888888888,2.7777777777777715,B,False
gen202youdb34af58,education,yougov_college_grad,47.0,34.0,602.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf#page=58,PDF page 58: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True,a,YouGov,2026-06-01,a,1603.0,False,,a,0.5802469135802469,16.049382716049394,B,False
gen202youb0c541de,overall,all,38.0,34.0,1570.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32,PDF page 32: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True,a,YouGov,2026-05-04,a,1570.0,False,,a,0.5277777777777778,5.555555555555557,B,False
gen202youb0c541de,race,white,33.0,40.0,1014.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32,PDF page 32: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True,a,YouGov,2026-05-04,a,1570.0,False,,a,0.4520547945205479,-9.589041095890423,B,False
gen202youb0c541de,race,black,62.0,6.0,214.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32,PDF page 32: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True,a,YouGov,2026-05-04,a,1570.0,False,,a,0.9117647058823529,82.35294117647058,B,False
gen202youb0c541de,race,hispanic,38.0,36.0,239.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32,PDF page 32: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True,a,YouGov,2026-05-04,a,1570.0,False,,a,0.5135135135135135,2.7027027027026946,B,False
gen202youb0c541de,education,yougov_no_degree,31.0,36.0,1056.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32,PDF page 32: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True,a,YouGov,2026-05-04,a,1570.0,False,,a,0.4626865671641791,-7.462686567164184,B,False
gen202youb0c541de,education,yougov_college_grad,50.0,30.0,514.0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Zi1MEwp.pdf#page=32,PDF page 32: Generic Congressional Vote,yougov_pdf_text_banner_adapter_v1,True,a,YouGov,2026-05-04,a,1570.0,False,,a,0.625,25.0,B,False
