bill_id,session_id,session_year,session_name,bill_number,title,description,status,status_date,url,state_link,source_archive,source_member,issue_code,issue_codes,yea_direction,classification_reason,classification_status
1006188,1254,2017,Regular Session 2017,HR286,"Austin, Gilbert Clayton, death mourned","Austin, Gilbert Clayton, death mourned",4,2017-04-13,https://legiscan.com/AL/bill/HR286/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR286&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR286.json,,,,no ideological topic detected,unclassified
1006130,1254,2017,Regular Session 2017,HR287,"Sewell, Andrew Anthony, death mourned","Sewell, Andrew Anthony, death mourned",4,2017-04-13,https://legiscan.com/AL/bill/HR287/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR287&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR287.json,,,,no ideological topic detected,unclassified
1006635,1254,2017,Regular Session 2017,HR288,"House of Representatives, Consent Calendar","House of Representatives, Consent Calendar",2,2017-04-18,https://legiscan.com/AL/bill/HR288/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR288&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR288.json,,,,no ideological topic detected,unclassified
1006628,1254,2017,Regular Session 2017,HR289,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2017-04-18,https://legiscan.com/AL/bill/HR289/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR289&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR289.json,,,,no ideological topic detected,unclassified
949108,1254,2017,Regular Session 2017,HR29,"Moore, Ernest George, Jr., death mourned","Moore, Ernest George, Jr., death mourned",4,2017-02-07,https://legiscan.com/AL/bill/HR29/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR29&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR29.json,,,,no ideological topic detected,unclassified
1006692,1254,2017,Regular Session 2017,HR290,"Omega Psi Phi Fraternity, Incorporated Day, April 18, 2017, recognized","Omega Psi Phi Fraternity, Incorporated Day, April 18, 2017, recognized",4,2017-04-18,https://legiscan.com/AL/bill/HR290/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR290&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR290.json,,,,no ideological topic detected,unclassified
1006749,1254,2017,Regular Session 2017,HR291,"Carter, Wytasha; Russell, Wallace; Deane, Shaun; Lucas, Thomas; Swinney, John; Tolliver, Marlon; Moore, Stephen; Wesley, Frederick; Alexander, Frank; Slaughter, Vonric; and Irwin, Paul, nominees for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended","Carter, Wytasha; Russell, Wallace; Deane, Shaun; Lucas, Thomas; Swinney, John; Tolliver, Marlon; Moore, Stephen; Wesley, Frederick; Alexander, Frank; Slaughter, Vonric; and Irwin, Paul, nominees for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR291/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR291&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR291.json,,,,no ideological topic detected,unclassified
1006850,1254,2017,Regular Session 2017,HR292,"Traylor, Thomas C., nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended","Traylor, Thomas C., nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR292/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR292&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR292.json,,,,no ideological topic detected,unclassified
1006816,1254,2017,Regular Session 2017,HR293,"Bosarge, Richard Daryl, Jr., nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended","Bosarge, Richard Daryl, Jr., nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR293/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR293&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR293.json,,,,no ideological topic detected,unclassified
1006785,1254,2017,Regular Session 2017,HR294,"Studyvin, Kevin, nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended","Studyvin, Kevin, nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR294/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR294&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR294.json,,,,no ideological topic detected,unclassified
1006838,1254,2017,Regular Session 2017,HR295,"Livingston, Miles; Hall, Byron; Jackson, Timothy; Southwood, Cody; Harris, John; and Lieutenant Ward, nominees for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended","Livingston, Miles; Hall, Byron; Jackson, Timothy; Southwood, Cody; Harris, John; and Lieutenant Ward, nominees for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR295/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR295&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR295.json,,,,no ideological topic detected,unclassified
1006751,1254,2017,Regular Session 2017,HR296,"Bryant, Tony, nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended","Bryant, Tony, nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR296/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR296&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR296.json,,,,no ideological topic detected,unclassified
1006811,1254,2017,Regular Session 2017,HR297,"Autery, Robbie, nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended","Autery, Robbie, nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR297/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR297&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR297.json,,,,no ideological topic detected,unclassified
1006781,1254,2017,Regular Session 2017,HR298,"Sarvaunt, Corey and Mitchell, Jonathan, nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended","Sarvaunt, Corey and Mitchell, Jonathan, nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR298/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR298&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR298.json,,,,no ideological topic detected,unclassified
1006774,1254,2017,Regular Session 2017,HR299,"Tutten, Zack, recipient of the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended","Tutten, Zack, recipient of the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR299/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR299&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR299.json,,,,no ideological topic detected,unclassified
954339,1254,2017,Regular Session 2017,HR30,"House of Representatives, House rules amended","House of Representatives, House rules amended",1,2017-02-09,https://legiscan.com/AL/bill/HR30/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR30&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR30.json,,,,no ideological topic detected,unclassified
1006789,1254,2017,Regular Session 2017,HR300,"Corporal Toliver and Officer Leonard, nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended","Corporal Toliver and Officer Leonard, nominee for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR300/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR300&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR300.json,,,,no ideological topic detected,unclassified
1006800,1254,2017,Regular Session 2017,HR301,"Toland, Larry; Davis, Zackary; Sanders, Pat; and Adams, Clarence, nominees for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended","Toland, Larry; Davis, Zackary; Sanders, Pat; and Adams, Clarence, nominees for the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR301/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR301&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR301.json,,,,no ideological topic detected,unclassified
1006831,1254,2017,Regular Session 2017,HR302,"Jones, Ella Bertha Joseph Bowman, dedicated service, commended","Jones, Ella Bertha Joseph Bowman, dedicated service, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR302/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR302&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR302.json,,,,no ideological topic detected,unclassified
955472,1254,2017,Regular Session 2017,HR31,"Smith, Robert Joseph, death mourned","Smith, Robert Joseph, death mourned",4,2017-02-09,https://legiscan.com/AL/bill/HR31/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR31&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR31.json,,,,no ideological topic detected,unclassified
1006808,1254,2017,Regular Session 2017,HR315,"Tutten, Zack, recipient of the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended","Tutten, Zack, recipient of the 2017 Alabama Legislative Medal of Honor for Law Enforcement, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR315/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR315&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR315.json,,,,no ideological topic detected,unclassified
1006879,1254,2017,Regular Session 2017,HR319,"Leonardo DRS, selecting Tuskegee, commended","Leonardo DRS, selecting Tuskegee, commended",4,2017-04-18,https://legiscan.com/AL/bill/HR319/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR319&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR319.json,,,,no ideological topic detected,unclassified
956127,1254,2017,Regular Session 2017,HR32,"Conley, Dennis A., death mourned","Conley, Dennis A., death mourned",4,2017-02-09,https://legiscan.com/AL/bill/HR32/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR32&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR32.json,,,,no ideological topic detected,unclassified
1006867,1254,2017,Regular Session 2017,HR320,"Jenrette, Albert W., death mourned","Jenrette, Albert W., death mourned",4,2017-04-18,https://legiscan.com/AL/bill/HR320/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR320&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR320.json,,,,no ideological topic detected,unclassified
1006871,1254,2017,Regular Session 2017,HR321,"Energy Day, April 19, 2017, recognized","Energy Day, April 19, 2017, recognized",2,2017-04-18,https://legiscan.com/AL/bill/HR321/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR321&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR321.json,,,,no ideological topic detected,unclassified
1007227,1254,2017,Regular Session 2017,HR324,"House of Representatives, House rules amended","House of Representatives, House rules amended",1,2017-04-20,https://legiscan.com/AL/bill/HR324/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR324&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR324.json,,,,no ideological topic detected,unclassified
1007169,1254,2017,Regular Session 2017,HR325,"Mason, Rebekah, condeming activities of","Mason, Rebekah, condeming activities of",1,2017-04-20,https://legiscan.com/AL/bill/HR325/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR325&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR325.json,,,,no ideological topic detected,unclassified
1007349,1254,2017,Regular Session 2017,HR326,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2017-04-20,https://legiscan.com/AL/bill/HR326/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR326&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR326.json,,,,no ideological topic detected,unclassified
1007365,1254,2017,Regular Session 2017,HR328,"Thomas, Eddie Walden, dedicated service, commended","Thomas, Eddie Walden, dedicated service, commended",4,2017-04-20,https://legiscan.com/AL/bill/HR328/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR328&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR328.json,,,,no ideological topic detected,unclassified
1007420,1254,2017,Regular Session 2017,HR329,"Adams, David Alfred, death mourned","Adams, David Alfred, death mourned",4,2017-04-20,https://legiscan.com/AL/bill/HR329/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR329&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR329.json,,,,no ideological topic detected,unclassified
955386,1254,2017,Regular Session 2017,HR33,"Cofield, Harbert L., death mourned","Cofield, Harbert L., death mourned",4,2017-02-09,https://legiscan.com/AL/bill/HR33/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR33&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR33.json,,,,no ideological topic detected,unclassified
1007323,1254,2017,Regular Session 2017,HR331,"Greer, Margaret, commended","Greer, Margaret, commended",4,2017-04-20,https://legiscan.com/AL/bill/HR331/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR331&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR331.json,,,,no ideological topic detected,unclassified
1007295,1254,2017,Regular Session 2017,HR332,"Henry, Robert Edward, death mourned","Henry, Robert Edward, death mourned",4,2017-04-20,https://legiscan.com/AL/bill/HR332/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR332&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR332.json,,,,no ideological topic detected,unclassified
1007501,1254,2017,Regular Session 2017,HR334,"Strange, Nora Edith, death mourned","Strange, Nora Edith, death mourned",4,2017-04-20,https://legiscan.com/AL/bill/HR334/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR334&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR334.json,,,,no ideological topic detected,unclassified
1007514,1254,2017,Regular Session 2017,HR335,"Merrill, Horace Sellers, death mourned","Merrill, Horace Sellers, death mourned",4,2017-04-20,https://legiscan.com/AL/bill/HR335/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR335&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR335.json,,,,no ideological topic detected,unclassified
1007473,1254,2017,Regular Session 2017,HR336,"Farricker, Mckenzie Faith, death mourned","Farricker, Mckenzie Faith, death mourned",4,2017-04-20,https://legiscan.com/AL/bill/HR336/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR336&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR336.json,,,,no ideological topic detected,unclassified
1007507,1254,2017,Regular Session 2017,HR337,"Thompson, Vera M., death mourned","Thompson, Vera M., death mourned",4,2017-04-20,https://legiscan.com/AL/bill/HR337/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR337&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR337.json,,,,no ideological topic detected,unclassified
956243,1254,2017,Regular Session 2017,HR34,"Garrett, Fred Lawson, death mourned","Garrett, Fred Lawson, death mourned",4,2017-02-09,https://legiscan.com/AL/bill/HR34/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR34&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR34.json,,,,no ideological topic detected,unclassified
1008351,1254,2017,Regular Session 2017,HR340,"House of Representatives, Consent Calendar","House of Representatives, Consent Calendar",2,2017-04-25,https://legiscan.com/AL/bill/HR340/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR340&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR340.json,,,,no ideological topic detected,unclassified
1008261,1254,2017,Regular Session 2017,HR341,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2017-04-25,https://legiscan.com/AL/bill/HR341/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR341&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR341.json,,,,no ideological topic detected,unclassified
1008317,1254,2017,Regular Session 2017,HR343,"Mae C. Jemison High School, commended","Mae C. Jemison High School, commended",4,2017-04-25,https://legiscan.com/AL/bill/HR343/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR343&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR343.json,,,,no ideological topic detected,unclassified
1008453,1254,2017,Regular Session 2017,HR344,"Parker, Jesse L., 80th birthday, commended","Parker, Jesse L., 80th birthday, commended",4,2017-04-25,https://legiscan.com/AL/bill/HR344/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR344&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR344.json,,,,no ideological topic detected,unclassified
1008429,1254,2017,Regular Session 2017,HR345,"Brown, W. Robert,, community service, commended","Brown, W. Robert,, community service, commended",4,2017-04-25,https://legiscan.com/AL/bill/HR345/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR345&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR345.json,,,,no ideological topic detected,unclassified
1008434,1254,2017,Regular Session 2017,HR346,"Troy University, Men's Basketball, 2017 Sunbelt Conference Champions, Commending","Troy University, Men's Basketball, 2017 Sunbelt Conference Champions, Commending",4,2017-04-25,https://legiscan.com/AL/bill/HR346/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR346&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR346.json,,,,no ideological topic detected,unclassified
1008507,1254,2017,Regular Session 2017,HR347,"Troy University, Women's Basketball Team, 2017 Sun Belt Conference Champions, Commended","Troy University, Women's Basketball Team, 2017 Sun Belt Conference Champions, Commended",4,2017-04-25,https://legiscan.com/AL/bill/HR347/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR347&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR347.json,,,,no ideological topic detected,unclassified
1008471,1254,2017,Regular Session 2017,HR348,"Landis, Sharon, professional achievement, commended","Landis, Sharon, professional achievement, commended",4,2017-04-25,https://legiscan.com/AL/bill/HR348/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR348&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR348.json,,,,no ideological topic detected,unclassified
1008491,1254,2017,Regular Session 2017,HR349,"Acuff, Lennie, commended","Acuff, Lennie, commended",4,2017-04-25,https://legiscan.com/AL/bill/HR349/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR349&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR349.json,,,,no ideological topic detected,unclassified
1008449,1254,2017,Regular Session 2017,HR350,"Doss, Jack, commended","Doss, Jack, commended",4,2017-04-25,https://legiscan.com/AL/bill/HR350/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR350&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR350.json,,,,no ideological topic detected,unclassified
1008475,1254,2017,Regular Session 2017,HR351,"McGhee, Norvie Lee, Jr., death mourned","McGhee, Norvie Lee, Jr., death mourned",4,2017-04-25,https://legiscan.com/AL/bill/HR351/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR351&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR351.json,,,,no ideological topic detected,unclassified
1008442,1254,2017,Regular Session 2017,HR352,"Orum, Bertram K., commended","Orum, Bertram K., commended",4,2017-04-25,https://legiscan.com/AL/bill/HR352/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR352&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR352.json,,,,no ideological topic detected,unclassified
1008462,1254,2017,Regular Session 2017,HR353,"Jackson, Kevin D'Andre, death mourned","Jackson, Kevin D'Andre, death mourned",4,2017-04-25,https://legiscan.com/AL/bill/HR353/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR353&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR353.json,,,,no ideological topic detected,unclassified
1008494,1254,2017,Regular Session 2017,HR354,"Cunningham, Earl Caesar, Sr., death mourned","Cunningham, Earl Caesar, Sr., death mourned",4,2017-04-25,https://legiscan.com/AL/bill/HR354/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR354&WIN_TYPE=SELECTED_STATUS,AL_2017-2017_Regular_Session_JSON_20170519_a6e8167b88b79bd5122564de30d42fb2.zip,AL/2017-2017_Regular_Session/bill/HR354.json,,,,no ideological topic detected,unclassified
