source_file_id,parser_name,input_candidate_rows,output_candidate_rows,input_votes,output_votes,vote_delta,reconciliation_status,note
SRC-C332BDD54EC2E19ED6FC,louisiana_by_precinct_csv,56,2,14724,14724,0,exact,
SRC-C513B35D2FB090C33620,louisiana_by_precinct_csv,142,2,25234,25234,0,exact,
SRC-C5E1A121AD00D90EFF98,louisiana_by_precinct_csv,124,4,8861,8861,0,exact,
SRC-C6080D8862CDAD5B4ED1,louisiana_by_precinct_csv,148,2,14310,14310,0,exact,
SRC-C9B46A79DDFC315B6882,louisiana_by_precinct_csv,123,3,12221,12221,0,exact,
SRC-CAF7700E74CFDD4E4F63,louisiana_by_precinct_csv,66,2,6341,6341,0,exact,
SRC-CB9AD78363917CFC6A4B,louisiana_by_precinct_csv,84,3,12239,12239,0,exact,
SRC-CC9DA44E64020B65248E,louisiana_by_precinct_csv,116,4,8849,8849,0,exact,
SRC-D28C94E2718FC06CAB84,louisiana_by_precinct_csv,68,2,3818,3818,0,exact,
SRC-D7C32E86EF8F9EA38D5C,louisiana_by_precinct_csv,184,2,32487,32487,0,exact,
SRC-DAA28DCE32BD20C981E1,louisiana_by_precinct_csv,100,2,14201,14201,0,exact,
SRC-DC044C55580D41C20210,louisiana_by_precinct_csv,80,2,13477,13477,0,exact,
SRC-DF251CACEF0E0F4DB2EB,louisiana_by_precinct_csv,218,2,30596,30596,0,exact,
SRC-E0868472D3972F465438,louisiana_by_precinct_csv,364,2,34182,34182,0,exact,
SRC-E152AB84C978C834E2BB,louisiana_by_precinct_csv,72,2,13290,13290,0,exact,
SRC-E33A8F2DA8AAF91C2D63,louisiana_by_precinct_csv,140,2,13584,13584,0,exact,
SRC-E66AB516F12EE0258E3D,louisiana_by_precinct_csv,46,2,13501,13501,0,exact,
SRC-E8F17F13B3C1FE56F359,louisiana_by_precinct_csv,144,2,34206,34206,0,exact,
SRC-EAE7F504400511E31F16,louisiana_by_precinct_csv,417,3,40041,40041,0,exact,
SRC-EB0A2734F1129A1EA704,louisiana_by_precinct_csv,106,2,12852,12852,0,exact,
SRC-EB27BD9424673CAA12AC,louisiana_by_precinct_csv,238,7,5356,5356,0,exact,
SRC-EC8778D7CA462B9E8876,louisiana_by_precinct_csv,72,2,14350,14350,0,exact,
SRC-ECE93BB550C741504889,louisiana_by_precinct_csv,64,2,7503,7503,0,exact,
SRC-EE89AB0AD868C5FE58C7,louisiana_by_precinct_csv,190,5,10853,10853,0,exact,
SRC-EF90002FC9AAAA2F724D,louisiana_by_precinct_csv,170,2,14039,14039,0,exact,
SRC-F442D16915F4A6EB01A9,louisiana_by_precinct_csv,300,4,25057,25057,0,exact,
SRC-F53711C35F401B146271,louisiana_by_precinct_csv,166,2,38889,38889,0,exact,
SRC-F7361B04620A31A9F61B,louisiana_by_precinct_csv,146,2,14345,14345,0,exact,
SRC-F7D1BF0BFE08DAE20E02,louisiana_by_precinct_csv,76,2,8978,8978,0,exact,
SRC-F818D6A7BC984F264181,louisiana_by_precinct_csv,225,5,16096,16096,0,exact,
SRC-F8246DEE131B77842785,louisiana_by_precinct_csv,126,2,10438,10438,0,exact,
SRC-FA3D13B2610DDF8A01EA,louisiana_by_precinct_csv,238,7,5733,5733,0,exact,
SRC-FA6897A05148314B1721,louisiana_by_precinct_csv,150,2,19445,19445,0,exact,
SRC-FE92E55E76A20234D37D,louisiana_by_precinct_csv,56,2,8598,8598,0,exact,
SRC-FEE765231FB5FF759637,louisiana_by_precinct_csv,134,2,15090,15090,0,exact,
SRC-00481F9065EAAE7E98EB,louisiana_by_precinct_csv,170,5,14900,14900,0,exact,
SRC-0279BED42159CEDAC8FD,louisiana_by_precinct_csv,210,6,9086,9086,0,exact,
SRC-039B0E20A9BC1EFCA460,louisiana_by_precinct_csv,172,4,13079,13079,0,exact,
SRC-03EEC6031EAA3CCB6842,louisiana_by_precinct_csv,100,2,16253,16253,0,exact,
SRC-045497858E2ADFA358F0,louisiana_by_precinct_csv,160,2,13429,13429,0,exact,
SRC-060F38357BF8576DF6BA,louisiana_by_precinct_csv,64,2,10455,10455,0,exact,
SRC-078051F7B2C0EC38E15A,louisiana_by_precinct_csv,150,2,25440,25440,0,exact,
SRC-07A933C0CB09FF8BD715,louisiana_by_precinct_csv,129,3,8718,8718,0,exact,
SRC-07B8332F21213882F600,louisiana_by_precinct_csv,400,5,14533,14533,0,exact,
SRC-0DFD25DA1445C94E5958,louisiana_by_precinct_csv,152,2,32074,32074,0,exact,
SRC-140870B2D3FF31C2E9BD,louisiana_by_precinct_csv,56,2,13025,13025,0,exact,
SRC-14E66BE0A82C20F3BF74,louisiana_by_precinct_csv,222,2,46858,46858,0,exact,
SRC-18063C111004AD57F3B6,louisiana_by_precinct_csv,114,2,28797,28797,0,exact,
SRC-180DEE8D7A3E81F13DEB,louisiana_by_precinct_csv,86,2,13525,13525,0,exact,
SRC-19D8D52E6A8E4572F80F,louisiana_by_precinct_csv,62,2,13833,13833,0,exact,
SRC-1F0F8738DFD7599AF65F,louisiana_by_precinct_csv,273,7,16064,16064,0,exact,
SRC-202CBBAE124D9DED09CE,louisiana_by_precinct_csv,140,4,14753,14753,0,exact,
SRC-20C8F4D85511AE5FF9C5,louisiana_by_precinct_csv,234,2,37757,37757,0,exact,
SRC-2146FDF770EA62AEFEA2,louisiana_by_precinct_csv,328,8,8976,8976,0,exact,
SRC-2160DE796C37D4492EAA,louisiana_by_precinct_csv,80,2,9499,9499,0,exact,
SRC-217D0BB0AEABA3391897,louisiana_by_precinct_csv,342,3,26616,26616,0,exact,
SRC-244E4129E8EBCE8C5887,louisiana_by_precinct_csv,130,2,29492,29492,0,exact,
SRC-251BAF28C1551229B644,louisiana_by_precinct_csv,76,2,8091,8091,0,exact,
SRC-25A17799758C9C3BF4D8,louisiana_by_precinct_csv,228,3,25211,25211,0,exact,
SRC-2B00F69B5F56FADDC3D7,louisiana_by_precinct_csv,155,5,12578,12578,0,exact,
SRC-2BAB1507A30E1D6185C7,louisiana_by_precinct_csv,375,5,23669,23669,0,exact,
SRC-34DC93096A44310E562A,louisiana_by_precinct_csv,70,2,10404,10404,0,exact,
SRC-3593A97D25D462EFEB87,louisiana_by_precinct_csv,86,2,10164,10164,0,exact,
SRC-36668D26A6C7669ECABA,louisiana_by_precinct_csv,324,3,25266,25266,0,exact,
SRC-38BAF34E6C3790FF5D96,louisiana_by_precinct_csv,255,3,14215,14215,0,exact,
SRC-38E647946B7B3737159C,louisiana_by_precinct_csv,72,2,14653,14653,0,exact,
SRC-39D6971B8E7FB06A7072,louisiana_by_precinct_csv,52,2,12539,12539,0,exact,
SRC-4246402ABBDBEEAF2D37,louisiana_by_precinct_csv,438,3,45256,45256,0,exact,
SRC-42B916BB56B1AEE0D182,louisiana_by_precinct_csv,924,7,40256,40256,0,exact,
SRC-42D7DB49B29F581755ED,louisiana_by_precinct_csv,114,2,17455,17455,0,exact,
SRC-456730730DF11FCD2EA7,louisiana_by_precinct_csv,185,5,13174,13174,0,exact,
SRC-4819091EA18F2DE1BBAC,louisiana_by_precinct_csv,177,3,18101,18101,0,exact,
SRC-489E7AB84F5C5A0296D0,louisiana_by_precinct_csv,200,2,32587,32587,0,exact,
SRC-4A392CC3C4304B8191FD,louisiana_by_precinct_csv,50,2,10060,10060,0,exact,
SRC-4D61A678712C4805071C,louisiana_by_precinct_csv,99,3,10546,10546,0,exact,
SRC-4ED3BE3A6C93A24F5D9C,louisiana_by_precinct_csv,88,2,12412,12412,0,exact,
SRC-52C125B1C3F5D70EEED6,louisiana_by_precinct_csv,194,2,44437,44437,0,exact,
SRC-5392DA73257D425A7730,louisiana_by_precinct_csv,48,2,8017,8017,0,exact,
SRC-53C642780C87E9D91D59,louisiana_by_precinct_csv,46,2,10180,10180,0,exact,
SRC-55D4AEC4C19C6152A723,louisiana_by_precinct_csv,96,3,14317,14317,0,exact,
SRC-566E09248F32BFEB25F1,louisiana_by_precinct_csv,118,2,17930,17930,0,exact,
SRC-59E1C84BAA190371E59C,louisiana_by_precinct_csv,230,2,33453,33453,0,exact,
SRC-60641013B4AD73AD7A0B,louisiana_by_precinct_csv,178,2,30858,30858,0,exact,
SRC-60B8C9FF25B01DB8CA1D,louisiana_by_precinct_csv,150,2,24800,24800,0,exact,
SRC-6734EED7F2381B138B34,louisiana_by_precinct_csv,194,2,34286,34286,0,exact,
SRC-6E149240CA329AE93F5D,louisiana_by_precinct_csv,304,4,25081,25081,0,exact,
SRC-710C96EBC279ABDC5D34,louisiana_by_precinct_csv,54,2,9469,9469,0,exact,
SRC-715C19BE7CF4F6EF8290,louisiana_by_precinct_csv,99,3,12277,12277,0,exact,
SRC-7387F4DD0F155B4A6B36,louisiana_by_precinct_csv,44,2,14506,14506,0,exact,
SRC-74408DA94CDAE80D2476,louisiana_by_precinct_csv,78,3,10720,10720,0,exact,
SRC-74DF5DD124BA2B570F7F,louisiana_by_precinct_csv,320,8,8447,8447,0,exact,
SRC-7C3077FC2E19F08822BC,louisiana_by_precinct_csv,152,2,30083,30083,0,exact,
SRC-8074826A99FFF997846E,louisiana_by_precinct_csv,90,2,11888,11888,0,exact,
SRC-81B06EC0F253DC4F3E1D,louisiana_by_precinct_csv,68,2,8849,8849,0,exact,
SRC-82967BD668EEB6CFC1CE,louisiana_by_precinct_csv,166,2,14508,14508,0,exact,
SRC-8482222636FDF90593D7,louisiana_by_precinct_csv,104,2,16966,16966,0,exact,
SRC-84E59CDBD59A0FCB0858,louisiana_by_precinct_csv,128,4,14873,14873,0,exact,
SRC-89D10D97BFDDF42977E5,louisiana_by_precinct_csv,87,3,14001,14001,0,exact,
SRC-8EFC2BE8847500F92877,louisiana_by_precinct_csv,378,7,13598,13598,0,exact,
SRC-8F20F0B1693DD65147EC,louisiana_by_precinct_csv,62,2,13577,13577,0,exact,
SRC-928BC564E901D6534711,louisiana_by_precinct_csv,390,2,33968,33968,0,exact,
SRC-94ACA6DE86B52CFBF1DE,louisiana_by_precinct_csv,78,2,17646,17646,0,exact,
SRC-9CA8053F6172F9D38145,louisiana_by_precinct_csv,64,2,16627,16627,0,exact,
SRC-9FC78EBC596329344B86,louisiana_by_precinct_csv,66,2,10416,10416,0,exact,
SRC-A2E47FA475640D022312,louisiana_by_precinct_csv,48,2,7325,7325,0,exact,
SRC-A56187954C2B63D56829,louisiana_by_precinct_csv,208,2,20142,20142,0,exact,
SRC-A9A633C892DF9162C072,louisiana_by_precinct_csv,64,2,16349,16349,0,exact,
SRC-AB1CB44C4FC2D6FC5DE4,louisiana_by_precinct_csv,68,2,15273,15273,0,exact,
SRC-AB842797C3A9F8166D4F,louisiana_by_precinct_csv,54,2,6594,6594,0,exact,
SRC-B32BFAFCA07EB52D1F68,louisiana_by_precinct_csv,96,3,15533,15533,0,exact,
SRC-B3B79C8133360DDB0125,louisiana_by_precinct_csv,408,4,29658,29658,0,exact,
SRC-B5F55D44EAFB23BB23E6,louisiana_by_precinct_csv,56,2,7528,7528,0,exact,
SRC-B9869756A1F0F683D259,louisiana_by_precinct_csv,62,2,8274,8274,0,exact,
SRC-BB83C745C05E6CBC5A46,louisiana_by_precinct_csv,186,2,25972,25972,0,exact,
SRC-BCDB4D74E68C5EC34686,louisiana_by_precinct_csv,180,2,12045,12045,0,exact,
SRC-BD1E6EB802C809E38E1B,louisiana_by_precinct_csv,60,2,11371,11371,0,exact,
SRC-C0D9A999D2D659924FE5,louisiana_by_precinct_csv,100,2,11906,11906,0,exact,
SRC-C20A90F7BC9D5218CAB5,louisiana_by_precinct_csv,72,3,11894,11894,0,exact,
SRC-C3747FCF6695DFE91D72,louisiana_by_precinct_csv,58,2,12811,12811,0,exact,
SRC-C7A45476A483FB5A2B7F,louisiana_by_precinct_csv,318,3,33668,33668,0,exact,
SRC-CFE46B0474B3C8B0533F,louisiana_by_precinct_csv,108,2,14286,14286,0,exact,
SRC-D120F33DC9E8D04C4715,louisiana_by_precinct_csv,72,2,11591,11591,0,exact,
SRC-D2893EF94908E09E4E53,louisiana_by_precinct_csv,196,2,13750,13750,0,exact,
SRC-D2EB492FF694A127D7C7,louisiana_by_precinct_csv,56,2,14407,14407,0,exact,
SRC-D4DA5B0D471B01E9E285,louisiana_by_precinct_csv,108,3,15829,15829,0,exact,
SRC-D4E24ABE4300C2F73642,louisiana_by_precinct_csv,94,2,10375,10375,0,exact,
SRC-D5A2BAEA8C5023B3EB68,louisiana_by_precinct_csv,243,3,40668,40668,0,exact,
SRC-DE7B0A17B67EAE6CCC9E,louisiana_by_precinct_csv,94,2,12234,12234,0,exact,
SRC-DFA8EF61101C27537C68,louisiana_by_precinct_csv,162,2,41244,41244,0,exact,
SRC-E7141E7CF5E9CB402B64,louisiana_by_precinct_csv,474,3,27365,27365,0,exact,
SRC-E7C9FC6A1C99030EDE40,louisiana_by_precinct_csv,268,2,36186,36186,0,exact,
SRC-EDE0DE5C520BB6245F7D,louisiana_by_precinct_csv,666,6,45579,45579,0,exact,
SRC-EE5F1420B98D2CEBF36C,louisiana_by_precinct_csv,490,5,14666,14666,0,exact,
SRC-F0034040E5E17D83187A,louisiana_by_precinct_csv,110,2,14226,14226,0,exact,
SRC-F3252EC09C9110E2D7A6,louisiana_by_precinct_csv,78,2,11228,11228,0,exact,
SRC-F58EA3132796B6508339,louisiana_by_precinct_csv,80,2,6624,6624,0,exact,
SRC-F7D91F0436C85DA2210E,louisiana_by_precinct_csv,332,4,15074,15074,0,exact,
SRC-F81EE7B71BD322443CFC,louisiana_by_precinct_csv,120,2,13324,13324,0,exact,
SRC-FB6250F9B2CEF6403A2E,louisiana_by_precinct_csv,82,2,10505,10505,0,exact,
SRC-FC69F47CBACC116BD5AD,louisiana_by_precinct_csv,148,2,37003,37003,0,exact,
SRC-FCEFA8132CFD19F53DEE,louisiana_by_precinct_csv,60,2,11692,11692,0,exact,
SRC-FFBCDBA164EB5316AD25,louisiana_by_precinct_csv,98,2,13588,13588,0,exact,
SRC-0155BA767932B69203F7,louisiana_by_precinct_csv,78,2,10831,10831,0,exact,
SRC-0531A97BEA074BF2EE21,louisiana_by_precinct_csv,128,4,13972,13972,0,exact,
SRC-060FEC793F4CB5DAC650,louisiana_by_precinct_csv,134,2,7863,7863,0,exact,
SRC-0630F5A23EFE319C3CCE,louisiana_by_precinct_csv,138,3,11479,11479,0,exact,
SRC-07C76274E9985C01142A,louisiana_by_precinct_csv,63,3,8477,8477,0,exact,
SRC-07D7FB3C9B910B11D4F6,louisiana_by_precinct_csv,453,3,25938,25938,0,exact,
SRC-089B1208319A751B76EA,louisiana_by_precinct_csv,216,2,15788,15788,0,exact,
SRC-08CD12ECB0D43CE1DA40,louisiana_by_precinct_csv,48,2,6001,6001,0,exact,
SRC-0A47379E4E59452B97D2,louisiana_by_precinct_csv,234,6,16500,16500,0,exact,
SRC-0A951B0E0D5BEF95A100,louisiana_by_precinct_csv,62,2,7576,7576,0,exact,
SRC-0B25095ABC0CDC3FE5A0,louisiana_by_precinct_csv,228,3,11330,11330,0,exact,
SRC-0BD38B23E7423CFAB16A,louisiana_by_precinct_csv,244,4,13494,13494,0,exact,
SRC-0BE2A1283F969E33E594,louisiana_by_precinct_csv,172,4,11084,11084,0,exact,
SRC-0C606018C89FEFDC954A,louisiana_by_precinct_csv,265,5,14019,14019,0,exact,
SRC-0CAC390531B3346F9527,louisiana_by_precinct_csv,155,5,13862,13862,0,exact,
SRC-0D962D1A310705F90BDB,louisiana_by_precinct_csv,108,2,6685,6685,0,exact,
SRC-0F10A2062CA7A3A88B31,louisiana_by_precinct_csv,182,2,30212,30212,0,exact,
SRC-153DFDEFF1C131C08A79,louisiana_by_precinct_csv,365,5,26335,26335,0,exact,
SRC-159D4997D56BE6B5F1AE,louisiana_by_precinct_csv,184,4,14782,14782,0,exact,
SRC-15BB495AADD096F09EC8,louisiana_by_precinct_csv,236,4,13753,13753,0,exact,
SRC-1AB49362AE663BD797DE,louisiana_by_precinct_csv,52,2,5342,5342,0,exact,
SRC-1B1686434496BCED732B,louisiana_by_precinct_csv,201,3,12928,12928,0,exact,
SRC-1B3FFB7BD6D3C8A5870E,louisiana_by_precinct_csv,54,2,5146,5146,0,exact,
SRC-1F85B209F10720D3849F,louisiana_by_precinct_csv,304,8,6941,6941,0,exact,
SRC-211386A0C6170D06CE24,louisiana_by_precinct_csv,82,2,3178,3178,0,exact,
SRC-22A5AA498DB33BBE71EB,louisiana_by_precinct_csv,102,2,14271,14271,0,exact,
SRC-234433DD54EE0F8CACBB,louisiana_by_precinct_csv,160,2,17309,17309,0,exact,
SRC-257485630F50026A143F,louisiana_by_precinct_csv,68,2,8356,8356,0,exact,
SRC-271624BA367ECEF477BB,louisiana_by_precinct_csv,216,4,9171,9171,0,exact,
SRC-28EEB02866B038A0CF62,louisiana_by_precinct_csv,42,2,6698,6698,0,exact,
SRC-29B73CA10C61E5F1F209,louisiana_by_precinct_csv,513,3,38687,38687,0,exact,
SRC-2D9300267708D6CEFC85,louisiana_by_precinct_csv,74,2,14941,14941,0,exact,
SRC-2DDDF9776E669BA52FC1,louisiana_by_precinct_csv,44,2,9097,9097,0,exact,
SRC-2EBF582DAD2576D2B7D8,louisiana_by_precinct_csv,303,3,34970,34970,0,exact,
SRC-3096C1B790F4F4A0DA34,louisiana_by_precinct_csv,320,2,33580,33580,0,exact,
SRC-31306905D8383AB39EC3,louisiana_by_precinct_csv,198,2,31380,31380,0,exact,
SRC-35430031AE29F8A7BB74,louisiana_by_precinct_csv,99,3,14681,14681,0,exact,
SRC-38569C6BDEE8C65417AE,louisiana_by_precinct_csv,195,3,8184,8184,0,exact,
SRC-3A6746044B36F0848CCB,louisiana_by_precinct_csv,306,2,31672,31672,0,exact,
SRC-3DCF88DEE9AF49761BCD,louisiana_by_precinct_csv,132,4,8455,8455,0,exact,
SRC-45A7B76B07AC7958BDF0,louisiana_by_precinct_csv,284,2,45810,45810,0,exact,
SRC-482DBF406C89518FADED,louisiana_by_precinct_csv,459,3,39056,39056,0,exact,
SRC-4864E24C85D8BDE1987C,louisiana_by_precinct_csv,215,5,16496,16496,0,exact,
SRC-48D527AF246DFBF602B5,louisiana_by_precinct_csv,342,3,15214,15214,0,exact,
SRC-49649FA423745FEFDE56,louisiana_by_precinct_csv,70,2,8135,8135,0,exact,
SRC-4B8D7686FDFD499CDD8B,louisiana_by_precinct_csv,86,2,5060,5060,0,exact,
SRC-4FA20A40A6951F0038DA,louisiana_by_precinct_csv,50,2,10363,10363,0,exact,
SRC-531607E8C9DFCEDDF6F5,louisiana_by_precinct_csv,52,2,5475,5475,0,exact,
SRC-53688FC847B56F9D98A5,louisiana_by_precinct_csv,302,2,18103,18103,0,exact,
SRC-5643D38E699B223A5B55,louisiana_by_precinct_csv,80,2,4622,4622,0,exact,
SRC-5654852885C55D4CF8F6,louisiana_by_precinct_csv,130,2,28166,28166,0,exact,
SRC-57D8BFCE1806A5D39863,louisiana_by_precinct_csv,164,2,11901,11901,0,exact,
SRC-5BBC6E89890B9BCF62E6,louisiana_by_precinct_csv,301,7,6438,6438,0,exact,
SRC-5EF2E336865B251F229E,louisiana_by_precinct_csv,84,2,14128,14128,0,exact,
SRC-613D4DCF3519F82D4594,louisiana_by_precinct_csv,84,2,9423,9423,0,exact,
SRC-66FCAC80467A66457FCF,louisiana_by_precinct_csv,99,3,9664,9664,0,exact,
SRC-6829277AA68E732F175E,louisiana_by_precinct_csv,333,3,38251,38251,0,exact,
SRC-6D01FF86F46ACEC3A22E,louisiana_by_precinct_csv,87,3,6718,6718,0,exact,
SRC-6ED31ED33229D9630B98,louisiana_by_precinct_csv,60,2,12803,12803,0,exact,
SRC-6EE03C3514602401D239,louisiana_by_precinct_csv,122,2,7983,7983,0,exact,
SRC-70DF31CABCECB82FB7C9,louisiana_by_precinct_csv,93,3,7060,7060,0,exact,
SRC-710BF14EB8D373AB48EA,louisiana_by_precinct_csv,305,5,13409,13409,0,exact,
SRC-721224ABC532351580EE,louisiana_by_precinct_csv,64,2,14697,14697,0,exact,
SRC-725FEC64649140B8D9BD,louisiana_by_precinct_csv,78,2,13645,13645,0,exact,
SRC-7B8116AFD7647A2C5ED6,louisiana_by_precinct_csv,156,4,16674,16674,0,exact,
SRC-7CA5279D054143D48B30,louisiana_by_precinct_csv,86,2,7614,7614,0,exact,
SRC-7D9BDD19C0DE1E77DF50,louisiana_by_precinct_csv,320,4,23809,23809,0,exact,
SRC-81388659672E2085ADC9,louisiana_by_precinct_csv,136,4,12900,12900,0,exact,
SRC-85CF45CE382E9F2FF680,louisiana_by_precinct_csv,152,4,13673,13673,0,exact,
SRC-87809F0172E71BFA568B,louisiana_by_precinct_csv,146,2,12474,12474,0,exact,
SRC-889FCB95D9F015B6E48D,louisiana_by_precinct_csv,339,3,38398,38398,0,exact,
SRC-891B4A1FA93ADDF9B63B,louisiana_by_precinct_csv,246,3,16206,16206,0,exact,
SRC-8993DC99292C2FABDA7D,louisiana_by_precinct_csv,72,2,9847,9847,0,exact,
SRC-89D17F508865566B00A7,louisiana_by_precinct_csv,120,5,8426,8426,0,exact,
SRC-8A1F45760DB38663C157,louisiana_by_precinct_csv,44,2,5932,5932,0,exact,
SRC-8B165FA10D064B9DB0BA,louisiana_by_precinct_csv,90,2,14907,14907,0,exact,
SRC-8C4063819CC22291004D,louisiana_by_precinct_csv,138,3,15943,15943,0,exact,
SRC-8F64FAFDB9F3B453BAD2,louisiana_by_precinct_csv,138,2,15148,15148,0,exact,
SRC-904A7D3DC8308BBFC4AB,louisiana_by_precinct_csv,80,2,5216,5216,0,exact,
SRC-92EE990322CAF42070E6,louisiana_by_precinct_csv,128,4,11501,11501,0,exact,
SRC-95EC057BD7E90E829A01,louisiana_by_precinct_csv,130,5,13475,13475,0,exact,
SRC-9767229F7948F671EE20,louisiana_by_precinct_csv,124,4,11994,11994,0,exact,
SRC-9AA20BEA9720BD7140AD,louisiana_by_precinct_csv,50,2,13960,13960,0,exact,
SRC-9DF54700A5C380525F4B,louisiana_by_precinct_csv,346,2,38308,38308,0,exact,
SRC-9ECB77655013EDD0DD0C,louisiana_by_precinct_csv,124,4,14727,14727,0,exact,
SRC-9FBE7C16CC5DF02889C5,louisiana_by_precinct_csv,54,2,9320,9320,0,exact,
SRC-A05AD57607AD4AB102B9,louisiana_by_precinct_csv,74,2,11079,11079,0,exact,
SRC-A3BE14CD2971563536CA,louisiana_by_precinct_csv,99,3,10968,10968,0,exact,
SRC-A6E9FF268CCFA9331613,louisiana_by_precinct_csv,70,2,10208,10208,0,exact,
SRC-A8CF2B9E704F831E32F7,louisiana_by_precinct_csv,228,3,15342,15342,0,exact,
SRC-ABA8EC57F3B1952457B9,louisiana_by_precinct_csv,308,4,14324,14324,0,exact,
SRC-AE75C0F14D83666E2AEE,louisiana_by_precinct_csv,226,2,29184,29184,0,exact,
SRC-AFE7ACAF14AFD7EEEFF4,louisiana_by_precinct_csv,126,3,18373,18373,0,exact,
SRC-B052A0411FA0D2404495,louisiana_by_precinct_csv,120,5,13027,13027,0,exact,
SRC-B08883EF08C2121114C6,louisiana_by_precinct_csv,296,4,13586,13586,0,exact,
SRC-B113E2CD42952040D59B,louisiana_by_precinct_csv,78,3,8145,8145,0,exact,
SRC-B313F3CB21B8824CBC55,louisiana_by_precinct_csv,126,3,11729,11729,0,exact,
SRC-B45BC09806ACF1E44790,louisiana_by_precinct_csv,154,2,8231,8231,0,exact,
SRC-B4BAF9701FDBB5E9EE54,louisiana_by_precinct_csv,147,3,15098,15098,0,exact,
SRC-B68D30FAB531E9B10465,louisiana_by_precinct_csv,220,2,37111,37111,0,exact,
SRC-B7DA7230627543D86D17,louisiana_by_precinct_csv,184,2,29485,29485,0,exact,
SRC-B8B459A4125805095DE2,louisiana_by_precinct_csv,162,3,16568,16568,0,exact,
SRC-B8E0E3873D0036FFD3B7,louisiana_by_precinct_csv,192,2,20742,20742,0,exact,
SRC-B91A322EC95F7A795FD3,louisiana_by_precinct_csv,165,3,9001,9001,0,exact,
SRC-B9FA54905F147F5FAF3C,louisiana_by_precinct_csv,54,2,6151,6151,0,exact,
SRC-BA3AF16DF542ED673EDE,louisiana_by_precinct_csv,303,3,37528,37528,0,exact,
SRC-BAE58E806AD2362CB666,louisiana_by_precinct_csv,142,2,13430,13430,0,exact,
SRC-BC1E949E6C631E95246B,louisiana_by_precinct_csv,232,2,33375,33375,0,exact,
SRC-BC5FEBD2338E2B11C52A,louisiana_by_precinct_csv,160,5,9038,9038,0,exact,
SRC-BD1EBE455C946EA30CEB,louisiana_by_precinct_csv,210,7,9707,9707,0,exact,
SRC-BD5C86523A9A8F2B8E16,louisiana_by_precinct_csv,64,2,5388,5388,0,exact,
SRC-BE627645FD56F1786890,louisiana_by_precinct_csv,108,3,13478,13478,0,exact,
SRC-BFA70379DC47BF87AD37,louisiana_by_precinct_csv,84,2,12321,12321,0,exact,
SRC-C2F98C143CC93F75F41B,louisiana_by_precinct_csv,342,2,28439,28439,0,exact,
SRC-C4CAA2377659C1E02F94,louisiana_by_precinct_csv,288,3,34876,34876,0,exact,
SRC-C4D921CD7ADB083B9999,louisiana_by_precinct_csv,60,2,12063,12063,0,exact,
SRC-C773BEF7619CDD792FB7,louisiana_by_precinct_csv,114,2,26722,26722,0,exact,
SRC-C85B1DE49802C7008147,louisiana_by_precinct_csv,168,2,12358,12358,0,exact,
SRC-CD088C7BCA727EF13D0B,louisiana_by_precinct_csv,106,2,10366,10366,0,exact,
SRC-CD5DC98B9ACA936C8354,louisiana_by_precinct_csv,92,2,14078,14078,0,exact,
SRC-CECF53B1AE2D725231F0,louisiana_by_precinct_csv,152,2,8448,8448,0,exact,
SRC-D19FF292319A4F681036,louisiana_by_precinct_csv,92,2,7714,7714,0,exact,
SRC-D1A09DE90A2CB1CC8F35,louisiana_by_precinct_csv,58,2,5064,5064,0,exact,
SRC-D1C6C3DD93D04AC845A3,louisiana_by_precinct_csv,64,2,6853,6853,0,exact,
SRC-D2776CF38D615F61794A,louisiana_by_precinct_csv,105,3,13015,13015,0,exact,
SRC-D2E7EA89E0F745B27871,louisiana_by_precinct_csv,208,2,11719,11719,0,exact,
SRC-D4A53777B167827DF3CC,louisiana_by_precinct_csv,64,2,12976,12976,0,exact,
SRC-D85C898A886ADFAD3DE7,louisiana_by_precinct_csv,92,2,13267,13267,0,exact,
SRC-D878EF08A27FC8C45241,louisiana_by_precinct_csv,122,2,11829,11829,0,exact,
SRC-DA0160E572FDFD012472,louisiana_by_precinct_csv,144,6,6366,6366,0,exact,
SRC-DA1DAD11F09EE36B0B70,louisiana_by_precinct_csv,62,2,10325,10325,0,exact,
SRC-DC78A73B8C39B2C352A9,louisiana_by_precinct_csv,416,4,14257,14257,0,exact,
SRC-DD9A1282C08FC30DE98B,louisiana_by_precinct_csv,444,3,27722,27722,0,exact,
SRC-DDBFCB22A9593063CF84,louisiana_by_precinct_csv,105,3,15394,15394,0,exact,
SRC-DF6E1565BCA2FBF7CEE4,louisiana_by_precinct_csv,72,3,6952,6952,0,exact,
SRC-DFD1E2544E63B430B1E7,louisiana_by_precinct_csv,76,2,4952,4952,0,exact,
SRC-E12141FE5963800D8AFB,louisiana_by_precinct_csv,126,3,15046,15046,0,exact,
SRC-E14D841BAF7B8B000B67,louisiana_by_precinct_csv,60,2,5857,5857,0,exact,
SRC-E3207A5D4A4408D171DA,louisiana_by_precinct_csv,68,2,4051,4051,0,exact,
SRC-E7C66D339885D0206D6C,louisiana_by_precinct_csv,50,2,10527,10527,0,exact,
SRC-E805B84595B4420117E2,louisiana_by_precinct_csv,130,2,5956,5956,0,exact,
SRC-E91E333F86664F4FB8CB,louisiana_by_precinct_csv,72,3,13482,13482,0,exact,
SRC-E92FB22465EFEBE0245A,louisiana_by_precinct_csv,162,2,22436,22436,0,exact,
