old_node,new_node,old_year,new_year,county_key,old_precinct,new_precinct,name_score,turnout_score,code_exact,split_base_exact,composite_score,confidence,relationship,verification_status
1994|AUTAUGA|E. MEMORIAL BAPTIST CHURCH SD 1,1998|AUTAUGA|1010 EAST MEMORIAL BAPTIST CHURCH,1994,1998,AUTAUGA,E. MEMORIAL BAPTIST CHURCH SD 1,1010 EAST MEMORIAL BAPTIST CHURCH,89.28571428571429,97.97138662079944,0,0,81.92056387745819,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|AUTAUGA|CAMELLIA BAPTIST CHURCH SD2,1998|AUTAUGA|2040 CAMELLIA BAPTIST CHURCH,1994,1998,AUTAUGA,CAMELLIA BAPTIST CHURCH SD2,2040 CAMELLIA BAPTIST CHURCH,95.0,98.30058640392785,0,0,86.094105552707,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|AUTAUGA|PRATTMONT BAPTIST CHURCH SD2,1998|AUTAUGA|2060 PRATTMONT BAPTIST CHURCH,1994,1998,AUTAUGA,PRATTMONT BAPTIST CHURCH SD2,2060 PRATTMONT BAPTIST CHURCH,95.0,88.47794623972695,0,0,84.32603032315085,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|AUTAUGA|BOOTH POST OFFICE SD3,1998|AUTAUGA|3090 BOOTH POST OFFICE,1994,1998,AUTAUGA,BOOTH POST OFFICE SD3,3090 BOOTH POST OFFICE,95.0,96.2051768763367,0,0,85.71693183774059,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|AUTAUGA|WHITE CITY FIRE STATION SD3,1998|AUTAUGA|3110 WHITE CITY FIRE STATION,1994,1998,AUTAUGA,WHITE CITY FIRE STATION SD3,3110 WHITE CITY FIRE STATION,95.0,97.34615275733435,0,0,85.92230749632017,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|AUTAUGA|HAYNES COMMUNITY CTR SD3,1998|AUTAUGA|3120 HAYNES COMMUNITY CENTER,1994,1998,AUTAUGA,HAYNES COMMUNITY CTR SD3,3120 HAYNES COMMUNITY CENTER,95.0,93.25506957965544,0,0,85.18591252433797,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|AUTAUGA|JONES COMMUNITY CTR SD3,1998|AUTAUGA|3130 JONES COMMUNITY CENTER,1994,1998,AUTAUGA,JONES COMMUNITY CTR SD3,3130 JONES COMMUNITY CENTER,95.0,96.5118639782203,0,0,85.77213551607964,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|AUTAUGA|MARBURY COMMUNITY CTR SD4,1998|AUTAUGA|4160 MARBURY COMMUNITY CENTER,1994,1998,AUTAUGA,MARBURY COMMUNITY CTR SD4,4160 MARBURY COMMUNITY CENTER,95.0,96.05610527239206,0,0,85.69009894903056,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|AUTAUGA|COURTHOUSE SD5,1998|AUTAUGA|5180 COURTHOUSE,1994,1998,AUTAUGA,COURTHOUSE SD5,5180 COURTHOUSE,95.0,95.61472055105077,0,0,85.61064969918912,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|AUTAUGA|AUTAUGAVILLE TOWN HALL SD5,1998|AUTAUGA|5205 AUTAUGAVILLE TOWN HALL,1994,1998,AUTAUGA,AUTAUGAVILLE TOWN HALL SD5,5205 AUTAUGAVILLE TOWN HALL,95.0,91.36069847679695,0,0,84.84492572582344,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|AUTAUGA|MULBERRY-STATESVILLE SD5,1998|AUTAUGA|5250 MULBERRY STATESVILLE,1994,1998,AUTAUGA,MULBERRY-STATESVILLE SD5,5250 MULBERRY STATESVILLE,95.0,95.83394956617524,0,0,85.65011092191153,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FERGUSON STORE-LITTLE RIVER,1998|BALDWIN|0010 FERGUSTON STORE LITTLE RIVER,1994,1998,BALDWIN,FERGUSON STORE-LITTLE RIVER,0010 FERGUSTON STORE LITTLE RIVER,98.18181818181819,91.40815256700353,0,0,87.14437655296972,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|TENSAW-COMMUNITY CENTER,1998|BALDWIN|0020 TENSAW COMMUNITY CENTER,1994,1998,BALDWIN,TENSAW-COMMUNITY CENTER,0020 TENSAW COMMUNITY CENTER,100.0,32.95781096116479,0,1,85.93240597300966,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|VAUGHN COMMUNITY CENTER,1998|BALDWIN|0030 VAUGHN COMMUNITY CENTER,1994,1998,BALDWIN,VAUGHN COMMUNITY CENTER,0030 VAUGHN COMMUNITY CENTER,100.0,38.5898425169233,0,1,86.94617165304619,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|CROSSROADS SCHOOL,1998|BALDWIN|0040 CROSSROADS SCHOOL,1994,1998,BALDWIN,CROSSROADS SCHOOL,0040 CROSSROADS SCHOOL,100.0,95.3938944874925,0,1,97.17090100774865,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|ELLISVILLE COMMUNITY CENTER,1998|BALDWIN|0060 ELLISVILLE COMMUNITY CENTER,1994,1998,BALDWIN,ELLISVILLE COMMUNITY CENTER,0060 ELLISVILLE COMMUNITY CENTER,100.0,99.01376156333357,0,1,97.82247708140004,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|DAPHNE INTERMEDIATE SCHOOL,1998|BALDWIN|0070 DAPHNE INTERMEDIATE SCH. #1,1994,1998,BALDWIN,DAPHNE INTERMEDIATE SCHOOL,0070 DAPHNE INTERMEDIATE SCH. #1,100.0,32.449644315398956,0,1,85.84093597677182,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|DAPHNE INTERMEDIATE SCHOOL,1998|BALDWIN|0071 DAPHNE INTERMEDIATE SCH. #2,1994,1998,BALDWIN,DAPHNE INTERMEDIATE SCHOOL,0071 DAPHNE INTERMEDIATE SCH. #2,100.0,82.55845212735255,0,1,94.86052138292345,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|LITTLE RIVER RESTAURANT,1998|BALDWIN|0090 LITTLE RIVER RESTAURANT,1994,1998,BALDWIN,LITTLE RIVER RESTAURANT,0090 LITTLE RIVER RESTAURANT,100.0,97.43570680157548,0,1,97.53842722428358,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|STOCKTON FIRE HOUSE,1998|BALDWIN|0110 STOCKTON FIRE HOUSE,1994,1998,BALDWIN,STOCKTON FIRE HOUSE,0110 STOCKTON FIRE HOUSE,100.0,88.17060150125981,0,1,95.87070827022677,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|RABUN FIRE HOUSE,1998|BALDWIN|0120 RABUN FIRE HOUSE,1994,1998,BALDWIN,RABUN FIRE HOUSE,0120 RABUN FIRE HOUSE,100.0,85.55373647932751,0,1,95.39967256627895,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|PERDIDO SCHOOL,1998|BALDWIN|0130 PERDIDO SCHOOL,1994,1998,BALDWIN,PERDIDO SCHOOL,0130 PERDIDO SCHOOL,100.0,90.12912757938328,0,1,96.22324296428899,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|PINE GROVE SCHOOL,1998|BALDWIN|0150 PINE GROVE SCHOOL,1994,1998,BALDWIN,PINE GROVE SCHOOL,0150 PINE GROVE SCHOOL,100.0,90.59901993025801,0,1,96.30782358744645,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|STAPELTON COMMUNITY HALL,1998|BALDWIN|0170 STAPLETON COMMUNITY HALL,1994,1998,BALDWIN,STAPELTON COMMUNITY HALL,0170 STAPLETON COMMUNITY HALL,95.83333333333334,93.72170143184265,0,0,85.86990625773167,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|ROSINTON SCHOOL,1998|BALDWIN|0200 ROSINTON SCHOOL,1994,1998,BALDWIN,ROSINTON SCHOOL,0200 ROSINTON SCHOOL,100.0,93.2367304186124,0,1,96.78261147535022,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|SILVERHILL CITY HALL,1998|BALDWIN|0210 SILVERHILL CITY HALL,1994,1998,BALDWIN,SILVERHILL CITY HALL,0210 SILVERHILL CITY HALL,100.0,99.80780381280574,0,1,97.96540468630504,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|ROBERTSDALE CITY HALL,1998|BALDWIN|0220 ROBERTSDALE CITY HALL,1994,1998,BALDWIN,ROBERTSDALE CITY HALL,0220 ROBERTSDALE CITY HALL,100.0,93.00295720337388,0,1,96.7405322966073,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|ELSANOR COMMUNITY CENTER,1998|BALDWIN|0230 ELSANOR COMMUNITY CENTER,1994,1998,BALDWIN,ELSANOR COMMUNITY CENTER,0230 ELSANOR COMMUNITY CENTER,100.0,98.71110343541686,0,1,97.76799861837503,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|SEMINOLE FIRE HOUSE,1998|BALDWIN|0240 SEMINOLE FIRE HOUSE,1994,1998,BALDWIN,SEMINOLE FIRE HOUSE,0240 SEMINOLE FIRE HOUSE,100.0,94.23812633068785,0,1,96.96286273952381,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|BAPTIST CHURCH-LILLIAN,1998|BALDWIN|0250 LILIAN BAPTIST CHURCH,1994,1998,BALDWIN,BAPTIST CHURCH-LILLIAN,0250 LILIAN BAPTIST CHURCH,92.79069767441861,91.35673915550943,0,0,83.2535153735731,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|SUMMERDALE-COMMUNITY HALL,1998|BALDWIN|0260 SUMMERDALE COMMUNITY HALL,1994,1998,BALDWIN,SUMMERDALE-COMMUNITY HALL,0260 SUMMERDALE COMMUNITY HALL,100.0,96.78312360927018,0,1,97.42096224966863,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|PERDIDO BEACH FIRE HOUSE,1998|BALDWIN|0290 PERDIDO BEACH FIRE HOUSE,1994,1998,BALDWIN,PERDIDO BEACH FIRE HOUSE,0290 PERDIDO BEACH FIRE HOUSE,100.0,96.40580841313225,0,1,97.3530455143638,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|LILLIAN- COMMUNITY HALL,1998|BALDWIN|0300 LILIAN COMMUNITY HALL,1994,1998,BALDWIN,LILLIAN- COMMUNITY HALL,0300 LILIAN COMMUNITY HALL,97.67441860465115,98.18886648789191,0,0,87.99957736316937,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FOLEY CIVIC CENTER 1,1998|BALDWIN|0320 FOLEY CIVIC CENTER #1,1994,1998,BALDWIN,FOLEY CIVIC CENTER 1,0320 FOLEY CIVIC CENTER #1,100.0,99.98460859727962,0,1,97.99722954751033,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FOLEY CIVIC CENTER 1,1998|BALDWIN|0321 FOLEY CIVIC CENTER #2,1994,1998,BALDWIN,FOLEY CIVIC CENTER 1,0321 FOLEY CIVIC CENTER #2,100.0,87.28784481909456,0,1,95.71181206743702,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FOLEY CIVIC CENTER 2,1998|BALDWIN|0320 FOLEY CIVIC CENTER #1,1994,1998,BALDWIN,FOLEY CIVIC CENTER 2,0320 FOLEY CIVIC CENTER #1,100.0,83.71280433221568,0,1,95.06830477979882,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FOLEY CIVIC CENTER 2,1998|BALDWIN|0321 FOLEY CIVIC CENTER #2,1994,1998,BALDWIN,FOLEY CIVIC CENTER 2,0321 FOLEY CIVIC CENTER #2,100.0,95.91907219613897,0,1,97.26543299530502,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|MIFLIN COMMUNITY CENTER,1998|BALDWIN|0330 MIFLIN COMMUNITY CENTER,1994,1998,BALDWIN,MIFLIN COMMUNITY CENTER,0330 MIFLIN COMMUNITY CENTER,100.0,24.91177796262977,0,1,84.48412003327336,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|GULF SHORES ACTIVITY CENTER 1,1998|BALDWIN|0350 GULF SHORES ACTIVITY CENTER #1,1994,1998,BALDWIN,GULF SHORES ACTIVITY CENTER 1,0350 GULF SHORES ACTIVITY CENTER #1,100.0,93.92711007089022,0,1,96.90687981276024,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|GULF SHORES ACTIVITY CENTER 1,1998|BALDWIN|0351 GULF SHORES ACTIVITY CENTER #2,1994,1998,BALDWIN,GULF SHORES ACTIVITY CENTER 1,0351 GULF SHORES ACTIVITY CENTER #2,100.0,66.91044131394062,0,1,92.04387943650931,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|GULF SHORES ACTIVITY CENTER 2,1998|BALDWIN|0350 GULF SHORES ACTIVITY CENTER #1,1994,1998,BALDWIN,GULF SHORES ACTIVITY CENTER 2,0350 GULF SHORES ACTIVITY CENTER #1,100.0,83.45224229386282,0,1,95.02140361289531,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|GULF SHORES ACTIVITY CENTER 2,1998|BALDWIN|0351 GULF SHORES ACTIVITY CENTER #2,1994,1998,BALDWIN,GULF SHORES ACTIVITY CENTER 2,0351 GULF SHORES ACTIVITY CENTER #2,100.0,85.36206719160113,0,1,95.3651720944882,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|BELFOREST COMMUNITY CENTER,1998|BALDWIN|0360 BELFOREST COMMUNITY CENTER,1994,1998,BALDWIN,BELFOREST COMMUNITY CENTER,0360 BELFOREST COMMUNITY CENTER,100.0,68.04092391918667,0,1,92.2473663054536,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FAIRHOPE CITY HALL 1,1998|BALDWIN|0370 FAIRHOPE CITY HALL #1,1994,1998,BALDWIN,FAIRHOPE CITY HALL 1,0370 FAIRHOPE CITY HALL #1,100.0,56.48560804351539,0,1,90.16740944783277,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FAIRHOPE CITY HALL 1,1998|BALDWIN|0371 FAIRHOPE CITY HALL #2,1994,1998,BALDWIN,FAIRHOPE CITY HALL 1,0371 FAIRHOPE CITY HALL #2,100.0,58.53390066434022,0,1,90.53610211958124,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FAIRHOPE CITY HALL 1,1998|BALDWIN|0372 FAIRHOPE CITY HALL #3,1994,1998,BALDWIN,FAIRHOPE CITY HALL 1,0372 FAIRHOPE CITY HALL #3,100.0,42.70547624149778,0,1,87.6869857234696,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FAIRHOPE CITY HALL 2,1998|BALDWIN|0370 FAIRHOPE CITY HALL #1,1994,1998,BALDWIN,FAIRHOPE CITY HALL 2,0370 FAIRHOPE CITY HALL #1,100.0,98.83618640678658,0,1,97.79051355322159,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FAIRHOPE CITY HALL 2,1998|BALDWIN|0371 FAIRHOPE CITY HALL #2,1994,1998,BALDWIN,FAIRHOPE CITY HALL 2,0371 FAIRHOPE CITY HALL #2,100.0,95.37758499820454,0,1,97.16796529967681,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FAIRHOPE CITY HALL 2,1998|BALDWIN|0372 FAIRHOPE CITY HALL #3,1994,1998,BALDWIN,FAIRHOPE CITY HALL 2,0372 FAIRHOPE CITY HALL #3,100.0,76.49442447652899,0,1,93.76899640577521,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FAIRHOPE CITY HALL 3,1998|BALDWIN|0370 FAIRHOPE CITY HALL #1,1994,1998,BALDWIN,FAIRHOPE CITY HALL 3,0370 FAIRHOPE CITY HALL #1,100.0,93.88404633606267,0,1,96.89912834049127,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FAIRHOPE CITY HALL 3,1998|BALDWIN|0371 FAIRHOPE CITY HALL #2,1994,1998,BALDWIN,FAIRHOPE CITY HALL 3,0371 FAIRHOPE CITY HALL #2,100.0,97.28848874155449,0,1,97.5119279734798,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FAIRHOPE CITY HALL 3,1998|BALDWIN|0372 FAIRHOPE CITY HALL #3,1994,1998,BALDWIN,FAIRHOPE CITY HALL 3,0372 FAIRHOPE CITY HALL #3,100.0,70.98025584095097,0,1,92.77644605137118,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FAIRHOPE CITY HALL 4,1998|BALDWIN|0370 FAIRHOPE CITY HALL #1,1994,1998,BALDWIN,FAIRHOPE CITY HALL 4,0370 FAIRHOPE CITY HALL #1,95.0,92.17706367540698,0,1,92.99187146157325,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FAIRHOPE CITY HALL 4,1998|BALDWIN|0371 FAIRHOPE CITY HALL #2,1994,1998,BALDWIN,FAIRHOPE CITY HALL 4,0371 FAIRHOPE CITY HALL #2,95.0,95.5196071280717,0,1,93.5935292830529,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|FAIRHOPE CITY HALL 4,1998|BALDWIN|0372 FAIRHOPE CITY HALL #3,1994,1998,BALDWIN,FAIRHOPE CITY HALL 4,0372 FAIRHOPE CITY HALL #3,95.0,69.68970573475187,0,1,88.94414703225533,medium,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|BARNWELL COMMUNITY HALL,1998|BALDWIN|0380 BARNWELL COMMUNITY HALL,1994,1998,BALDWIN,BARNWELL COMMUNITY HALL,0380 BARNWELL COMMUNITY HALL,100.0,99.02692461665016,0,1,97.82484643099703,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|SPANISH FORT OLD SCHOOL,1998|BALDWIN|0390 SPANISH FORT OLD SCHOOL,1994,1998,BALDWIN,SPANISH FORT OLD SCHOOL,0390 SPANISH FORT OLD SCHOOL,100.0,86.31768374718088,0,1,95.53718307449256,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BALDWIN|SPANISH FORT FIRE HOUSE,1998|BALDWIN|0400 SPANISH FORT FIRE HOUSE,1994,1998,BALDWIN,SPANISH FORT FIRE HOUSE,0400 SPANISH FORT FIRE HOUSE,100.0,85.06099291051157,0,1,95.31097872389208,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BARBOUR|ELAMVILLE,1998|BARBOUR|003 ELAMVILLE B.,1994,1998,BARBOUR,ELAMVILLE,003 ELAMVILLE B.,95.0,72.94844602951477,0,0,81.53072028531265,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BARBOUR|BAKERHILL,1998|BARBOUR|007 BAKERHILL FIRE,1994,1998,BARBOUR,BAKERHILL,007 BAKERHILL FIRE,90.0,72.74860110370456,0,0,77.89474819866682,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BARBOUR|NEW ARMORY,1998|BARBOUR|010 NEW ARMORY,1994,1998,BARBOUR,NEW ARMORY,010 NEW ARMORY,100.0,87.90471034109366,0,1,95.82284786139687,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BIBB|GREENPOND,1998|BIBB|001 GREENPOND,1994,1998,BIBB,GREENPOND,001 GREENPOND,100.0,87.81737395719986,0,1,95.80712731229598,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BIBB|CEDAR GROVE,1998|BIBB|002 CEDAR GROVE,1994,1998,BIBB,CEDAR GROVE,002 CEDAR GROVE,100.0,97.49792476057101,0,1,97.54962645690279,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BIBB|PONDVILLE,1998|BIBB|003 PONDVILLE,1994,1998,BIBB,PONDVILLE,003 PONDVILLE,100.0,97.17838546895287,0,1,97.49210938441152,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BIBB|HARRISBURG,1998|BIBB|004 HARRISBURG,1994,1998,BIBB,HARRISBURG,004 HARRISBURG,100.0,92.25014241698467,0,1,96.60502563505725,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BIBB|CENTERVILLE,1998|BIBB|005 CENTREVILLE,1994,1998,BIBB,CENTERVILLE,005 CENTREVILLE,90.9090909090909,90.40664087175772,0,0,81.72774081146184,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BIBB|FURNACE,1998|BIBB|006 FURNACE,1994,1998,BIBB,FURNACE,006 FURNACE,100.0,91.08186005514798,0,1,96.39473480992663,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BIBB|RANDOLPH,1998|BIBB|007 RANDOLPH,1994,1998,BIBB,RANDOLPH,007 RANDOLPH,100.0,97.95298238367874,0,1,97.63153682906217,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BIBB|TABERNACLE,1998|BIBB|008 TABERNACLE,1994,1998,BIBB,TABERNACLE,008 TABERNACLE,100.0,91.82120559658587,0,1,96.52781700738545,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BIBB|BRENT-NORTH,1998|BIBB|009 BRENT-NORTH,1994,1998,BIBB,BRENT-NORTH,009 BRENT-NORTH,100.0,96.62461882352638,0,1,97.39243138823474,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BIBB|WEST BLOCTON-EAST,1998|BIBB|010 WEST BLOCTON EAST,1994,1998,BIBB,WEST BLOCTON-EAST,010 WEST BLOCTON EAST,100.0,92.68148860596771,0,1,96.68266794907419,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BIBB|WEST BLOCTON-WEST,1998|BIBB|011 WEST BLOCTON WEST,1994,1998,BIBB,WEST BLOCTON-WEST,011 WEST BLOCTON WEST,100.0,99.77234419339008,0,1,97.95902195481021,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BIBB|EOLINE,1998|BIBB|012 EOLINE,1994,1998,BIBB,EOLINE,012 EOLINE,100.0,93.64096094677333,0,1,96.8553729704192,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BIBB|BRENT-SOUTH,1998|BIBB|013 BRENT SOUTH,1994,1998,BIBB,BRENT-SOUTH,013 BRENT SOUTH,100.0,97.80026084473565,0,1,97.60404695205241,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BIBB|CENTERVILLE-CENTRAL,1998|BIBB|014 CENTREVILLE CENTRAL,1994,1998,BIBB,CENTERVILLE-CENTRAL,014 CENTREVILLE CENTRAL,94.73684210526316,94.59735918219836,0,0,85.23805096858518,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BLOUNT|BLOUNT SPRINGS,1998|BLOUNT|0050 BLOUNT SPRINGS,1994,1998,BLOUNT,BLOUNT SPRINGS,0050 BLOUNT SPRINGS,100.0,91.18965055087102,0,1,96.41413709915679,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BLOUNT|SUGAR CREEK-BANGOR,1998|BLOUNT|0090 SUGAR CREEK - BANGOR,1994,1998,BLOUNT,SUGAR CREEK-BANGOR,0090 SUGAR CREEK - BANGOR,100.0,87.5811396395126,0,1,95.76460513511226,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BLOUNT|ROYAL,1998|BLOUNT|0160 ROYAL,1994,1998,BLOUNT,ROYAL,0160 ROYAL,100.0,90.53272877034584,0,1,96.29589117866226,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BLOUNT|BROOKSVILLE,1998|BLOUNT|0170 BROOKSVILLE,1994,1998,BLOUNT,BROOKSVILLE,0170 BROOKSVILLE,100.0,98.13653965287106,0,1,97.66457713751679,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BLOUNT|MURPHREE VALLEY,1998|BLOUNT|0220 MURPHREE VALLEY,1994,1998,BLOUNT,MURPHREE VALLEY,0220 MURPHREE VALLEY,100.0,99.68783189756903,0,1,97.94380974156243,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BLOUNT|HOLLY SPRINGS,1998|BLOUNT|0260 HOLLY SPRINGS,1994,1998,BLOUNT,HOLLY SPRINGS,0260 HOLLY SPRINGS,100.0,89.4477780718045,0,1,96.10060005292482,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BLOUNT|PINEMOUNTAIN,1998|BLOUNT|0340 PINE MOUNTAIN,1994,1998,BLOUNT,PINEMOUNTAIN,0340 PINE MOUNTAIN,96.0,88.16377167722952,0,0,84.98947890190132,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BLOUNT|ALLGOOD,1998|BLOUNT|0350 ALLGOOD,1994,1998,BLOUNT,ALLGOOD,0350 ALLGOOD,100.0,96.18348770134334,0,1,97.3130277862418,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BLOUNT|ROSA,1998|BLOUNT|0410 ROSA,1994,1998,BLOUNT,ROSA,0410 ROSA,100.0,96.89043243556347,0,1,97.44027783840143,high,split_or_merge_candidate,adjacent_cycle_alias_candidate
1994|BUTLER|PROVIDENCE,1998|BUTLER|0010 PROVIDENCE-VOTING HOUSE,1994,1998,BUTLER,PROVIDENCE,0010 PROVIDENCE-VOTING HOUSE,90.0,59.30343940153977,0,0,75.47461909227715,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BUTLER|INDUSTRY,1998|BUTLER|0040 INDUSTRY,1994,1998,BUTLER,INDUSTRY,0040 INDUSTRY,100.0,86.66767082506381,0,1,95.60018074851149,high,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BUTLER|STEINER'S STORE,1998|BUTLER|0070 STEINERS STORE,1994,1998,BUTLER,STEINER'S STORE,0070 STEINERS STORE,96.55172413793103,85.94022404671561,0,0,84.98648170771915,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BUTLER|MIDWAY,1998|BUTLER|0080 MIDWAY-VOTING HOUSE,1994,1998,BUTLER,MIDWAY,0080 MIDWAY-VOTING HOUSE,90.0,98.22442863207972,0,0,82.48039715377435,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BUTLER|MANNINGHAM,1998|BUTLER|0120 MANNINGHAM-VOTING HSE,1994,1998,BUTLER,MANNINGHAM,0120 MANNINGHAM-VOTING HSE,90.0,57.022537886095925,0,0,75.06405681949727,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BUTLER|FOREST HOME,1998|BUTLER|0150 FOREST HOME-VOTING HSE,1994,1998,BUTLER,FOREST HOME,0150 FOREST HOME-VOTING HSE,90.0,72.23769049754976,0,0,77.80278428955896,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BUTLER|GARLAND,1998|BUTLER|0370 GARLAND-VOTING HOUSE,1994,1998,BUTLER,GARLAND,0370 GARLAND-VOTING HOUSE,90.0,80.47694145845242,0,0,79.28584946252143,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
1994|BUTLER|MT. OLIVE- FRIENDSHIP,1998|BUTLER|0470 FRIENDSHIP,1994,1998,BUTLER,MT. OLIVE- FRIENDSHIP,0470 FRIENDSHIP,90.0,78.5761937323838,0,0,78.94371487182909,medium,one_to_one_candidate,adjacent_cycle_alias_candidate
