bill_id,session_year,session_name,bill_number,title,description,rollcalls,mapped_rollcalls,current_axes,current_poles,authorities,taxonomy_warning,review_priority,text_documents,documents_present
1479826,2021,Regular Session 2021,HB528,"Elections, to prohibit judge of probate, sheriff, and circuit clerk from serving on appointing board in certain circumstances, to prohibit circuit clerk or other individual from serving as absentee election manager in certain circumstances, Secs. 17-8-3, 17-11-2, 17-11-12, 17-11-13, 17-11-15 am'd.","Elections, to prohibit judge of probate, sheriff, and circuit clerk from serving on appointing board in certain circumstances, to prohibit circuit clerk or other individual from serving as absentee election manager in certain circumstances, Secs. 17-8-3, 17-11-2, 17-11-12, 17-11-13, 17-11-15 am'd.",0,0,,,,,5,1,1
1479778,2021,Regular Session 2021,HB531,"Voting, automatic voter registration, process established","Voting, automatic voter registration, process established",0,0,,,,,5,1,1
1480018,2021,Regular Session 2021,HB533,"Absentee elections, revise time period post election when unused materials must be preserved, Sec. 17-11-19 am'd.","Absentee elections, revise time period post election when unused materials must be preserved, Sec. 17-11-19 am'd.",0,0,,,,,5,1,1
1479733,2021,Regular Session 2021,HB534,"Athletic Commission, regulatory act renamed, authority over unarmed combat provided, certain medical and competition guidelines exempted from Administrative Procedure Act, fines for violations of rules and guidelines limited in amount, procedural process for handling violations revised, Secs. 41-9-1020, 41-9-1021, 41-9-1023, 41-9-1024, 41-9-1037, 41-9-1038 am'd.","Athletic Commission, regulatory act renamed, authority over unarmed combat provided, certain medical and competition guidelines exempted from Administrative Procedure Act, fines for violations of rules and guidelines limited in amount, procedural process for handling violations revised, Secs. 41-9-1020, 41-9-1021, 41-9-1023, 41-9-1024, 41-9-1037, 41-9-1038 am'd.",0,0,,,,,5,1,1
1480032,2021,Regular Session 2021,HB535,"Cheaha Road in Talladega, Clay, and Cleburne Counties, road to Cheaha State Park, transferred to Transportation Dept. jurisdiction as state highway","Cheaha Road in Talladega, Clay, and Cleburne Counties, road to Cheaha State Park, transferred to Transportation Dept. jurisdiction as state highway",0,0,,,,,5,1,1
1480048,2021,Regular Session 2021,HB536,"Grandparent visitation, family law, grandparents entitled to visitation of grandchild if parents die or divorce, presumption is that visitation with grandparent is in best interest of child, Sec. 30-3-4.2 am'd.","Grandparent visitation, family law, grandparents entitled to visitation of grandchild if parents die or divorce, presumption is that visitation with grandparent is in best interest of child, Sec. 30-3-4.2 am'd.",0,0,,,,,5,1,1
1479793,2021,Regular Session 2021,HB537,"Teachers, math and science teachers, salary schedule, add'l compensation, Education Dept. to administer, add'l salary supplement for hard-to-staff schools, terms of employment contracts, fund created in State Treasury, commencing 2021-2022 school year, funding in education budget","Teachers, math and science teachers, salary schedule, add'l compensation, Education Dept. to administer, add'l salary supplement for hard-to-staff schools, terms of employment contracts, fund created in State Treasury, commencing 2021-2022 school year, funding in education budget",0,0,,,,,5,1,1
1480951,2021,Regular Session 2021,HB541,"Innovate Alabama Matching Grant Program, matching grants to entities receiving Small Business Innovation Research or Small Business Technology grants, Secs. 41-10-820 to 41-10-823, inclusive, added.","Innovate Alabama Matching Grant Program, matching grants to entities receiving Small Business Innovation Research or Small Business Technology grants, Secs. 41-10-820 to 41-10-823, inclusive, added.",0,0,,,,,5,1,1
1483403,2021,Regular Session 2021,HB542,"Zoological Park and Museum Commission, established in Birmingham, Huntsville, Montgomery, and Mobile, duties and membership established","Zoological Park and Museum Commission, established in Birmingham, Huntsville, Montgomery, and Mobile, duties and membership established",0,0,,,,,5,1,1
1483380,2021,Regular Session 2021,HB544,"Death penalty repealed, Secs. 13A-5-39, 13A-5-43, 13A-5-44, 15-18-100 am'd; Secs. 13A-5-45 to 13A-5-53, inclusive, 13A-5-55, 13A-5-59, 15-18-80 to 15-18-86, inclusive, repealed","Death penalty repealed, Secs. 13A-5-39, 13A-5-43, 13A-5-44, 15-18-100 am'd; Secs. 13A-5-45 to 13A-5-53, inclusive, 13A-5-55, 13A-5-59, 15-18-80 to 15-18-86, inclusive, repealed",0,0,,,,,5,1,1
