bill_id,session_year,session_name,bill_number,title,description,rollcalls,mapped_rollcalls,current_axes,current_poles,authorities,taxonomy_warning,review_priority,text_documents,documents_present
981883,2017,Regular Session 2017,HB353,"Alcoholic beverages, Sunday sales, counties and muns. were authorized, authorized to sell after 10 am where authorized by co. commission or city council, referendum under certain conditions","Alcoholic beverages, Sunday sales, counties and muns. were authorized, authorized to sell after 10 am where authorized by co. commission or city council, referendum under certain conditions",10,0,,,prior_v3_audit,,4,2,2
981834,2017,Regular Session 2017,HB354,"Fantasy contests, regulation of, consumer protection measures by operators required, audits, civil penalties, Fantasy Contests Act, established","Fantasy contests, regulation of, consumer protection measures by operators required, audits, civil penalties, Fantasy Contests Act, established",8,0,,,prior_v3_audit,,4,2,2
981938,2017,Regular Session 2017,HB355,"Banking, savings promotion contests authorized, not gambling or lottery pursuant to Section 65 of Constitution","Banking, savings promotion contests authorized, not gambling or lottery pursuant to Section 65 of Constitution",5,0,,,prior_v3_audit,,4,2,2
985863,2017,Regular Session 2017,HB357,"Insurance adjusters, independent, coursework and education for licensure and continuing education waived if otherwised certified, Secs. 27-9A-9, 27-9A-13 am'd.","Insurance adjusters, independent, coursework and education for licensure and continuing education waived if otherwised certified, Secs. 27-9A-9, 27-9A-13 am'd.",2,0,,,prior_v3_audit,,4,1,1
985823,2017,Regular Session 2017,HB358,"Lowndes Co., sheriff, expense allowance, salary upon next term of office","Lowndes Co., sheriff, expense allowance, salary upon next term of office",2,0,,,prior_v3_audit,,4,1,1
985876,2017,Regular Session 2017,HB359,"Marion Co., judge of probate, compensation on salary basis, one-stop issuance of motor vehicle plates, duties of revenue commissioner transferred, fees paid to probate court","Marion Co., judge of probate, compensation on salary basis, one-stop issuance of motor vehicle plates, duties of revenue commissioner transferred, fees paid to probate court",4,0,,,prior_v3_audit,,4,1,1
985887,2017,Regular Session 2017,HB360,"Washington Co., sheriff, service of process, fee authorized, sheriff's law enforcement fund established, distribution of funds provided for","Washington Co., sheriff, service of process, fee authorized, sheriff's law enforcement fund established, distribution of funds provided for",1,0,,,prior_v3_audit,,4,1,1
987035,2017,Regular Session 2017,HB361,"Washington Co., motor vehicles tags and title, one-stop tag, deposit of mail order fees in Probate Judge Fund, Act 2014-148, 2014 Reg. Sess., am'd.","Washington Co., motor vehicles tags and title, one-stop tag, deposit of mail order fees in Probate Judge Fund, Act 2014-148, 2014 Reg. Sess., am'd.",2,0,,,prior_v3_audit,,4,1,1
987022,2017,Regular Session 2017,HB362,"Washington Co., gas and diesel fuel tax, sales and use tax, and leasing tax authorized, referendum","Washington Co., gas and diesel fuel tax, sales and use tax, and leasing tax authorized, referendum",2,0,,,codex_terminal_rule,,4,1,1
987033,2017,Regular Session 2017,HB363,"Class 5 municipality, organized under Chapter 43D, Code of Alabama 1975, (Bessemer) city council, clerical assistants auth., Sec. 11-43D-14 am'd.","Class 5 municipality, organized under Chapter 43D, Code of Alabama 1975, (Bessemer) city council, clerical assistants auth., Sec. 11-43D-14 am'd.",1,0,,,codex_terminal_rule,,4,1,1
987055,2017,Regular Session 2017,HB364,"Talladega Co., booking fee, imposed on each person booked in co. jail, distribution of revenues","Talladega Co., booking fee, imposed on each person booked in co. jail, distribution of revenues",4,0,,,prior_v3_audit,,4,1,1
985828,2017,Regular Session 2017,HB365,"DeKalb Co. Septic Tank Bond Fund, repealed, distrib. of existing funds to co. bd. of health, Sec. 45-25-170 repealed","DeKalb Co. Septic Tank Bond Fund, repealed, distrib. of existing funds to co. bd. of health, Sec. 45-25-170 repealed",2,0,,,prior_v3_audit,,4,1,1
985804,2017,Regular Session 2017,HB366,"Athens, alcoholic beverages, city council authorized to permit Sunday sales","Athens, alcoholic beverages, city council authorized to permit Sunday sales",2,0,,,prior_v3_audit,,4,1,1
989069,2017,Regular Session 2017,HB377,"Employees' Retirement System, state law enforcement officers, separate calculation for employer contribution to Pension Accumulation Fund removed, Sec. 36-27-24 am'd.","Employees' Retirement System, state law enforcement officers, separate calculation for employer contribution to Pension Accumulation Fund removed, Sec. 36-27-24 am'd.",5,0,,,prior_v3_audit,,4,1,1
989094,2017,Regular Session 2017,HB381,"Schools, influenza vaccine, local boards of education to provide information, Education Dept. to make information available, Sec. 16-1-49 added","Schools, influenza vaccine, local boards of education to provide information, Education Dept. to make information available, Sec. 16-1-49 added",3,0,,,prior_v3_audit,,4,2,2
989074,2017,Regular Session 2017,HB382,"Talladega Co., sheriff, credit and debit card purchases, provided for","Talladega Co., sheriff, credit and debit card purchases, provided for",2,0,,,prior_v3_audit,,4,1,1
989085,2017,Regular Session 2017,HB385,"Franklin Co., co. commission, voting centers, authorized to combine public hearing required before approval","Franklin Co., co. commission, voting centers, authorized to combine public hearing required before approval",2,0,,,prior_v3_audit,,4,1,1
989108,2017,Regular Session 2017,HB389,"Mobile Co., board of school commissioners, sale of property and leases not required to be approved by judge of probate, Act 242, 1876 Reg. Sess. am'd.","Mobile Co., board of school commissioners, sale of property and leases not required to be approved by judge of probate, Act 242, 1876 Reg. Sess. am'd.",2,0,,,prior_v3_audit,,4,1,1
906836,2017,Regular Session 2017,HB39,"County jails, prisoners, commitments, sheriff report to clerk and presiding judge with certain time frame, include date and time of commitment, Sec. 14-6-15 am'd.","County jails, prisoners, commitments, sheriff report to clerk and presiding judge with certain time frame, include date and time of commitment, Sec. 14-6-15 am'd.",3,0,,,prior_v3_audit,,4,1,1
989077,2017,Regular Session 2017,HB390,"Franchises, certain persons not to be deemed or construed as employees of, Franchise Business Protection Act","Franchises, certain persons not to be deemed or construed as employees of, Franchise Business Protection Act",3,0,,,prior_v3_audit,,4,2,2
989068,2017,Regular Session 2017,HB391,"Stevenson, alcoholic beverages, Sunday sales, city council authorized to regulate","Stevenson, alcoholic beverages, Sunday sales, city council authorized to regulate",2,0,,,prior_v3_audit,,4,1,1
992300,2017,Regular Session 2017,HB396,"Class 1 mun., (Birmingham), retirement and relief system, operation of system extensively revised, Secs. 45-37A-51.137, 45-37A-51.190, 45-37A-51.192, 45-37A-51.220, 45-37A-51.221, 45-37A-51.222, 45-37A-51.224, 45-37A-51.225, 45-37A-51.228 am'd.","Class 1 mun., (Birmingham), retirement and relief system, operation of system extensively revised, Secs. 45-37A-51.137, 45-37A-51.190, 45-37A-51.192, 45-37A-51.220, 45-37A-51.221, 45-37A-51.222, 45-37A-51.224, 45-37A-51.225, 45-37A-51.228 am'd.",2,0,,,prior_v3_audit,,4,1,1
992207,2017,Regular Session 2017,HB397,"Birmingham, retired public safety officers, authorize to rehire under certain conditions, continuation of retirement benefits, Sec. 45-37A-51.237 am'd.","Birmingham, retired public safety officers, authorize to rehire under certain conditions, continuation of retirement benefits, Sec. 45-37A-51.237 am'd.",5,0,,,prior_v3_audit,,4,1,1
992263,2017,Regular Session 2017,HB400,"Hayden, corp. limits alt.","Hayden, corp. limits alt.",1,0,,,prior_v3_audit,,4,1,1
992284,2017,Regular Session 2017,HB401,"Talladega Co., sales and use tax, continued, distrib. of portion for library in Munford, Act 91-533, 1991 Reg. Sess. am'd.","Talladega Co., sales and use tax, continued, distrib. of portion for library in Munford, Act 91-533, 1991 Reg. Sess. am'd.",3,0,,,codex_terminal_rule|prior_v3_audit,,4,1,1
992437,2017,Regular Session 2017,HB408,"Talladega Co., sheriff, qualifications, continuing education required","Talladega Co., sheriff, qualifications, continuing education required",2,0,,,prior_v3_audit,,4,1,1
