bill_id,session_year,session_name,bill_number,title,description,rollcalls,mapped_rollcalls,current_axes,current_poles,authorities,taxonomy_warning,review_priority,text_documents,documents_present
333202,2011,Regular Session 2011,HJR678,"Sheffield Utilities, commended","Sheffield Utilities, commended",0,0,,,,,5,2,2
333054,2011,Regular Session 2011,HJR679,"City of Troy Utilities, commended","City of Troy Utilities, commended",0,0,,,,,5,2,2
332936,2011,Regular Session 2011,HJR680,"Tuscumbia Utilities, commended","Tuscumbia Utilities, commended",0,0,,,,,5,2,2
332894,2011,Regular Session 2011,HJR681,"Utilities Board of Tuskegee, commended","Utilities Board of Tuskegee, commended",0,0,,,,,5,2,2
332969,2011,Regular Session 2011,HJR682,"Florida Municipal Electric Association, commended","Florida Municipal Electric Association, commended",0,0,,,,,5,2,2
333187,2011,Regular Session 2011,HJR683,"Electric Cities of Georgia, commended","Electric Cities of Georgia, commended",0,0,,,,,5,2,2
333161,2011,Regular Session 2011,HJR684,"Indiana Municipal Electric Association, commended","Indiana Municipal Electric Association, commended",0,0,,,,,5,2,2
333214,2011,Regular Session 2011,HJR685,"Pulaski Electric System, commended","Pulaski Electric System, commended",0,0,,,,,5,2,2
333006,2011,Regular Session 2011,HJR686,"Lake Worth Utilities, commended","Lake Worth Utilities, commended",0,0,,,,,5,2,2
333050,2011,Regular Session 2011,HJR687,"Lakeland Electric, commended","Lakeland Electric, commended",0,0,,,,,5,2,2
332942,2011,Regular Session 2011,HJR688,"Scottsburg Municipal Electric, commended","Scottsburg Municipal Electric, commended",0,0,,,,,5,2,2
333051,2011,Regular Session 2011,HJR689,"Tennessee Valley Public Power Association, commended","Tennessee Valley Public Power Association, commended",0,0,,,,,5,2,2
333147,2011,Regular Session 2011,HJR690,"Aiken Electric Cooperative, commended","Aiken Electric Cooperative, commended",0,0,,,,,5,2,2
332955,2011,Regular Session 2011,HJR691,"Laurens Electric Cooperative, commended","Laurens Electric Cooperative, commended",0,0,,,,,5,2,2
333018,2011,Regular Session 2011,HJR692,"Piedmont Electric Cooperative, commended","Piedmont Electric Cooperative, commended",0,0,,,,,5,2,2
333159,2011,Regular Session 2011,HJR693,"Union Power Electric Cooperative, commended","Union Power Electric Cooperative, commended",0,0,,,,,5,2,2
333102,2011,Regular Session 2011,HJR694,"Fleming Mason Electric Cooperative, commended","Fleming Mason Electric Cooperative, commended",0,0,,,,,5,2,2
