bill_id,session_year,session_name,bill_number,title,description,rollcalls,mapped_rollcalls,current_axes,current_poles,authorities,taxonomy_warning,review_priority,text_documents,documents_present
1461593,2021,Regular Session 2021,HJR59,"England, John H., Jr., commended","England, John H., Jr., commended",0,0,,,,,5,2,2
1437901,2021,Regular Session 2021,HJR6,"Lyons, James K., commended","Lyons, James K., commended",0,0,,,,,5,2,2
1524602,2021,First Special Session 2021,HJR6,"Mandatory vaccination, american workers, condemning federal executive actions requiring vaccinations","Mandatory vaccination, american workers, condemning federal executive actions requiring vaccinations",0,0,,,,,5,1,1
1462060,2021,Regular Session 2021,HJR62,"Milan, Jesse, commended","Milan, Jesse, commended",0,0,,,,,5,2,2
1463201,2021,Regular Session 2021,HJR64,"Glenwood School, girls basketball team, commended","Glenwood School, girls basketball team, commended",0,0,,,,,5,2,2
1463506,2021,Regular Session 2021,HJR66,"Daniel Kendall Johnson Foundation, commended","Daniel Kendall Johnson Foundation, commended",0,0,,,,,5,2,2
1463166,2021,Regular Session 2021,HJR67,"National Infrastructure Bank Act of 2020, endorsed","National Infrastructure Bank Act of 2020, endorsed",0,0,,,,,5,1,1
1437860,2021,Regular Session 2021,HJR7,"Alabama Municipal Electric Authority (AMEA), commended","Alabama Municipal Electric Authority (AMEA), commended",0,0,,,,,5,2,2
1524523,2021,First Special Session 2021,HJR7,"Batchelor, Cecil, commended","Batchelor, Cecil, commended",0,0,,,,,5,2,2
1528257,2021,Second Special Session 2021,HJR7,"Clif, Roberts, commended","Clif, Roberts, commended",0,0,,,,,5,1,1
1464956,2021,Regular Session 2021,HJR74,"Tax credits, promote tax credit for nurses caring for COVID-19 patients during 2020 or 2021 or both years","Tax credits, promote tax credit for nurses caring for COVID-19 patients during 2020 or 2021 or both years",0,0,,,,,5,1,1
1465973,2021,Regular Session 2021,HJR77,"Troy Alabama Delivery Center, commended","Troy Alabama Delivery Center, commended",0,0,,,,,5,2,2
1465567,2021,Regular Session 2021,HJR78,"Cherokee Nation of Alabama, federal government urged to recognize","Cherokee Nation of Alabama, federal government urged to recognize",0,0,,,,,5,1,1
1437903,2021,Regular Session 2021,HJR8,"Hampe, David Earl, Jr., death mourned","Hampe, David Earl, Jr., death mourned",0,0,,,,,5,2,2
1528272,2021,Second Special Session 2021,HJR8,"Brackin, Julian B., Jr., professional achievement, commended","Brackin, Julian B., Jr., professional achievement, commended",0,0,,,,,5,1,1
1465943,2021,Regular Session 2021,HJR80,"Lathan, Terry, commended","Lathan, Terry, commended",0,0,,,,,5,2,2
1465855,2021,Regular Session 2021,HJR81,"Cleburne County High School, wrestling team, commended","Cleburne County High School, wrestling team, commended",0,0,,,,,5,2,2
1472097,2021,Regular Session 2021,HJR84,"The Medal of Honor Recipient CSM Bennie G. Adkins Memorial Bridge, bridge on Bent Creek Road over Interstate 85 in Lee County, named","The Medal of Honor Recipient CSM Bennie G. Adkins Memorial Bridge, bridge on Bent Creek Road over Interstate 85 in Lee County, named",0,0,,,,,5,2,2
1472015,2021,Regular Session 2021,HJR85,"White, Marie Alexandria Poiroux, Wilson, commended","White, Marie Alexandria Poiroux, Wilson, commended",0,0,,,,,5,2,2
1472520,2021,Regular Session 2021,HJR88,"Great Alabama 650 Race winners, commended","Great Alabama 650 Race winners, commended",0,0,,,,,5,2,2
1524755,2021,First Special Session 2021,HJR9,"Brackin, Julian B., Jr., professional achievement, commended","Brackin, Julian B., Jr., professional achievement, commended",0,0,,,,,5,1,1
