bill_id,session_year,session_name,bill_number,title,description,rollcalls,mapped_rollcalls,current_axes,current_poles,authorities,taxonomy_warning,review_priority,text_documents,documents_present
97620,2010,Regular Session 2010,HR297,"Jones, Hank, commended","Jones, Hank, commended",0,0,,,,,5,1,1
97621,2010,Regular Session 2010,HR298,Citizens' Stamp Advisory Committee of the United States Postal Service urged to recommend a stamp commemorating the 2014 bicentennial anniversary of the Battle of Horseshoe Bend and the signing of the Treaty of Fort Jackson,Citizens' Stamp Advisory Committee of the United States Postal Service urged to recommend a stamp commemorating the 2014 bicentennial anniversary of the Battle of Horseshoe Bend and the signing of the Treaty of Fort Jackson,0,0,,,,,5,1,1
97622,2010,Regular Session 2010,HR299,"Pope, Mr. and Mrs. Bruce, commended","Pope, Mr. and Mrs. Bruce, commended",0,0,,,,,5,1,1
415897,2010,First Special Session 2010,HR3,"House of Representatives, Senate notified that House is in session and ready to transact business","House of Representatives, Senate notified that House is in session and ready to transact business",0,0,,,,,5,0,0
97623,2010,Regular Session 2010,HR302,"Brown, Todd T., death mourned","Brown, Todd T., death mourned",0,0,,,,,5,1,1
97624,2010,Regular Session 2010,HR303,"Wilson, U. S. Congressman Charlie, death mourned","Wilson, U. S. Congressman Charlie, death mourned",0,0,,,,,5,1,1
97625,2010,Regular Session 2010,HR304,"Soares, Alessandro, commended","Soares, Alessandro, commended",0,0,,,,,5,1,1
97626,2010,Regular Session 2010,HR305,"Novacki, Eumar Roberto, commended","Novacki, Eumar Roberto, commended",0,0,,,,,5,1,1
97627,2010,Regular Session 2010,HR307,"University of West Alabama, 175th Anniversary, recognized","University of West Alabama, 175th Anniversary, recognized",0,0,,,,,5,1,1
97628,2010,Regular Session 2010,HR309,U. S. Congress urged to fully fund Resource Conservation and Development Program,U. S. Congress urged to fully fund Resource Conservation and Development Program,0,0,,,,,5,1,1
97629,2010,Regular Session 2010,HR310,"Shelly, Gaylan and Angie, commended","Shelly, Gaylan and Angie, commended",0,0,,,,,5,0,0
97630,2010,Regular Session 2010,HR313,"Hicks, Luther, commended","Hicks, Luther, commended",0,0,,,,,5,1,1
97631,2010,Regular Session 2010,HR314,"House of Representatives, Consent Calendar","House of Representatives, Consent Calendar",0,0,,,,,5,1,1
97632,2010,Regular Session 2010,HR315,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",0,0,,,,,5,1,1
97633,2010,Regular Session 2010,HR316,"Brown, Russell G., commended","Brown, Russell G., commended",0,0,,,,,5,1,1
97634,2010,Regular Session 2010,HR317,"Southside High School wrestling team, commended","Southside High School wrestling team, commended",0,0,,,,,5,1,1
97635,2010,Regular Session 2010,HR318,"Alpha Kappa Alpha Sorority, Inc., historic marker dedication ceremony honoring Rosa L. Parks, recognized","Alpha Kappa Alpha Sorority, Inc., historic marker dedication ceremony honoring Rosa L. Parks, recognized",0,0,,,,,5,1,1
97451,2010,Regular Session 2010,HR32,"Crawford, Kelly, commended","Crawford, Kelly, commended",0,0,,,,,5,1,1
415783,2010,First Special Session 2010,HR32,"Bachus, U. S. Representative Spencer, commended","Bachus, U. S. Representative Spencer, commended",0,0,,,,,5,1,1
97452,2010,Regular Session 2010,HR33,"Edwards, Jacquelyn, commended","Edwards, Jacquelyn, commended",0,0,,,,,5,1,1
415773,2010,First Special Session 2010,HR33,"Dowd, John Raymond, commended","Dowd, John Raymond, commended",0,0,,,,,5,1,1
97637,2010,Regular Session 2010,HR330,"Rich, Charlotte Angelin Hall, death mourned","Rich, Charlotte Angelin Hall, death mourned",0,0,,,,,5,1,1
97638,2010,Regular Session 2010,HR331,"Van Valkenburgh, Richard, commended","Van Valkenburgh, Richard, commended",0,0,,,,,5,1,1
97639,2010,Regular Session 2010,HR332,"Mackey, Eric, commended","Mackey, Eric, commended",0,0,,,,,5,1,1
97640,2010,Regular Session 2010,HR338,"Milton, Adam Thomas, commended","Milton, Adam Thomas, commended",0,0,,,,,5,1,1
97641,2010,Regular Session 2010,HR339,"Milton, Stephen Thomas, commended","Milton, Stephen Thomas, commended",0,0,,,,,5,1,1
97453,2010,Regular Session 2010,HR34,"Locke, Judson, commended","Locke, Judson, commended",0,0,,,,,5,1,1
415768,2010,First Special Session 2010,HR34,"Southwell, Jerry Lee, commended","Southwell, Jerry Lee, commended",0,0,,,,,5,1,1
97642,2010,Regular Session 2010,HR340,"Jordan, Kyle Robert, commended","Jordan, Kyle Robert, commended",0,0,,,,,5,1,1
97643,2010,Regular Session 2010,HR341,"Joseph, Christopher Charles, commended","Joseph, Christopher Charles, commended",0,0,,,,,5,0,0
97644,2010,Regular Session 2010,HR344,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",0,0,,,,,5,1,1
415761,2010,First Special Session 2010,HR35,"Boothe, T. J., commended","Boothe, T. J., commended",0,0,,,,,5,0,0
97645,2010,Regular Session 2010,HR351,"Army National Guard, 2101st Transportation Company, commended","Army National Guard, 2101st Transportation Company, commended",0,0,,,,,5,1,1
97646,2010,Regular Session 2010,HR352,"University of Alabama Crimsonettes, Fayette County members, commended","University of Alabama Crimsonettes, Fayette County members, commended",0,0,,,,,5,1,1
97647,2010,Regular Session 2010,HR353,"Levey, Joyce, commended","Levey, Joyce, commended",0,0,,,,,5,1,1
97648,2010,Regular Session 2010,HR354,"Willmon, David, death mourned","Willmon, David, death mourned",0,0,,,,,5,1,1
97649,2010,Regular Session 2010,HR355,"Coach Joe ""Billy"" Fain Bridge, over the Coosa River on Alabama Highway 14 in Wetumpka, named","Coach Joe ""Billy"" Fain Bridge, over the Coosa River on Alabama Highway 14 in Wetumpka, named",0,0,,,,,5,1,1
