bill_id,session_year,session_name,bill_number,title,description,rollcalls,mapped_rollcalls,current_axes,current_poles,authorities,taxonomy_warning,review_priority,text_documents,documents_present
97075,2010,Regular Session 2010,HJR10,"University of Alabama football team, commended","University of Alabama football team, commended",0,0,,,,,5,2,2
97432,2010,Regular Session 2010,HJR1013,"White, Rilee, commended","White, Rilee, commended",0,0,,,,,5,2,2
97433,2010,Regular Session 2010,HJR1017,"Colson, Robert E., death mourned","Colson, Robert E., death mourned",0,0,,,,,5,2,2
97434,2010,Regular Session 2010,HJR1019,"Brown, Russell G., death mourned","Brown, Russell G., death mourned",0,0,,,,,5,2,2
97435,2010,Regular Session 2010,HJR1024,"Alabama A & M University, 2010 Technical Assistance Conference, recognized","Alabama A & M University, 2010 Technical Assistance Conference, recognized",0,0,,,,,5,2,2
97436,2010,Regular Session 2010,HJR1027,"Death penalty, support expressed for creation of commission to study moratorium on death penalty, establishment of public defender pool for capital punishment cases recommended","Death penalty, support expressed for creation of commission to study moratorium on death penalty, establishment of public defender pool for capital punishment cases recommended",0,0,,,,,5,1,1
97437,2010,Regular Session 2010,HJR1031,"Johnson, Gregory DeWayne, commended posthumously","Johnson, Gregory DeWayne, commended posthumously",0,0,,,,,5,2,2
97438,2010,Regular Session 2010,HJR1036,"Hammon, Mr. and Mrs. Condon Ralph, commended","Hammon, Mr. and Mrs. Condon Ralph, commended",0,0,,,,,5,2,2
97439,2010,Regular Session 2010,HJR1042,"Multi-State Citizens' Commission on Homeowners Insurance, Alabama Chapter, established to study all facets of the ongoing homeowners insurance crisis in South Alabama","Multi-State Citizens' Commission on Homeowners Insurance, Alabama Chapter, established to study all facets of the ongoing homeowners insurance crisis in South Alabama",0,0,,,,,5,1,1
97440,2010,Regular Session 2010,HJR1046,"Height, Dorothy Irene, death mourned","Height, Dorothy Irene, death mourned",0,0,,,,,5,2,2
97441,2010,Regular Session 2010,HJR1052,"Faith Academy Symphonic Band, commended","Faith Academy Symphonic Band, commended",0,0,,,,,5,2,2
97442,2010,Regular Session 2010,HJR1055,"Fort Dale Academy girls tennis team, commended","Fort Dale Academy girls tennis team, commended",0,0,,,,,5,2,2
97076,2010,Regular Session 2010,HJR11,"University of Alabama football team, commended","University of Alabama football team, commended",0,0,,,,,5,2,2
97122,2010,Regular Session 2010,HJR118,"Bryant, Mr. and Mrs. Bob, commended","Bryant, Mr. and Mrs. Bob, commended",0,0,,,,,5,2,2
97123,2010,Regular Session 2010,HJR119,"Income tax, capital credit authorized by Article 9, Chapter 18, Title 40, Code of Alabama 1975, for certain qualified projects at Alabama Port Authority, continued until December 31, 2015","Income tax, capital credit authorized by Article 9, Chapter 18, Title 40, Code of Alabama 1975, for certain qualified projects at Alabama Port Authority, continued until December 31, 2015",0,0,,,,,5,2,2
97077,2010,Regular Session 2010,HJR12,"Freedom of Choice Act, federal law relating to abortions, opposition expressed regarding","Freedom of Choice Act, federal law relating to abortions, opposition expressed regarding",0,0,,,,,5,1,1
97124,2010,Regular Session 2010,HJR125,"Florence High School football team, commended","Florence High School football team, commended",0,0,,,,,5,2,2
