bill_id,session_year,session_name,bill_number,title,description,rollcalls,mapped_rollcalls,current_axes,current_poles,authorities,taxonomy_warning,review_priority,text_documents,documents_present
582889,2014,Regular Session 2014,SB102,"Architects, Board of, expiration of certificate of registration changed from September 30 to December 31, time period for renewal of certificate shortened from 90 to 30 days, Sec. 34-2-33, am'd.","Architects, Board of, expiration of certificate of registration changed from September 30 to December 31, time period for renewal of certificate shortened from 90 to 30 days, Sec. 34-2-33, am'd.",0,0,,,,,5,1,1
583018,2014,Regular Session 2014,SB103,"Health insurance and health benefit plans, registered nurse first assistants, reimbursement for services by insurers, Registered Nurse First Assistant Consumer Act","Health insurance and health benefit plans, registered nurse first assistants, reimbursement for services by insurers, Registered Nurse First Assistant Consumer Act",0,0,,,,,5,1,1
582911,2014,Regular Session 2014,SB105,"Manufactured homes, abandoned, storage and sale of further provided for, notice to tenants and lienholders, Sec. 35-12A-9 repealed; Secs. 35-12A-1, 35-12A-2, 35-12A-3, 35-12A-4, 35-12A-5, 35-12A-6, 35-12A-7, 35-12A-8, 35-12A-10, 35-12A-11, 35-12A-12, 35-12A-13, 35-12A-14 am'd.","Manufactured homes, abandoned, storage and sale of further provided for, notice to tenants and lienholders, Sec. 35-12A-9 repealed; Secs. 35-12A-1, 35-12A-2, 35-12A-3, 35-12A-4, 35-12A-5, 35-12A-6, 35-12A-7, 35-12A-8, 35-12A-10, 35-12A-11, 35-12A-12, 35-12A-13, 35-12A-14 am'd.",0,0,,,,,5,1,1
583065,2014,Regular Session 2014,SB106,"Homeowners' Associations, disclosure of certain financial information to association board by declarant required, maintenance of association records, inspection by members, meeting requirements, enforcement of rules, assessment of charges for violations, liens, Alabama Homeowners' Association Act","Homeowners' Associations, disclosure of certain financial information to association board by declarant required, maintenance of association records, inspection by members, meeting requirements, enforcement of rules, assessment of charges for violations, liens, Alabama Homeowners' Association Act",0,0,,,,,5,1,1
583161,2014,Regular Session 2014,SB109,"Gambling crimes, enhanced penalties for promoting gambling, conspiracy to promote gambling, possession of a gambling device, Secs. 13A-12-22, 13A-12-23, 13A-12-27 am'd.","Gambling crimes, enhanced penalties for promoting gambling, conspiracy to promote gambling, possession of a gambling device, Secs. 13A-12-22, 13A-12-23, 13A-12-27 am'd.",0,0,,,,,5,1,1
587700,2014,Regular Session 2014,SB111,"Traffic schools, uniform requirements, oversight and approval by Administrative Office of Courts","Traffic schools, uniform requirements, oversight and approval by Administrative Office of Courts",0,0,,,,,5,1,1
587642,2014,Regular Session 2014,SB112,"Jury trials, six member juries authorized in certain criminal proceedings and certain civil cases in which the amount in controversy does not exceed $50,000, Sec. 12-16-100, 12-16-101, 12-16-140 am'd.","Jury trials, six member juries authorized in certain criminal proceedings and certain civil cases in which the amount in controversy does not exceed $50,000, Sec. 12-16-100, 12-16-101, 12-16-140 am'd.",0,0,,,,,5,1,1
587676,2014,Regular Session 2014,SB117,"Motor vehicles, driving under the influence, fourth conviction, mandatory minimum jail time increased, prior convictions, five-year limitation deleted and convictions from other states included, driving without a license from conviction, penalty for fourth offense, penalty increased, Secs. 32-5A-191, 32-6-19 am'd.","Motor vehicles, driving under the influence, fourth conviction, mandatory minimum jail time increased, prior convictions, five-year limitation deleted and convictions from other states included, driving without a license from conviction, penalty for fourth offense, penalty increased, Secs. 32-5A-191, 32-6-19 am'd.",0,0,,,,,5,1,1
587821,2014,Regular Session 2014,SB118,"Education, gifted or talented children, start-up grants for educational programs provided by State Department of Education if funds are available","Education, gifted or talented children, start-up grants for educational programs provided by State Department of Education if funds are available",0,0,,,,,5,1,1
587653,2014,Regular Session 2014,SB119,"State parks, bond issue, park with hotel facility or golf course, exempt from requirement that facilities be operated exclusively by Department of Conservation and Natural Resources, Amendment 617, Constitution of Alabama of 1901, am'd., const. amend.","State parks, bond issue, park with hotel facility or golf course, exempt from requirement that facilities be operated exclusively by Department of Conservation and Natural Resources, Amendment 617, Constitution of Alabama of 1901, am'd., const. amend.",0,0,,,,,5,1,1
587652,2014,Regular Session 2014,SB124,"Heating and Air Conditioning Contractors, Board of, additional requirements regarding system filter replacement, duct cleaning, testing duct tightness, definition of terms, fees, classroom training, Secs. 34-31-18, 34-31-20, 34-31-21, 34-31-24, 34-31-25 am'd.","Heating and Air Conditioning Contractors, Board of, additional requirements regarding system filter replacement, duct cleaning, testing duct tightness, definition of terms, fees, classroom training, Secs. 34-31-18, 34-31-20, 34-31-21, 34-31-24, 34-31-25 am'd.",0,0,,,,,5,1,1
587662,2014,Regular Session 2014,SB125,"Anaphylaxis preparedness program, St. Department of Education to develop and each local board of education to implement by 2015-2016 scholastic year for use of premeasured autoinjectable epinephrine on each public school campus","Anaphylaxis preparedness program, St. Department of Education to develop and each local board of education to implement by 2015-2016 scholastic year for use of premeasured autoinjectable epinephrine on each public school campus",0,0,,,,,5,1,1
587711,2014,Regular Session 2014,SB126,"University of South Alabama, board of trustees, members, term decreased, chair pro tempore authorized to call special meetings, Secs. 16-55-2, 16-55-5, 16-55-6 am'd.","University of South Alabama, board of trustees, members, term decreased, chair pro tempore authorized to call special meetings, Secs. 16-55-2, 16-55-5, 16-55-6 am'd.",0,0,,,,,5,1,1
587684,2014,Regular Session 2014,SB127,"Right to work, policy declared, cause of action declared, const. amend.","Right to work, policy declared, cause of action declared, const. amend.",0,0,,,,,5,1,1
563563,2014,Regular Session 2014,SB14,"Civil liability, volunteer fire departments and rescue squads, protection from civil liability expanded to include responses to emergency calls for medical assistance, Sec. 6-5-335 am'd.","Civil liability, volunteer fire departments and rescue squads, protection from civil liability expanded to include responses to emergency calls for medical assistance, Sec. 6-5-335 am'd.",0,0,,,,,5,1,1
588109,2014,Regular Session 2014,SB141,"Publication of conviction for certain driving under the influence offenses, fees, immunity for publication of notice","Publication of conviction for certain driving under the influence offenses, fees, immunity for publication of notice",0,0,,,,,5,1,1
588302,2014,Regular Session 2014,SB150,"Plumbers and Gas Fitters, definitions, examining board, disbursement of funds, certification, renewals, fees, disciplinary actions, Secs. 34-37-1, 34-37-2, 34-37-5, 34-37-6, 34-37-8, 34-37-9, 34-37-12, 34-37-13, 34-37-14, 34-37-15, 34-37-17 am'd.","Plumbers and Gas Fitters, definitions, examining board, disbursement of funds, certification, renewals, fees, disciplinary actions, Secs. 34-37-1, 34-37-2, 34-37-5, 34-37-6, 34-37-8, 34-37-9, 34-37-12, 34-37-13, 34-37-14, 34-37-15, 34-37-17 am'd.",0,0,,,,,5,1,1
587795,2014,Regular Session 2014,SB152,"Public buildings, green building standards, wood products, use of certain forest certification standards","Public buildings, green building standards, wood products, use of certain forest certification standards",0,0,,,,,5,1,1
587917,2014,Regular Session 2014,SB153,"Term limits, members of Senate and House of Representatives limited to three consecutive full terms, const. amend.","Term limits, members of Senate and House of Representatives limited to three consecutive full terms, const. amend.",0,0,,,,,5,1,1
588406,2014,Regular Session 2014,SB155,"Professional bondsmen and recovery agents, initial certification by examination developed by Insurance Department required, continuing education required, penalties for noncompliance","Professional bondsmen and recovery agents, initial certification by examination developed by Insurance Department required, continuing education required, penalties for noncompliance",0,0,,,,,5,1,1
588511,2014,Regular Session 2014,SB156,"Pharmacy Board, members, add member who is a compounding pharmacist, appointment by Governor, Sec. 34-23-90 am'd.","Pharmacy Board, members, add member who is a compounding pharmacist, appointment by Governor, Sec. 34-23-90 am'd.",0,0,,,,,5,1,1
587853,2014,Regular Session 2014,SB158,"Jefferson Co., judge of probate, place No. 1, confidential judicial assistants, appointment of additional, compensation, retirement","Jefferson Co., judge of probate, place No. 1, confidential judicial assistants, appointment of additional, compensation, retirement",0,0,,,,,5,1,1
563565,2014,Regular Session 2014,SB16,"State agencies, Sunset bills, omnibus bill for agencies continued without modification, Sec. 41-20-11 am'd.","State agencies, Sunset bills, omnibus bill for agencies continued without modification, Sec. 41-20-11 am'd.",0,0,,,,,5,1,1
588054,2014,Regular Session 2014,SB160,"Physicians, Medical Licensure Commission or Board of Medical Examiners, administrative fines, physicians authorize to renew licenses when paying administrative fines in installments, Sec. 34-24-383 am'd.","Physicians, Medical Licensure Commission or Board of Medical Examiners, administrative fines, physicians authorize to renew licenses when paying administrative fines in installments, Sec. 34-24-383 am'd.",0,0,,,,,5,1,1
587859,2014,Regular Session 2014,SB161,"Public works, Fair and Open Competition in Governmental Construction Act, public agencies prohibited from entering contracts and making certain awards based on collective bargaining agreements, certain terms prohibited in certain documents, exemptions","Public works, Fair and Open Competition in Governmental Construction Act, public agencies prohibited from entering contracts and making certain awards based on collective bargaining agreements, certain terms prohibited in certain documents, exemptions",0,0,,,,,5,1,1
588282,2014,Regular Session 2014,SB166,"Election, photo identification, operative for 2014 General Election, Sec. 17-9-30 am'd.","Election, photo identification, operative for 2014 General Election, Sec. 17-9-30 am'd.",0,0,,,,,5,1,1
588038,2014,Regular Session 2014,SB169,"Income tax, counties and municipalities authorized to collect debt from income tax refunds, Secs. 40-18-100, 40-18-103 am'd.","Income tax, counties and municipalities authorized to collect debt from income tax refunds, Secs. 40-18-100, 40-18-103 am'd.",0,0,,,,,5,1,1
588350,2014,Regular Session 2014,SB171,"Unemployment compensation, recipient required to perform community service","Unemployment compensation, recipient required to perform community service",0,0,,,,,5,1,1
588119,2014,Regular Session 2014,SB172,"Conservation and Natural Resource Department, Rule 220-2-.146, Antlered Buck and Turkey Harvest Record, penalties","Conservation and Natural Resource Department, Rule 220-2-.146, Antlered Buck and Turkey Harvest Record, penalties",0,0,,,,,5,1,1
587926,2014,Regular Session 2014,SB175,"State Law Enforcement Agency, enforcement unit of Wildlife and Freshwater Fisheries Division, transferred to, Act 2013-67, 2013 Reg. Sess., am'd.; Sec. 41-27-6 am'd.","State Law Enforcement Agency, enforcement unit of Wildlife and Freshwater Fisheries Division, transferred to, Act 2013-67, 2013 Reg. Sess., am'd.; Sec. 41-27-6 am'd.",0,0,,,,,5,1,1
590568,2014,Regular Session 2014,SB183,"Appropriations, 2013-2014 fiscal year, Education Trust Fund, Auburn University Aviation Program and Rainy Day Account Repayment, Act 2013-264, 2013 Reg. Sess., am'd.","Appropriations, 2013-2014 fiscal year, Education Trust Fund, Auburn University Aviation Program and Rainy Day Account Repayment, Act 2013-264, 2013 Reg. Sess., am'd.",0,0,,,,,5,1,1
590800,2014,Regular Session 2014,SB187,"Schools, Alabama Accountability Act, Act 2013-64, 2013 Reg. Sess., repealed; Secs. 16-6D-1 to 16-6D-10, inclusive, repealed","Schools, Alabama Accountability Act, Act 2013-64, 2013 Reg. Sess., repealed; Secs. 16-6D-1 to 16-6D-10, inclusive, repealed",0,0,,,,,5,1,1
591046,2014,Regular Session 2014,SB189,"Massage Therapy, Board of, massage therapists further regulated, penalties increased, Secs. 34-43-3, 34-43-5, 34-43-6, 34-43-7, 34-43-9, 34-43-10, 34-43-11, 34-43-12, 34-43-14, 34-43-15, 34-43-17, 34-43-20, 34-43-21 am'd.","Massage Therapy, Board of, massage therapists further regulated, penalties increased, Secs. 34-43-3, 34-43-5, 34-43-6, 34-43-7, 34-43-9, 34-43-10, 34-43-11, 34-43-12, 34-43-14, 34-43-15, 34-43-17, 34-43-20, 34-43-21 am'd.",0,0,,,,,5,1,1
590659,2014,Regular Session 2014,SB190,"Grandparents, visitation with grandchildren, petition procedure and burden of proof established, Sec. 30-3-4.1 repealed","Grandparents, visitation with grandchildren, petition procedure and burden of proof established, Sec. 30-3-4.1 repealed",0,0,,,,,5,1,1
590480,2014,Regular Session 2014,SB193,"Criminal procedure, new classes of capital offense, Secs. 13A-5-40, 13A-5-49 am'd.","Criminal procedure, new classes of capital offense, Secs. 13A-5-40, 13A-5-49 am'd.",0,0,,,,,5,1,1
591138,2014,Regular Session 2014,SB194,"Criminal procedure, new classes of capital offense, reduce appeal time, Fair Justice Act","Criminal procedure, new classes of capital offense, reduce appeal time, Fair Justice Act",0,0,,,,,5,1,1
