bill_id,session_year,session_name,bill_number,title,description,rollcalls,mapped_rollcalls,current_axes,current_poles,authorities,taxonomy_warning,review_priority,text_documents,documents_present
873863,2016,Regular Session 2016,HB563,"Superintendent of Education, election of, required, term of office, Amendment 284 (Section 264, Recompiled Constitution of Alabama of 1901, as amended), am'd., const. amend.","Superintendent of Education, election of, required, term of office, Amendment 284 (Section 264, Recompiled Constitution of Alabama of 1901, as amended), am'd., const. amend.",0,0,,,,,5,1,1
873849,2016,Regular Session 2016,HB564,"State Superintendent of Education, election of, required, term of office, Sec. 16-4-1 am'd.","State Superintendent of Education, election of, required, term of office, Sec. 16-4-1 am'd.",0,0,,,,,5,1,1
873838,2016,Regular Session 2016,HB565,"Education, local boards of education required to establish school calendar advisory committees annually to assist in creation of school calendar","Education, local boards of education required to establish school calendar advisory committees annually to assist in creation of school calendar",0,0,,,,,5,1,1
873885,2016,Regular Session 2016,HB566,"Superintendent of Education, election of, required, term of office, Amendment 284 (Section 264, Recompiled Constitution of Alabama of 1901, as amended), am'd., const. amend.","Superintendent of Education, election of, required, term of office, Amendment 284 (Section 264, Recompiled Constitution of Alabama of 1901, as amended), am'd., const. amend.",0,0,,,,,5,1,1
873971,2016,Regular Session 2016,HB567,"Russell Co., sheriff, Sheriff Service of Process Fund, created, service of process, further provided for, sheriff may contract for service, fees, disposition of funds","Russell Co., sheriff, Sheriff Service of Process Fund, created, service of process, further provided for, sheriff may contract for service, fees, disposition of funds",0,0,,,,,5,1,1
884615,2016,First Special Session 2016,HB57,Legislative committee conducting impeachment investigation may invoke the power of circuit court to compel testimony and production of evidence,Legislative committee conducting impeachment investigation may invoke the power of circuit court to compel testimony and production of evidence,0,0,,,,,5,1,1
874462,2016,Regular Session 2016,HB571,"Taxation, sales and use tax, exemption from the sale of certain adaptive devises for the blind","Taxation, sales and use tax, exemption from the sale of certain adaptive devises for the blind",0,0,,,,,5,1,1
874682,2016,Regular Session 2016,HB572,"Houston Co., co. commission, excise tax on motor fuel, const. amend.","Houston Co., co. commission, excise tax on motor fuel, const. amend.",0,0,,,,,5,1,1
874689,2016,Regular Session 2016,HB573,"Dale Co., co. commission, excise tax on motor fuel, const. amend.","Dale Co., co. commission, excise tax on motor fuel, const. amend.",0,0,,,,,5,1,1
876357,2016,Regular Session 2016,HB574,"Minors, health services, cert. minors auth. to execute power of attorney for cert. health care purposes and advanced health care directives. Sec. 22-8-4 am'd.","Minors, health services, cert. minors auth. to execute power of attorney for cert. health care purposes and advanced health care directives. Sec. 22-8-4 am'd.",0,0,,,,,5,1,1
