bill_id,session_year,session_name,bill_number,title,description,rollcalls,mapped_rollcalls,current_axes,current_poles,authorities,taxonomy_warning,review_priority,text_documents,documents_present
1965573,2025,2025 Regular Session,HB254,"St. Clair County; mental health officer, powers and duties further provided","St. Clair County; mental health officer, powers and duties further provided",6,0,,,prior_v3_audit,,4,2,2
1965484,2025,2025 Regular Session,HB255,"Employees' Retirement System of Alabama, State Police Tier II Plan  members paid for up to 80 hours unused annual leave over 480 hours per year","Employees' Retirement System of Alabama, State Police Tier II Plan  members paid for up to 80 hours unused annual leave over 480 hours per year",4,0,,,prior_v3_audit,,4,2,2
1965465,2025,2025 Regular Session,HB258,"Primary elections, revise date in off-presidential years","Primary elections, revise date in off-presidential years",8,0,,,prior_v3_audit,,4,2,2
1966044,2025,2025 Regular Session,HB261,"Department of Insurance, surplus line brokers providing insurance not readily available by licensed agents in this state","Department of Insurance, surplus line brokers providing insurance not readily available by licensed agents in this state",3,0,,,prior_v3_audit,,4,1,1
1966303,2025,2025 Regular Session,HB262,"Department of Insurance, internal Code of Alabama 1975 citations  corrected","Department of Insurance, internal Code of Alabama 1975 citations  corrected",3,0,,,prior_v3_audit,,4,1,1
1966214,2025,2025 Regular Session,HB263,911 Fund; further provide for distribution of monies,911 Fund; further provide for distribution of monies,4,0,,,prior_v3_audit,,4,2,2
1966569,2025,2025 Regular Session,HB264,Vessel Registration; amends boater registration fees and their distribution,Vessel Registration; amends boater registration fees and their distribution,3,0,,,prior_v3_audit,,4,1,1
1968032,2025,2025 Regular Session,HB265,"Crimes and offenses, resisting arrest further provided for, enhanced penalties provided for in certain circumstances","Crimes and offenses, resisting arrest further provided for, enhanced penalties provided for in certain circumstances",5,0,,,prior_v3_audit,,4,2,2
1967993,2025,2025 Regular Session,HB266,"Restoring Educational Advancement of Completing High School (REACH) Act, providing for a nontraditional high school diploma option for students 17 years of age and older who withdraw from school through the Adult Education Division of the Alabama Community College System; to provide for the sharing of data on students who drop out of high school; and to provide that participating students are eligible for driver's licenses","Restoring Educational Advancement of Completing High School (REACH) Act, providing for a nontraditional high school diploma option for students 17 years of age and older who withdraw from school through the Adult Education Division of the Alabama Community College System; to provide for the sharing of data on students who drop out of high school; and to provide that participating students are eligible for driver's licenses",6,0,,,prior_v3_audit,,4,3,3
1969357,2025,2025 Regular Session,HB269,"Town of Morris, corporate limits altered to annex property","Town of Morris, corporate limits altered to annex property",3,0,,,prior_v3_audit,,4,1,1
1886387,2025,2025 Regular Session,HB27,Sex offenders; restricted employment and volunteer provisions further provided for,Sex offenders; restricted employment and volunteer provisions further provided for,7,0,,,prior_v3_audit,,4,3,3
1969835,2025,2025 Regular Session,HB271,"Alabama Commission on Higher Education and ReEngage Alabama Grant Program, minimum age of an adult learner decreased from 25 to 22; definition of eligible student expanded","Alabama Commission on Higher Education and ReEngage Alabama Grant Program, minimum age of an adult learner decreased from 25 to 22; definition of eligible student expanded",4,0,,,prior_v3_audit,,4,2,2
1969244,2025,2025 Regular Session,HB272,"Alabama Math and Science Teacher Education Program (AMSTEP), renamed the  Loan Assistance in Support of Educators in Alabama (LASEA) Program; providing loan assistance in acute educator shortage programs  as determined by the Alabama Commission on Higher Education in consultation with the State Department of Education","Alabama Math and Science Teacher Education Program (AMSTEP), renamed the  Loan Assistance in Support of Educators in Alabama (LASEA) Program; providing loan assistance in acute educator shortage programs  as determined by the Alabama Commission on Higher Education in consultation with the State Department of Education",3,0,,,prior_v3_audit,,4,1,1
1968899,2025,2025 Regular Session,HB273,"Hunger-Free Campus Act administered by the Alabama Commission on Higher Education, provides for the designation of qualified public two-year and four-year institutions of higher education as hunger free campuses","Hunger-Free Campus Act administered by the Alabama Commission on Higher Education, provides for the designation of qualified public two-year and four-year institutions of higher education as hunger free campuses",4,0,,,prior_v3_audit,,4,2,2
1969533,2025,2025 Regular Session,HB274,"County board of education; term of office changed from six to four years, local constitutional amendment proposed","County board of education; term of office changed from six to four years, local constitutional amendment proposed",4,0,,,prior_v3_audit,,4,1,1
1969127,2025,2025 Regular Session,HB280,"Public nuisance, actions to abate or enjoin public nuisances further provided for","Public nuisance, actions to abate or enjoin public nuisances further provided for",4,0,,,prior_v3_audit,,4,2,2
1969184,2025,2025 Regular Session,HB281,Municipal zoning boards of adjustment; to further provide for an appeals process from a final decision of the board,Municipal zoning boards of adjustment; to further provide for an appeals process from a final decision of the board,6,0,,,codex_terminal_rule|prior_v3_audit,,4,2,2
1969654,2025,2025 Regular Session,HB283,"Data privacy, processing of data regulated, consumer actions related to data authorized","Data privacy, processing of data regulated, consumer actions related to data authorized",5,0,,,prior_v3_audit,,4,2,2
1969041,2025,2025 Regular Session,HB285,"Traffic infractions, requires law enforcement to contact parent or guardian when citing minor for traffic violation","Traffic infractions, requires law enforcement to contact parent or guardian when citing minor for traffic violation",6,0,,,prior_v3_audit,,4,2,2
