bill_id,session_year,session_name,bill_number,title,description,rollcalls,mapped_rollcalls,current_axes,current_poles,authorities,taxonomy_warning,review_priority,text_documents,documents_present
417493,2012,Regular Session 2012,SB448,"Physical therapists, referral by physician or dentist, requirement removed, Secs. 34-24-191, 34-24-211, 34-24-217 am'd.","Physical therapists, referral by physician or dentist, requirement removed, Secs. 34-24-191, 34-24-211, 34-24-217 am'd.",0,0,,,,,5,1,1
417479,2012,Regular Session 2012,SB451,"Insurance Department, adjusters, public adjusters licensed and regulated, adjustment of claims on behalf of insured party, license fees, Sec. 27-4-2 am'd.","Insurance Department, adjusters, public adjusters licensed and regulated, adjustment of claims on behalf of insured party, license fees, Sec. 27-4-2 am'd.",0,0,,,,,5,1,1
417475,2012,Regular Session 2012,SB452,"Prepaid Affordable College Tuition (PACT) Program, PACT Board authorized to revise program to meet actuarial requirements, Sec. 16-33C-23 added; Secs. 16-33C-17, 16-33C-19 repealed; Secs. 16-33C-16, 16-33C-20 am'd","Prepaid Affordable College Tuition (PACT) Program, PACT Board authorized to revise program to meet actuarial requirements, Sec. 16-33C-23 added; Secs. 16-33C-17, 16-33C-19 repealed; Secs. 16-33C-16, 16-33C-20 am'd",0,0,,,,,5,1,1
417474,2012,Regular Session 2012,SB453,"Motor vehicles, distinctive tags, new categories, Revenue Department application fee process, submission limited to once annually where tag lacks required commitments, Sec. 32-6-64 am'd","Motor vehicles, distinctive tags, new categories, Revenue Department application fee process, submission limited to once annually where tag lacks required commitments, Sec. 32-6-64 am'd",0,0,,,,,5,1,1
417469,2012,Regular Session 2012,SB454,"Insurance Department, required to collect information from insurance companies on homeowners insurance policies and premiums and post aggregate information on website, penalties for insurance companies not in compliance, Property Insurance Clarity Act","Insurance Department, required to collect information from insurance companies on homeowners insurance policies and premiums and post aggregate information on website, penalties for insurance companies not in compliance, Property Insurance Clarity Act",0,0,,,,,5,1,1
417468,2012,Regular Session 2012,SB455,"Uniform Parentage Act, assisted reproduction, spouse of married man or woman regarding to consent to donation of sperm or eggs, Sec. 26-17-704 am'd","Uniform Parentage Act, assisted reproduction, spouse of married man or woman regarding to consent to donation of sperm or eggs, Sec. 26-17-704 am'd",0,0,,,,,5,1,1
417461,2012,Regular Session 2012,SB457,"Court reporters, contracts for providing court reporting services, further provided for","Court reporters, contracts for providing court reporting services, further provided for",0,0,,,,,5,1,1
417454,2012,Regular Session 2012,SB458,"Highways, Bridges, and Roads, civil liability of engineer or entity constructing with state or county or municipality abated as provided by common law","Highways, Bridges, and Roads, civil liability of engineer or entity constructing with state or county or municipality abated as provided by common law",0,0,,,,,5,1,1
367100,2012,Regular Session 2012,SB46,"Comptroller, establishment and maintenance of statewide database for bids or proposals for public contracts, required, database accessible through Internet","Comptroller, establishment and maintenance of statewide database for bids or proposals for public contracts, required, database accessible through Internet",0,0,,,,,5,1,1
419519,2012,Regular Session 2012,SB460,"Insurance, title insurance agents, qualifications and procedures for licensing, written examination, continuing education requirements, Commissioner of Insurance promulgate rules, exceptions, Secs. 27-25-3, 27-25-4 am'd; Secs. 27-25-4.1, 27-25-4.2, 27-25-4.3, 27-25-4.4, 27-25-4.5, 27-25-4.6, 27-25-4.7, 27-25-4.8 added","Insurance, title insurance agents, qualifications and procedures for licensing, written examination, continuing education requirements, Commissioner of Insurance promulgate rules, exceptions, Secs. 27-25-3, 27-25-4 am'd; Secs. 27-25-4.1, 27-25-4.2, 27-25-4.3, 27-25-4.4, 27-25-4.5, 27-25-4.6, 27-25-4.7, 27-25-4.8 added",0,0,,,,,5,1,1
419994,2012,Regular Session 2012,SB465,"Courts, Judicial Inquiry Commission and Court of Judiciary, term limit provided for, const. amend.","Courts, Judicial Inquiry Commission and Court of Judiciary, term limit provided for, const. amend.",0,0,,,,,5,1,1
419986,2012,Regular Session 2012,SB467,"Manufactured homes, decal attached as evidence of ad valorem tax payment repealed, Sec. 40-12-255 am'd","Manufactured homes, decal attached as evidence of ad valorem tax payment repealed, Sec. 40-12-255 am'd",0,0,,,,,5,1,1
419984,2012,Regular Session 2012,SB468,"Housing Authorities, bonds, interest on bonds to be paid according to terms of resolution or its trust indenture or mortgage, bonds sold as determined by authority, 10 days notice required for public sale, Sec. 24-1-32 am'd","Housing Authorities, bonds, interest on bonds to be paid according to terms of resolution or its trust indenture or mortgage, bonds sold as determined by authority, 10 days notice required for public sale, Sec. 24-1-32 am'd",0,0,,,,,5,1,1
419981,2012,Regular Session 2012,SB469,"Board of Adjustment, State, limitation for certain claims affected by Ex Parte Hale County Board of Education extended, Sec. 41-9-65 am'd.","Board of Adjustment, State, limitation for certain claims affected by Ex Parte Hale County Board of Education extended, Sec. 41-9-65 am'd.",0,0,,,,,5,1,1
420134,2012,Regular Session 2012,SB472,"Court reporters, professional standards of practices, firm registration, renewal and reinstatement of licenses of court reporting firms, grounds for denial, suspension or revocation of certificate or license, registration and fines, Ethics for Court Reporters Act","Court reporters, professional standards of practices, firm registration, renewal and reinstatement of licenses of court reporting firms, grounds for denial, suspension or revocation of certificate or license, registration and fines, Ethics for Court Reporters Act",0,0,,,,,5,1,1
420139,2012,Regular Session 2012,SB475,"Accomplice testimony, Sec. 12-21-222 repealed","Accomplice testimony, Sec. 12-21-222 repealed",0,0,,,,,5,1,1
420145,2012,Regular Session 2012,SB478,"Beef, labeling and notice of presence of lean finely textured beef products, Public Health and Agriculture and Industries, rules, civil penalties","Beef, labeling and notice of presence of lean finely textured beef products, Public Health and Agriculture and Industries, rules, civil penalties",0,0,,,,,5,1,1
420146,2012,Regular Session 2012,SB479,"Insurance, Title 27, certain sections, repealed","Insurance, Title 27, certain sections, repealed",0,0,,,,,5,1,1
420151,2012,Regular Session 2012,SB480,"Insurance, Title 27, certain sections, repealed","Insurance, Title 27, certain sections, repealed",0,0,,,,,5,1,1
420152,2012,Regular Session 2012,SB481,"Insurance, Title 27, certain sections, repealed","Insurance, Title 27, certain sections, repealed",0,0,,,,,5,1,1
420153,2012,Regular Session 2012,SB482,"Insurance, Title 27, certain sections, repealed","Insurance, Title 27, certain sections, repealed",0,0,,,,,5,1,1
420154,2012,Regular Session 2012,SB483,"Insurance, Title 27, certain sections, repealed","Insurance, Title 27, certain sections, repealed",0,0,,,,,5,1,1
420155,2012,Regular Session 2012,SB484,"Insurance, Title 27, certain sections, repealed","Insurance, Title 27, certain sections, repealed",0,0,,,,,5,1,1
420157,2012,Regular Session 2012,SB485,"Service animals, to be certified by trainer and service certificate provided to principal or headmaster of K-12 school before allowed on property, Sec. 21-7-4 am'd; Act 2011-578, 2011 Reg. Sess., am'd","Service animals, to be certified by trainer and service certificate provided to principal or headmaster of K-12 school before allowed on property, Sec. 21-7-4 am'd; Act 2011-578, 2011 Reg. Sess., am'd",0,0,,,,,5,1,1
420287,2012,Regular Session 2012,SB488,"County jail, grand jury inspections, minimum number each year required, Sec. 12-16-191 am'd.","County jail, grand jury inspections, minimum number each year required, Sec. 12-16-191 am'd.",0,0,,,,,5,1,1
420294,2012,Regular Session 2012,SB489,"State Government, audits by Examiners of Public Accounts, payment for audit by agency board, or department being audited, cost set by department, Secs. 41-5-14, 41-5-24 am'd","State Government, audits by Examiners of Public Accounts, payment for audit by agency board, or department being audited, cost set by department, Secs. 41-5-14, 41-5-24 am'd",0,0,,,,,5,1,1
420299,2012,Regular Session 2012,SB490,"Motor vehicles, security interests, older model vehicles, time before considered satisfied reduced, Sec. 32-8-64.2 am'd","Motor vehicles, security interests, older model vehicles, time before considered satisfied reduced, Sec. 32-8-64.2 am'd",0,0,,,,,5,1,1
420307,2012,Regular Session 2012,SB491,"State employees, Chief Executive Officer of the Alabama State Employees Insurance Board may approve group insurance offerings","State employees, Chief Executive Officer of the Alabama State Employees Insurance Board may approve group insurance offerings",0,0,,,,,5,1,1
420313,2012,Regular Session 2012,SB492,"Marriage dissolution education programs, participation is required for certain parties in marital dissolution actions with minor children; program requirements established, indigency","Marriage dissolution education programs, participation is required for certain parties in marital dissolution actions with minor children; program requirements established, indigency",0,0,,,,,5,1,1
