historical_war_run_id,war_outcome_id,state_code,cycle,chamber,district,canonical_party,candidate_result_id,source_candidate_name,candidate_name,votes,incumbent,winner,candidate_cycle_war,candidate_raw_gap,candidate_structural_expected_gap,score_identification,display_name_source
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-E5EEA5BF5CCE7852679B,AL,2018,lower,20,D,AL-2018-house-20-D-LINDA-MEIGS,Linda Meigs,Linda Meigs,8527,0,0,4.583868863349162,1.3153311919943391,-3.268537671354823,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-E5EEA5BF5CCE7852679B,AL,2018,lower,20,R,AL-2018-house-20-R-HOWARD-SANDERFORD,Howard Sanderford,Howard Sanderford,14589,1,1,-4.583868863349162,-1.3153311919943391,3.268537671354823,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-34EE5783CB4445CF2EF9,AL,2018,lower,21,D,AL-2018-house-21-D-TERRY-JONES,Terry Jones,Terry Jones,8391,0,0,-4.434947607185774,-9.821840857063249,-5.386893249877475,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-34EE5783CB4445CF2EF9,AL,2018,lower,21,R,AL-2018-house-21-R-REX-REYNOLDS,Rex Reynolds,Rex Reynolds,13311,1,1,4.434947607185774,9.821840857063249,5.386893249877475,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-0B11BB069581CB67A433,AL,2018,lower,27,D,AL-2018-house-27-D-BILL-JONES,Bill Jones,Bill Jones,2456,0,0,-13.62331856760196,-0.8329961802433274,12.790322387358632,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-0B11BB069581CB67A433,AL,2018,lower,27,R,AL-2018-house-27-R-WES-KITCHENS,Wes Kitchens,Wes Kitchens,13245,0,1,13.62331856760196,0.8329961802433274,-12.790322387358632,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-4534A50A3F0C32B00D0C,AL,2018,lower,28,D,AL-2018-house-28-D-KYLE-PIERCE,Kyle Pierce,Kyle Pierce,5731,0,0,4.764657426558552,5.758075127789168,0.9934177012306152,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-4534A50A3F0C32B00D0C,AL,2018,lower,28,R,AL-2018-house-28-R-GIL-F-ISBELL,Gil F. Isbell,Gil Isbell,7091,0,1,-4.764657426558552,-5.758075127789168,-0.9934177012306152,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-63B16F2F0D91F0512B10,AL,2018,lower,29,D,AL-2018-house-29-D-JARED-MILLICAN,Jared Millican,Jared Vaughn,3032,0,0,0.874373498779609,8.189223853845661,7.314850355066052,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-63B16F2F0D91F0512B10,AL,2018,lower,29,R,AL-2018-house-29-R-BECKY-NORDGREN,Becky Nordgren,Becky Nordgren,11528,1,1,-0.874373498779609,-8.189223853845661,-7.314850355066052,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-2FA078E1F83959C3BEEF,AL,2018,lower,3,D,AL-2018-house-3-D-CHAD-YOUNG,Chad Young,Chad Young,8540,0,0,12.72899247381039,13.871703158844564,1.1427106850341744,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-2FA078E1F83959C3BEEF,AL,2018,lower,3,R,AL-2018-house-3-R-ANDREW-SORRELL,Andrew Sorrell,Andrew Sorrell,9448,0,1,-12.72899247381039,-13.871703158844564,-1.1427106850341744,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-CD34A37642F7D3251CD7,AL,2018,lower,30,D,AL-2018-house-30-D-JARED-VAUGHN,Jared Vaughn,Jared Vaughn,2931,0,0,-10.230363905943502,2.3712209180790467,12.601584824022549,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-CD34A37642F7D3251CD7,AL,2018,lower,30,R,AL-2018-house-30-R-B-CRAIG-LIPSCOMB,B. Craig Lipscomb,B. Craig Lipscomb,13779,0,1,10.230363905943502,-2.3712209180790467,-12.601584824022549,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-EB1E9CDC394519857DB2,AL,2018,lower,32,D,AL-2018-house-32-D-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,Barbara Boyd,7761,1,1,3.157682072607208,8.76780183195456,5.610119759347353,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-EB1E9CDC394519857DB2,AL,2018,lower,32,R,AL-2018-house-32-R-JAMES-ALLEN-LLOYD,James Allen Lloyd,James Allen Lloyd,4513,0,0,-3.157682072607208,-8.76780183195456,-5.610119759347353,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-F64FC5C1463801ACAFA3,AL,2018,lower,33,D,AL-2018-house-33-D-SCOTT-BREWER,Scott Brewer,Scott Brewer,4928,0,0,0.3464627549691346,-1.0904257275877924,-1.436888482556927,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-F64FC5C1463801ACAFA3,AL,2018,lower,33,R,AL-2018-house-33-R-RON-JOHNSON,Ron Johnson,Ronald Johnson,10155,1,1,-0.3464627549691346,1.0904257275877924,1.436888482556927,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-A2D88A443A08A5EA5804,AL,2018,lower,36,D,AL-2018-house-36-D-NICKI-ARNOLD-SWINDLE,Nicki Arnold-Swindle,Nicki Arnold-Swindle,4256,0,0,-3.194554723793211,-3.775042148130439,-0.5804874243372277,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-A2D88A443A08A5EA5804,AL,2018,lower,36,R,AL-2018-house-36-R-RANDY-WOOD,Randy Wood,Randy Wood,11399,1,1,3.194554723793211,3.775042148130439,0.5804874243372277,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-711FC1A2417B12059371,AL,2018,lower,37,D,AL-2018-house-37-D-CHARLOTTE-A-CLARK-FRIESON,Charlotte A. Clark-Frieson,Charlotte A. Clark-Frieson,4505,0,0,-3.6744376409408974,-4.086500493421347,-0.4120628524804491,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-711FC1A2417B12059371,AL,2018,lower,37,R,AL-2018-house-37-R-BOB-FINCHER,Bob Fincher,Bob Fincher,11153,1,1,3.6744376409408974,4.086500493421347,0.4120628524804491,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-83E6477F86FF9ACD255B,AL,2018,lower,38,D,AL-2018-house-38-D-BRIAN-MCGEE,Brian McGee,Brian McGee,4944,0,0,-5.723700453824521,-1.3926164530273368,4.331084000797184,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-83E6477F86FF9ACD255B,AL,2018,lower,38,R,AL-2018-house-38-R-DEBBIE-HAMBY-WOOD,Debbie Hamby Wood,Debbie Hamby Wood,11151,0,1,5.723700453824521,1.3926164530273368,-4.331084000797184,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-95F32D69686B6CFA1219,AL,2018,lower,4,D,AL-2018-house-4-D-JO-ANN-CUMMINGS,Jo Ann Cummings,Jo Ann Cummings,4325,0,0,-8.397014465420465,-4.249050499408568,4.147963966011896,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-95F32D69686B6CFA1219,AL,2018,lower,4,R,AL-2018-house-4-R-PARKER-DUNCAN-MOORE,Parker Duncan Moore,Parker Moore,11074,0,1,8.397014465420465,4.249050499408568,-4.147963966011896,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-A6E469FF7C193CB30C08,AL,2018,lower,40,D,AL-2018-house-40-D-PAMELA-JEAN-HOWARD,Pamela Jean Howard,Pamela Jean Howard,3819,0,0,-2.3680046930599,-1.156329445946362,1.211675247113538,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-A6E469FF7C193CB30C08,AL,2018,lower,40,R,AL-2018-house-40-R-KOVEN-K-L-BROWN,"Koven ""K.L."" Brown",K. L. Brown,11188,1,1,2.3680046930599,1.156329445946362,-1.211675247113538,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-745E97831C752256E0D7,AL,2018,lower,41,D,AL-2018-house-41-D-EMILY-ANNE-MARCUM,Emily Anne Marcum,Emily Anne Marcum,4610,0,0,-2.100833066196645,-0.0561110478458175,2.0447220183508272,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-745E97831C752256E0D7,AL,2018,lower,41,R,AL-2018-house-41-R-CORLEY-ELLIS,Corley Ellis,Corley Ellis,14088,1,1,2.100833066196645,0.0561110478458175,-2.0447220183508272,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-45C77278A9EFF958B377,AL,2018,lower,43,D,AL-2018-house-43-D-CARIN-MAYO,Carin Mayo,Carin Mayo,5847,0,0,0.7260290798577663,1.535556861049315,0.8095277811915488,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-45C77278A9EFF958B377,AL,2018,lower,43,R,AL-2018-house-43-R-ARNOLD-G-MOONEY-II,Arnold G. Mooney II,Arnold Mooney,15035,1,1,-0.7260290798577663,-1.535556861049315,-0.8095277811915488,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-B8B4955F7DCEEC533930,AL,2018,lower,45,D,AL-2018-house-45-D-JENN-GRAY,Jenn Gray,Jenn Gray,7148,0,0,3.938954257280018,4.292418915850199,0.3534646585701808,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-B8B4955F7DCEEC533930,AL,2018,lower,45,R,AL-2018-house-45-R-DICKIE-DRAKE,Dickie Drake,Dickie Drake,13669,1,1,-3.938954257280018,-4.292418915850199,-0.3534646585701808,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-F5BE3F8F42DB66846F81,AL,2018,lower,46,D,AL-2018-house-46-D-FELICIA-STEWART,Felicia Stewart,Felicia Stewart,8445,0,0,4.117461506977761,5.163561654715917,1.046100147738156,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-F5BE3F8F42DB66846F81,AL,2018,lower,46,R,AL-2018-house-46-R-DAVID-FAULKNER,David Faulkner,David Faulkner,13341,1,1,-4.117461506977761,-5.163561654715917,-1.046100147738156,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-B869A8F443CC63FFCB70,AL,2018,lower,47,D,AL-2018-house-47-D-JIM-TOOMEY,Jim Toomey,Jim Toomey,7721,0,0,3.7487300068033615,7.320309182645959,3.571579175842597,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-B869A8F443CC63FFCB70,AL,2018,lower,47,R,AL-2018-house-47-R-DAVID-WHEELER,David Wheeler,David Wheeler,9170,0,1,-3.7487300068033615,-7.320309182645959,-3.571579175842597,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-87099FC87DAE60980D27,AL,2018,lower,48,D,AL-2018-house-48-D-ALLI-SUMMERFORD,Alli Summerford,Alli Summerford,7832,0,0,6.689936011837859,10.086054719559904,3.396118707722045,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-87099FC87DAE60980D27,AL,2018,lower,48,R,AL-2018-house-48-R-JIM-CARNS,Jim Carns,Jim Carns,14789,1,1,-6.689936011837859,-10.086054719559904,-3.396118707722045,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-442DED690B460960AF9A,AL,2018,lower,5,D,AL-2018-house-5-D-BRIAN-D-WILLIAMS,Brian D Williams,Brian D Williams,4725,0,0,-2.592377550495617,-3.4944827980876028,-0.9021052475919856,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-442DED690B460960AF9A,AL,2018,lower,5,R,AL-2018-house-5-R-DANNY-F-CRAWFORD,Danny F. Crawford,Danny Crawford,12395,1,1,2.592377550495617,3.4944827980876028,0.9021052475919856,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-F4AD795E4D6FC318967C,AL,2018,lower,51,D,AL-2018-house-51-D-VERONICA-R-JOHNSON,Veronica R. Johnson,Veronica R. Johnson,3174,0,0,-15.709757425478536,-3.0795132660959794,12.630244159382556,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-F4AD795E4D6FC318967C,AL,2018,lower,51,R,AL-2018-house-51-R-ALLEN-TREADAWAY,Allen Treadaway,Allen Treadaway,15390,1,1,15.709757425478536,3.0795132660959794,-12.630244159382556,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-46BCD48A7B5449467D90,AL,2018,lower,61,D,AL-2018-house-61-D-THOMAS-TOMMY-HYCHE,"Thomas ""Tommy"" Hyche","Thomas ""Tommy"" Hyche",6491,0,0,10.70351684288972,20.44554172506697,9.74202488217725,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-46BCD48A7B5449467D90,AL,2018,lower,61,R,AL-2018-house-61-R-RODNEY-SULLIVAN,Rodney Sullivan,Rodney Sullivan,12407,0,1,-10.70351684288972,-20.44554172506697,-9.74202488217725,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-7EF86918AE651AED6EB1,AL,2018,lower,62,D,AL-2018-house-62-D-WILL-BENTON,Will Benton,Will Benton,5265,0,0,-0.3996631297173802,-8.52331858609103,-8.12365545637365,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-7EF86918AE651AED6EB1,AL,2018,lower,62,R,AL-2018-house-62-R-RICH-WINGO,Rich Wingo,Rich Wingo,11282,1,1,0.3996631297173802,8.52331858609103,8.12365545637365,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-4A3E708C6AA21EEABE58,AL,2018,lower,64,D,AL-2018-house-64-D-AMBER-SELMAN-LYNN,Amber Selman-Lynn,Amber Selman-Lynn,4022,0,0,-0.6656240116222456,2.9523899931403506,3.618014004762596,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-4A3E708C6AA21EEABE58,AL,2018,lower,64,R,AL-2018-house-64-R-HARRY-SHIVER,Harry Shiver,Harry Shiver,13030,1,1,0.6656240116222456,-2.9523899931403506,-3.618014004762596,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-23A79CB5A361F02C8F88,AL,2018,lower,65,D,AL-2018-house-65-D-ELAINE-BEECH,Elaine Beech,Elaine Beech,9010,1,0,22.25698363514672,33.908142933710835,11.65115929856412,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-23A79CB5A361F02C8F88,AL,2018,lower,65,R,AL-2018-house-65-R-BRETT-EASTERBROOK,Brett Easterbrook,Brett Easterbrook,10095,0,1,-22.25698363514672,-33.908142933710835,-11.65115929856412,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-2FE769CF51BA73B5BB67,AL,2018,lower,66,D,AL-2018-house-66-D-SUSAN-E-SMITH,Susan E. Smith,Susan E. Smith,4008,0,0,0.0164638466284459,1.627416219658251,1.610952373029805,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-2FE769CF51BA73B5BB67,AL,2018,lower,66,R,AL-2018-house-66-R-ALAN-BAKER,Alan Baker,Alan Baker,10431,1,1,-0.0164638466284459,-1.627416219658251,-1.610952373029805,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-3283E57DCE691AE7F22C,AL,2018,lower,7,D,AL-2018-house-7-D-KENNETH-A-BRACKINS,Kenneth A. Brackins,Kenneth A. Brackins,3592,0,0,1.9552408464700424,13.406375673864773,11.45113482739473,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-3283E57DCE691AE7F22C,AL,2018,lower,7,R,AL-2018-house-7-R-PRONCEY-ROBERTSON,Proncey Robertson,Proncey Robinson,10892,0,1,-1.9552408464700424,-13.406375673864773,-11.45113482739473,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-CDFDC4BB0B2FA0329897,AL,2018,lower,73,D,AL-2018-house-73-D-JACK-JACOBS,Jack Jacobs,Jack Jacobs,5772,0,0,-0.1169424111347199,-1.9647567644443316,-1.8478143533096116,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-CDFDC4BB0B2FA0329897,AL,2018,lower,73,R,AL-2018-house-73-R-MATT-FRIDY,Matt Fridy,Matt Fridy,12913,1,1,0.1169424111347199,1.9647567644443316,1.8478143533096116,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-3B4C5F8A590A0BDA2FA6,AL,2018,lower,74,D,AL-2018-house-74-D-RAYFORD-MACK,Rayford Mack,Rayford Mack,6160,0,0,-14.096421973458982,-15.56478948058318,-1.4683675071241995,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-3B4C5F8A590A0BDA2FA6,AL,2018,lower,74,R,AL-2018-house-74-R-DIMITRI-POLIZOS,Dimitri Polizos,Dimitri Polizos,9449,1,1,14.096421973458982,15.56478948058318,1.4683675071241995,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-7B563370438E976C13D7,AL,2018,lower,79,D,AL-2018-house-79-D-MARY-WYNNE-KLING,Mary Wynne Kling,Mary Wynne Kling,7015,0,0,-9.61270024826888,-15.509465010221133,-5.89676476195225,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-7B563370438E976C13D7,AL,2018,lower,79,R,AL-2018-house-79-R-JOE-LOVVORN,Joe Lovvorn,Joe Lovvorn,9717,1,1,9.61270024826888,15.509465010221133,5.89676476195225,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-9531E1503E2C6D7A510D,AL,2018,lower,8,D,AL-2018-house-8-D-BILLY-JACKSON,Billy Jackson,Billy Jackson,5469,0,0,4.186809276505197,0.6386637711439107,-3.548145505361286,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-9531E1503E2C6D7A510D,AL,2018,lower,8,R,AL-2018-house-8-R-TERRI-COLLINS,Terri Collins,Terri Collins,8803,1,1,-4.186809276505197,-0.6386637711439107,3.548145505361286,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-F411016AC53A31B1CD30,AL,2018,lower,80,D,AL-2018-house-80-D-CHRISTOPHER-F-APOSTLE-DAVIS,"Christopher F. ""Apostle"" Davis","Christopher F. ""Apostle"" Davis",3407,0,0,-8.554545512945534,-10.160829095461564,-1.6062835825160304,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-F411016AC53A31B1CD30,AL,2018,lower,80,R,AL-2018-house-80-R-CHRIS-E-BLACKSHEAR,Chris E. Blackshear,Chris Blackshear,8506,1,1,8.554545512945534,10.160829095461564,1.6062835825160304,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-A7C09831957E2EAAD300,AL,2018,lower,81,D,AL-2018-house-81-D-JEREMY-J-J-JEFFCOAT,"Jeremy ""J.J."" Jeffcoat","Jeremy ""J.J."" Jeffcoat",4697,0,0,-5.505781644783276,1.420879645087055,6.926661289870332,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-A7C09831957E2EAAD300,AL,2018,lower,81,R,AL-2018-house-81-R-ED-OLIVER,Ed Oliver,Ed Oliver,12823,0,1,5.505781644783276,-1.420879645087055,-6.926661289870332,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-45EC0B380AAEA007C2DF,WAROUT-F6BB88E58921CE9EC58D,AL,2018,lower,83,D,AL-2018-house-83-D-JEREMY-MR-EYG-GRAY,"Jeremy ""Mr. Eyg"" Gray",Jeremy Gray,8943,0,1,9.260593846977285,10.155489914106129,0.8948960671288437,race_differential_party_orientation,archived_election_page_exact_race_vote_match
