cycle,chamber,district,legislative_dem_margin,baseline_ensemble_margin,headline_cmo,expected_margin_context,context_cmo,within_cycle_cmo,context_extrapolation_delta
1998,house,18,15.598885793871869,15.088572826551172,0.5103129673206972,68.40100131905075,-52.80211552517888,-46.20765385827855,-53.31242849249958
2006,senate,8,19.347826086956523,-6.2765767283592595,25.624402815315783,36.03998564882895,-16.69215956187243,-26.740387863671515,-42.31656237718821
1994,house,17,24.43504884093891,6.626120335461465,17.808928505477446,34.38846450369331,-9.953415662754397,-6.991649066318294,-27.76234416823184
1994,house,7,4.624228590751543,7.549700893279578,-2.9254723025280347,34.627968064377534,-30.00373947362599,-27.04197287718989,-27.078267171097956
1994,house,27,8.452162829602486,-18.289039157100177,26.741201986702663,8.419026754075958,0.0331360755265279,2.9949026719626293,-26.708065911176135
1994,house,12,4.335786635575311,-12.686889903539722,17.022676539115032,13.875184089961373,-9.539397454386062,-6.577630857949961,-26.562073993501095
1994,senate,9,14.779200097997183,-9.01806172157211,23.797261819569293,17.46972842594834,-2.6905283279511565,-1.2314120298584494,-26.48779014752045
1994,house,26,17.011539992041385,-4.089825638698969,21.101365630740354,22.03460441560756,-5.023064423566176,-2.0612978271300744,-26.12443005430653
1994,house,28,33.98559103442142,13.47390024365177,20.51169079076965,39.56938251120252,-5.583791476781101,-2.622024880345,-26.09548226755075
1994,house,105,-8.083518021696023,-20.973533433375323,12.8900154116793,5.098142057991673,-13.181660079687695,-10.219893483251594,-26.071675491366996
1994,senate,10,-12.973790035079714,5.646147399447827,-18.619937434527543,31.361394286171915,-44.33518432125163,-42.87606802315892,-25.71524688672409
1994,house,96,17.82044628956928,-12.169910355270304,29.990356644839583,13.402913463362566,4.417532826206713,7.379299422642815,-25.57282381863287
1994,house,29,48.27875734676742,13.807665897314592,34.47109144945283,39.20598729707798,9.07277004968944,12.03453664612554,-25.39832139976339
2010,senate,17,-62.41675392670157,-54.25150531667587,-8.1652486100257,-29.31306695722296,-33.1036869694786,-34.60006797993404,-24.938438359452903
1994,house,66,18.428089757005,-0.8391671293550189,19.26725688636002,23.81215291363549,-5.384063156630489,-2.422296560194388,-24.65132004299051
1994,senate,22,23.16155004455917,0.4138348924711295,22.74771515208804,25.057050063062785,-1.8955000185036115,-0.4363837204109042,-24.643215170591652
1994,house,30,8.610295254289689,-7.220986115244472,15.83128136953416,16.884767906899008,-8.274472652609319,-5.312706056173218,-24.10575402214348
1994,house,65,31.227799227799228,10.749189980185307,20.47860924761392,34.65224932905892,-3.42445010125969,-0.4626835048235893,-23.90305934887361
1998,senate,8,24.502750740584,10.284096503924815,14.218654236659184,34.00268485915436,-9.49993411857036,1.489010167055195,-23.718588355229542
1994,house,95,-38.500275395389096,-40.195406032520424,1.695130637131328,-17.206682155756447,-21.29359323963265,-18.33182664319655,-22.988723876763977
1994,house,35,-3.633587786259542,-7.305198934991424,3.671611148731882,15.59517318035288,-19.228760966612423,-16.26699437017632,-22.900372115344304
1994,house,64,28.83507306889353,-8.552525857955985,37.38759892684951,14.30456613675832,14.530506932135207,17.49227352857131,-22.857091994714306
1994,senate,35,14.834886350345045,-9.078974351556354,23.9138607019014,13.72778658026814,1.1070997700769034,2.5662160681696102,-22.806760931824495
1998,senate,6,34.39779327904941,7.89316323053427,26.50463004851514,30.254996712940645,4.142796566108764,15.131740851734316,-22.361833482406375
1994,senate,32,-38.46277838970529,-33.75694117099046,-4.705837218714834,-11.64143420451644,-26.821344185188853,-25.362227887096147,-22.11550696647402
1998,house,23,35.30510585305106,25.016871018408295,10.288234834642765,46.99515243040398,-11.690046577352916,-5.09558491045259,-21.97828141199568
1994,senate,12,14.710894013404522,1.8298313389239667,12.881062674480555,23.06051305919462,-8.349619045790098,-6.890502747697391,-21.230681720270653
2014,senate,4,-47.21189591078067,-52.44767176536844,5.2357758545877715,-31.31874705324776,-15.893148857532909,-8.341571441817873,-21.12892471212068
1994,house,104,-18.6879667265337,-31.73068094549012,13.042714218956423,-10.91646759132363,-7.7714991352100675,-4.809732538773966,-20.81421335416649
2014,house,17,-32.21109334231125,-44.63662972740302,12.425536385091767,-23.830013638673478,-8.381079703637777,-5.932364804658452,-20.806616088729545
2014,house,7,-4.464516129032258,-38.465820804949765,34.00130467591751,-17.832795773381466,13.368279644349208,15.816994543328532,-20.6330250315683
1998,house,17,42.89933929265449,4.562170582983057,38.33716870967143,25.16882949454427,17.73050979811022,24.324971465010545,-20.60665891156121
2010,senate,5,-46.566622186248985,-36.283512885411064,-10.283109300837921,-15.678191189019335,-30.888430997229648,-32.384812007685085,-20.605321696391727
2002,senate,4,26.241024846324702,-15.532106313464922,41.77313115978963,4.789260748960686,21.451764097364016,8.689229755406522,-20.32136706242561
1994,house,42,36.36920251033216,-13.476720017613303,49.84592252794546,6.789709064332335,29.579493445999823,32.54126004243592,-20.26642908194564
1998,senate,3,47.34007079464424,6.226623687194746,41.113447107449495,26.386321869657223,20.953748924987018,31.94269321061257,-20.159698182462478
2014,senate,10,-3.458951003155325,-31.002895666261182,27.543944663105858,-10.897105169423458,7.438154166268132,14.989731581983166,-20.105790496837727
