cycle,chamber,district,NAME,CVAP_TOT24,CVAPTOTMOE,cvap_total_moe_ratio,cvap_white_nh_share,cvap_nonwhite_share,cvap_black_nh_share,cvap_hispanic_share,cvap_other_nonwhite_share,source
2026,house,1,"State House District 1 (2024), Alabama",39529,1204,0.030458650610943865,0.8844898681980318,0.11551013180196823,0.0653191327885856,0.01816387968327051,0.03202711933011207,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,2,"State House District 2 (2024), Alabama",39621,1448,0.03654627596476616,0.8952828045733323,0.10471719542666769,0.04590999722369451,0.02324524873173317,0.03556194947124,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,3,"State House District 3 (2024), Alabama",39000,992,0.025435897435897435,0.7267692307692307,0.2732307692307693,0.22056410256410255,0.026487179487179487,0.02617948717948718,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,4,"State House District 4 (2024), Alabama",37956,1729,0.04555274528401307,0.7451786278849194,0.2548213721150806,0.14643271156075455,0.06246706713036147,0.04592159342396459,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,5,"State House District 5 (2024), Alabama",42221,1505,0.03564576869330428,0.7836147888491509,0.21638521115084908,0.14822008005494897,0.03251936240259586,0.03564576869330428,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,6,"State House District 6 (2024), Alabama",40077,1850,0.04616113980587369,0.7320158694513063,0.26798413054869374,0.18970980861840955,0.03428400329365971,0.0439903186366245,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,7,"State House District 7 (2024), Alabama",36530,875,0.023952915411990145,0.7503421845058855,0.24965781549411448,0.1448124828907747,0.017492471940870516,0.08735286066246921,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,8,"State House District 8 (2024), Alabama",33555,1474,0.04392787960065564,0.6818655938012219,0.3181344061987781,0.21814930710773356,0.06461034123081508,0.03537475786022947,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,9,"State House District 9 (2024), Alabama",34528,1202,0.034812326227988875,0.9184140407784986,0.08158595922150136,0.028817191844300278,0.016971733086190918,0.035797034291010194,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,10,"State House District 10 (2024), Alabama",37544,1715,0.045679735776688685,0.6625825697847858,0.3374174302152142,0.21425527381206053,0.050367568719369274,0.07279458768378436,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,11,"State House District 11 (2024), Alabama",37606,1418,0.037706748923044195,0.9186565973514864,0.08134340264851359,0.008402914428548635,0.043264372706483006,0.029676115513481892,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,12,"State House District 12 (2024), Alabama",36759,1003,0.027285834761554995,0.9463804782502244,0.05361952174977558,0.013275660382491363,0.017329089474686473,0.02301477189259773,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,13,"State House District 13 (2024), Alabama",36111,752,0.020824679460552185,0.9016920052061699,0.09830799479383012,0.05970479909168951,0.0175292847054914,0.02107391099664922,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,14,"State House District 14 (2024), Alabama",38040,1157,0.030415352260778128,0.9520241850683491,0.04797581493165093,0.020084121976866456,0.00749211356466877,0.020399579390115666,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,15,"State House District 15 (2024), Alabama",36566,1783,0.04876114423234699,0.6408412186183887,0.3591587813816113,0.2886561286440956,0.027183722583821037,0.04331893015369469,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,16,"State House District 16 (2024), Alabama",36260,1644,0.045339216767788196,0.8866519580805295,0.11334804191947045,0.07625482625482626,0.008963044677330391,0.028130170987313845,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,17,"State House District 17 (2024), Alabama",36760,327,0.008895538628944506,0.9075081610446137,0.09249183895538626,0.055059847660500545,0.021300326441784548,0.016131664853101198,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,18,"State House District 18 (2024), Alabama",32575,899,0.02759785111281658,0.8683039140445127,0.13169608595548732,0.04644666155026861,0.0666768994627782,0.01857252494244052,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,19,"State House District 19 (2024), Alabama",43771,2288,0.05227205227205227,0.43170135477827787,0.5682986452217221,0.49731557423865114,0.03150487765872381,0.03947819332434717,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,20,"State House District 20 (2024), Alabama",39459,1550,0.039281279302567224,0.8667731062621962,0.13322689373780383,0.037557971565422336,0.042677209255176256,0.0529917129172052,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,21,"State House District 21 (2024), Alabama",42734,1732,0.040529788926849816,0.7700425890391726,0.22995741096082745,0.1356999110778303,0.030607946833902746,0.06364955304909439,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,22,"State House District 22 (2024), Alabama",36639,1723,0.04702639264172057,0.8552362236960616,0.14476377630393844,0.079587324981577,0.02349954966019815,0.04167690166216327,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,23,"State House District 23 (2024), Alabama",39405,401,0.010176373556655247,0.9040730871716787,0.09592691282832133,0.033295267098084,0.01811952797868291,0.04451211775155437,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,24,"State House District 24 (2024), Alabama",36309,861,0.02371312897628687,0.8913492522515079,0.10865074774849215,0.016855325126001817,0.04869316147511636,0.04310226114737393,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,25,"State House District 25 (2024), Alabama",38600,1772,0.045906735751295336,0.6869689119170984,0.3130310880829016,0.1916062176165803,0.0538860103626943,0.06753886010362695,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,26,"State House District 26 (2024), Alabama",31280,913,0.029187979539641945,0.8373401534526854,0.16265984654731458,0.022538363171355498,0.11751918158567774,0.022602301790281328,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,27,"State House District 27 (2024), Alabama",38142,998,0.026165381993602854,0.9100728855330082,0.08992711446699175,0.021288867914634784,0.03610193487494101,0.03253631167741597,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,28,"State House District 28 (2024), Alabama",36573,937,0.02561999289093047,0.6561397752440324,0.34386022475596756,0.2802340524430591,0.03179941486889235,0.03182675744401608,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,29,"State House District 29 (2024), Alabama",38238,1301,0.034023746011820705,0.9189026622731314,0.08109733772686856,0.044902976097076205,0.015115853339609813,0.02107850829018254,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,30,"State House District 30 (2024), Alabama",34008,1351,0.03972594683603858,0.92757586450247,0.07242413549753002,0.03116913667372383,0.016260879792989884,0.02499411903081628,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,31,"State House District 31 (2024), Alabama",38327,1142,0.029796227202755238,0.7483497273462572,0.25165027265374285,0.21770553395778433,0.012628173350379628,0.021316565345578836,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,32,"State House District 32 (2024), Alabama",33750,1305,0.03866666666666667,0.41357037037037037,0.5864296296296296,0.5362370370370371,0.01597037037037037,0.03422222222222222,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,33,"State House District 33 (2024), Alabama",35078,873,0.02488739380808484,0.7038884771081589,0.29611152289184106,0.256000912252694,0.011460174468327727,0.02865043617081932,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,34,"State House District 34 (2024), Alabama",33036,879,0.026607337450054485,0.9193909674294709,0.0806090325705291,0.015861484441215642,0.04558663276425717,0.019160915365056302,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,35,"State House District 35 (2024), Alabama",37192,988,0.026564852656485265,0.7872391912239192,0.21276080877608083,0.15027425252742524,0.016051839105183912,0.046434717143471714,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,36,"State House District 36 (2024), Alabama",40718,1339,0.03288471928876664,0.7987867773466281,0.20121322265337194,0.15712952502578711,0.018664963898030355,0.025418733729554496,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,37,"State House District 37 (2024), Alabama",37708,899,0.0238410947279092,0.7279357165588204,0.2720642834411796,0.21154662140659808,0.018749337010713907,0.04176832502386761,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,38,"State House District 38 (2024), Alabama",37529,1379,0.03674491726398252,0.701990460710384,0.29800953928961604,0.2604119480934744,0.011804204748327959,0.02579338644781369,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,39,"State House District 39 (2024), Alabama",34831,895,0.02569550113404726,0.8896959604949614,0.11030403950503864,0.03100686170365479,0.05164939278229164,0.027647785019092187,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,40,"State House District 40 (2024), Alabama",38407,951,0.02476111125576067,0.8161533053870388,0.18384669461296121,0.13281433072096233,0.022183456140807665,0.02884890775119119,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,house,41,"State House District 41 (2024), Alabama",38675,1415,0.03658694246929541,0.7755656108597285,0.22443438914027147,0.17574660633484163,0.028442146089204912,0.020245636716224952,RDH/Census 2020-2024 ACS CVAP special tabulation
