model_run_id,cycle,feature,coefficient,coefficient_type
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,__intercept__,-1.4713021576661678,intercept
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,incumbency_balance,5.087750387700758,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,baseline_dem_margin,-0.153784988349412,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,baseline_margin_squared,0.23885900881309377,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,years_since_2016,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,odd_year,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,presidential_cycle,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_AL,0.8491811092412256,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_AR,8.615034825612637,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_FL,1.5183844032192342,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_GA,-1.6784294130709037,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_KY,5.248122794895194,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_LA,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_MO,-4.4575697390928255,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_MS,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_NC,0.9004603641017628,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_OK,-5.192573361369429,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_SC,-4.835592439866585,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_TN,-4.762201016465504,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_TX,5.1581653263882545,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,state_code_VA,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,chamber_lower,0.15228912468205935,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,chamber_upper,-0.15228912468205716,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,baseline_office_family_federal_composite,0.9310463600857029,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,baseline_office_family_generic_ballot,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,baseline_office_family_governor,0.4296514636826179,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,baseline_office_family_president,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,baseline_office_family_state_composite,-4.1005476138606864,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,baseline_office_family_statewide_other,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,baseline_office_family_us_house,3.0501349368159714,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,baseline_office_family_us_senate,-3.490345111479299,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,prior_pres_margin,0.13109806182326547,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,lag_current_ticket_change,0.01974126465695784,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2018,lag_change_x_years,0.009870632328479472,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,__intercept__,-10.732555787742312,intercept
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,incumbency_balance,9.104520520244959,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,baseline_dem_margin,-0.015330651776697327,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,baseline_margin_squared,0.16123704303268072,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,years_since_2016,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,odd_year,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,presidential_cycle,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_AL,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_AR,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_FL,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_GA,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_KY,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_LA,-1.9500815490392003,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_MO,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_MS,0.4140131285457642,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_NC,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_OK,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_SC,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_TN,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_TX,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,state_code_VA,0.5800895442109112,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,chamber_lower,0.6329481065415637,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,chamber_upper,-0.6329481065415635,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,baseline_office_family_federal_composite,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,baseline_office_family_generic_ballot,0.5800895442109119,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,baseline_office_family_governor,-0.5800895442109119,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,baseline_office_family_president,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,baseline_office_family_state_composite,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,baseline_office_family_statewide_other,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,baseline_office_family_us_house,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,baseline_office_family_us_senate,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,prior_pres_margin,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,lag_current_ticket_change,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2019,lag_change_x_years,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,__intercept__,-1.9009787280417152,intercept
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,incumbency_balance,4.020789224517787,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,baseline_dem_margin,-0.059948622621688916,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,baseline_margin_squared,0.08685189815455163,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,years_since_2016,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,odd_year,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,presidential_cycle,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_AL,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_AR,1.6998793272311694,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_FL,-1.133238013022478,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_GA,-0.3441168598158145,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_KY,6.532434732664609,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_LA,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_MO,-1.2550360675771803,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_MS,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_NC,0.24456017537014313,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_OK,-0.31491147181130363,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_SC,-1.2851758540304135,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_TN,-0.755315594933605,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_TX,-1.340627279142991,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,state_code_VA,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,chamber_lower,-0.01734642764290584,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,chamber_upper,0.017346427642910146,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,baseline_office_family_federal_composite,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,baseline_office_family_generic_ballot,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,baseline_office_family_governor,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,baseline_office_family_president,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,baseline_office_family_state_composite,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,baseline_office_family_statewide_other,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,baseline_office_family_us_house,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,baseline_office_family_us_senate,0.0,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,prior_pres_margin,0.02465515504352153,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,lag_current_ticket_change,-0.09255549052569766,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2020,lag_change_x_years,-0.023138872631424577,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2022,__intercept__,-2.004915174136043,intercept
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2022,incumbency_balance,2.5069366740388532,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2022,baseline_dem_margin,-0.005016182306560789,slope
WAR-POST2016-V3-4AF79A70EAA8F39EBD49,2022,baseline_margin_squared,0.026977930556621395,slope
