district,total_population,white_population,age25_population,college_population,white_age25_population,white_college_population,nonwhite_share,college_share,white_college_share,source_population_coverage,allocation_method,census_vintage,cycle,chamber
15,113961.74066415473,103837.55248634276,77484.30639602685,19071.054773979788,71768.3658333895,17640.52745174836,0.08883848315065623,0.2461279665653391,0.2457980928909668,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
16,111829.77465670304,106239.68025712979,75256.3525584968,35813.23277146736,71929.95341919888,34487.28839693384,0.049987531645608874,0.4758831853248497,0.47945656513839496,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
17,122692.91092242427,112424.91519136562,79319.23426210937,7479.604278870803,73357.77260015356,6994.064032543362,0.08368858195524309,0.0942974846952575,0.09534182656642878,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
18,113110.14983128363,36002.606358464414,72364.8585905883,15451.084818481519,26349.256693761614,9758.209901516015,0.6817031326351675,0.21351641002848684,0.3703409934833701,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
19,108525.07106757596,43023.24914904437,69565.26912888727,5905.498518959338,31519.505843952124,2037.104878935804,0.6035639624483192,0.08489147807389212,0.06462997513416531,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
20,101840.36950088719,36272.19157617012,64139.99519195255,5671.019310446158,26157.627753920508,2006.4347009387043,0.643832875372137,0.08841627277137189,0.07670553002031996,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
21,106160.23478548354,83205.79535201855,64852.46303540128,12428.43259325809,52696.157599425336,11041.446531739643,0.21622445993877737,0.19164164337865983,0.20953039148835498,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
22,114955.24718867011,78729.84642321603,71005.12303617528,6185.8874174756465,51652.08868722962,5209.093137026978,0.315126117783899,0.08711888879234948,0.10084961265690048,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
23,112354.3568835764,45600.17201691556,65717.8348961644,6826.272350922654,31382.80774807302,4932.010945957571,0.5941397086704232,0.10387244743696004,0.15715645921644497,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
24,118181.00031397452,47692.96732144559,66705.77815081162,8469.990090319181,29178.562720262114,5374.252529645337,0.5964413298691122,0.12697535843401483,0.1841849641865108,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
25,120828.74305810555,98760.90663966326,78412.70434521031,24086.46539374625,66892.14843114799,21304.536731080178,0.18263730847411075,0.3071755475707876,0.31849084280809,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
26,107158.37648902049,34506.39089054183,61702.819329130194,8694.439175540181,23476.89652543879,4208.890801632721,0.6779869943804405,0.140908296737026,0.17927798919555257,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
27,114238.37369929122,89852.98007644042,65475.11043632625,12063.675535565833,52204.958057889206,10751.01314537854,0.2134606160189244,0.18424826556493726,0.20593854578825485,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
28,120442.30323080572,50652.46963616728,71464.61505489769,9380.73279250568,33197.03982429612,5898.529712873122,0.5794461889432565,0.13126402185612543,0.17768240012039055,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
29,111062.6127050142,85839.31869458938,68649.55148732984,8693.130827458288,55395.271678797246,7728.942996374286,0.22710877581656286,0.12663055532216722,0.1395235145914551,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
30,112145.76135614893,80091.46187567493,68227.94112936284,8134.218323660977,51326.4533021493,7209.753741394289,0.2858271154687423,0.11922121918112966,0.14046857473186017,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
31,115296.24515738615,94362.43445632607,73888.46225575979,10055.683057271224,62676.396125162275,9162.734043946195,0.18156541587702357,0.13609273694807958,0.14619114388211757,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
32,119597.71170219238,102964.0272996079,78638.8586216271,11825.714742128053,69588.59526816999,11210.560930400678,0.1390802897968788,0.15038004047118467,0.16109767537624686,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
33,106504.33453982697,37582.529895381245,63760.8475982969,6728.5331018916295,25793.430952927458,3751.074086566896,0.6471267572558057,0.10552766086615438,0.14542749638125063,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
34,121971.00850693362,106844.58800065154,76177.98520582874,19418.770007461626,68264.02790911887,17734.749677906733,0.12401652402031427,0.2549131478732757,0.25979641432113154,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
35,113164.87905042073,79478.8646526796,68819.25478609435,8129.790936212174,51132.12725581347,6805.310220866903,0.2976719869309655,0.11813250465267873,0.1330926481274681,0.9999676745325935,1990_sf3_tract_area_interpolation_provisional,1990,1998,senate
1,44696.453484131824,35617.12872394901,29575.3021385056,6705.341350508415,24615.988154310406,6158.001437976376,0.2031330016688273,0.2267209754648081,0.25016267473699094,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
2,44183.42845878759,42228.602641589336,29938.45847594256,4295.073774222806,28780.16542595828,4136.894808501279,0.04424341626231265,0.14346342440022983,0.14374117546836632,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
3,41005.31433689128,31928.963236153115,27892.679155745427,4316.030747686012,22587.85292059424,3836.1428586479956,0.22134572670675612,0.15473704492804097,0.1698321160551932,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
4,57695.07782195589,47535.981432540684,38120.19168030064,8293.027156880587,32786.93712352148,7587.3835190425525,0.17608254937736056,0.21754946109481849,0.23141483117065342,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
5,39047.85145176643,33190.01163973063,25849.06740206593,4206.579071467552,22730.17146552312,3906.788921389555,0.15001695597187104,0.1627362026659171,0.1718767906047401,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
6,42977.4900698579,28658.0239815113,26566.527522310425,7610.0705355272075,19634.214847186133,5467.254488073453,0.33318525733054627,0.28645333979521076,0.278455468203099,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
7,42918.69485356032,34811.41922096722,28428.228233243368,2121.3716035241987,23956.385174686304,1761.8151096110323,0.1888984662803782,0.07462201253342661,0.07354261073881328,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
8,30481.00735229438,20511.741945984184,19764.494128664872,3518.0008165259546,15120.696831466601,3092.475193814132,0.3270648273230309,0.17799599593210547,0.20451935702980323,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
9,41454.71596262005,38817.24479758807,27539.46776163922,3865.5593671134216,26127.02244886966,3696.3132903705905,0.06362294623873921,0.14036434547576507,0.14147472401817857,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
10,44088.825673665655,34646.02077160963,29488.64316433785,12790.877688965438,24468.56820099608,11060.723973579523,0.21417682956559747,0.4337560605173626,0.45203805481063075,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
11,42438.72929656761,40315.53387196215,28241.215719865035,3262.0232437373825,27513.613735044473,3195.286729818099,0.050029665350446284,0.11550576561910741,0.116134752802327,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
12,43806.60544905749,41566.74494251299,29264.00720531429,3134.751180757623,28243.396234154003,3062.677489190094,0.05113065674876871,0.10711968319186163,0.10843871125833224,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
13,39391.49218035979,35916.625844441565,26598.444627388326,3035.578669149825,24676.33544492106,2805.868189643608,0.08821362541962197,0.1141261721004581,0.11370684257014013,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
14,42394.515185943084,39476.427492225404,28833.30735379063,2134.2385714174166,27215.39546970113,1977.9490529445122,0.06883172695616158,0.07401990154059918,0.07267757895146373,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
15,50177.48889095732,42824.874093409504,34409.44391841298,4298.22900418601,29862.616925402894,3650.671632598802,0.14653213941267718,0.12491422454769653,0.12224888534444972,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
16,45175.50513644994,39071.85862369516,30382.280447258538,3568.1474790444527,26858.246245029364,3242.156152397965,0.1351096461305541,0.11744172677355477,0.12071362079338997,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
17,42234.98601064395,39972.53877524564,29243.58930683231,2492.923585643933,27993.522620551114,2424.8898305635844,0.05356808298286497,0.08524684023863995,0.08662324722160476,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
18,44292.98533426637,39206.073419173896,29733.268965930623,2858.0391393842892,27240.276671907908,2678.9312435695647,0.11484689678744886,0.0961226006686021,0.09834449465530823,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
19,42718.57178633131,13726.34163055431,26249.65859555906,5025.030048889107,10877.543903350546,1934.970189573825,0.6786797625348904,0.19143220589311763,0.17788668165961688,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
20,41206.63020055089,37902.4996291502,29874.856813590173,16219.623829965498,28090.808012919464,15319.378368809184,0.08018444010877923,0.5429188809563478,0.5453520013295284,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
21,39492.43757816776,25374.70354615379,25739.533866938345,5489.062013647507,18338.597731461723,4253.720727150767,0.35747942891776696,0.21325413436091947,0.2319545250645352,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
22,49481.10795799846,44373.754214942004,32446.460793514463,5395.588731578551,29584.891573789322,4883.097363728894,0.10321825750934643,0.16629205773521666,0.16505375223531543,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
23,38868.114532693544,35661.71122896694,26444.931305412618,2983.47518472812,24770.809435062103,2880.6139465391443,0.08249443900937281,0.11281841311183428,0.11629066680646087,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
24,42328.46407188778,38878.172183377894,28309.927411173074,2563.2326053232255,26825.364802863045,2446.732768882126,0.08151233370174127,0.09054182895260957,0.0912096736377277,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
25,40564.65840533307,32369.361716865093,26095.51808360614,11309.741694897497,21468.40439493666,9771.673273163176,0.20203046224569066,0.43339786007170944,0.4551653254429953,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
26,42698.18029627869,38189.36561069156,28116.002819336798,3241.2644685688683,26532.242465506515,3191.517243393696,0.10559734991751135,0.11528183751424605,0.12028825861752383,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
27,45797.959342265014,43513.03033784924,31023.305782591167,4668.4591976566,29925.602147210124,4549.901166995328,0.049891502530487464,0.15048232546114804,0.15204042159664619,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
28,40907.75253241163,33485.52111581168,27639.718765841437,2733.5591689837756,23640.803846663202,2403.876462812198,0.18143825942819125,0.09889967376810094,0.10168336400081822,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
29,42290.45790287345,32453.698178875242,27755.931430041503,2883.7325204879344,22833.186707904617,2609.1966819192576,0.2325999814565698,0.10389608173504637,0.11427212133363672,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
30,43641.20066162429,39685.54907268752,29595.36652895993,5044.486451992675,27406.993515720773,4783.4942605723245,0.09064030157206815,0.17044852095534946,0.1745355344368032,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
31,41357.5599269251,30728.06004408206,27945.895449324715,3934.4738593699276,21565.68533245696,3605.116430265189,0.25701467643701337,0.14078897083489234,0.16716911031060014,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
32,40345.016229019326,20310.76810208375,26619.70543493118,2568.6855109726093,15055.037310773447,1893.2169331744838,0.49657305906659566,0.09649563994054956,0.12575305488081986,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
33,41314.50477041358,29821.87269802011,27468.53393369065,2899.8446809125435,20923.627428696695,2472.711557535441,0.2781742667922199,0.10556969250389558,0.11817795771607577,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
34,45869.977144185264,42328.330908824624,30343.949598866926,2980.034432270716,28975.61084930808,2884.3471638024726,0.07721055156029433,0.0982085216876973,0.09954396401866879,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
35,40923.21530944326,31135.32437680522,27333.406437528472,3703.1183149742146,21780.61606958834,3145.5751166225064,0.23917697714185782,0.13547957600666535,0.14442085139247204,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
36,40490.91407854315,34100.23549685005,27455.90457784617,4419.495229249795,23956.127200123967,3954.782446002407,0.15782994104051684,0.16096702320330145,0.16508438166841685,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
37,47453.37125591939,34088.19794136332,31890.176207160544,3153.368013829312,24193.806691753754,2704.178436645633,0.2816485522699059,0.09888211320454424,0.11177151537576469,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
38,40122.48130970128,28741.563505721533,26339.82898351803,2643.8923475883566,19733.836706744252,2335.5579680615465,0.28365438608174853,0.10037621539770643,0.11835295907071858,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
39,44852.62018238853,41062.45468214545,30794.3258027299,2801.162749061622,28771.830908040312,2676.840622846493,0.08450265524802703,0.09096360046997036,0.09303685369909662,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
40,45617.149885116014,40379.68952427378,29024.986441346864,4784.525802137267,26508.31013316724,4429.5803232111075,0.11481340623060521,0.16484162057425059,0.16710157309004806,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
41,43581.98629698563,38963.70951056922,28454.130311673052,7076.878637031148,26014.906303347667,6632.692516891837,0.10596756088503101,0.2487118235389511,0.2549573863365529,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
42,43980.02021060383,37223.87876684194,28329.21073380204,3045.1561758409093,24718.850015137796,2855.0510435016117,0.15361842517145874,0.1074917407496803,0.11550096552846033,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
43,38156.0720274952,35395.95047145803,25595.42509700493,13579.58240269951,24066.20921661692,12914.157064330822,0.07233767548316361,0.5305472501915406,0.5366095236724704,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
44,41453.455128174995,34394.09392713826,26666.788292241938,5530.626267236757,23216.466374980108,4849.386599315555,0.17029608700189247,0.2073975390896908,0.2088770324041059,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
45,41082.258653294884,31060.60738268664,28336.35400580332,7388.1989778805,22887.507749875575,6047.896153832051,0.2439410976690417,0.26073216675537675,0.2642444175192002,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
46,40747.417720687554,36932.93506931366,26670.756401128114,16187.061151395359,24650.966023113488,15160.243807642055,0.09361286836680383,0.6069217126031972,0.614995931332969,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
47,41659.20987816583,35162.80037469537,28623.989266449018,14131.160128588272,25666.51230535767,12795.326444387938,0.15594173587231952,0.4936824143220247,0.4985222102699563,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
48,45767.59447842911,41775.23107460349,31001.21480099728,17966.048978435352,28879.429330790623,16828.98712728109,0.08723122657685833,0.5795272570369533,0.5827326757228678,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
49,47375.130186454306,40751.24495452496,30668.639997625527,8356.748209846526,27155.231363870495,7802.370987521222,0.13981777371079973,0.2724851252123842,0.28732478405255363,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
50,45543.76208286487,40129.80238863651,30517.464742744567,3725.483504582097,27168.03017347443,3472.314403131264,0.11887379185711311,0.12207709703237452,0.1278088393217947,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
51,44122.05388099846,40732.684273604296,29169.70093439557,4343.790542699492,27418.320376720072,4020.9482263940454,0.0768180379031227,0.14891446958845897,0.14665187987985182,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
52,43686.995876733694,14122.766060462085,27587.07476763811,7913.041277998368,9970.570766237724,4996.547760403709,0.6767283770138239,0.2868387222874754,0.5011295619427308,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
53,40424.51413868892,12776.975420749224,26423.408661913014,7525.715511995109,9861.18973356751,4588.080019210717,0.6839300188763229,0.28481244067661704,0.4652663768949586,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
54,40313.7325222128,12600.23733829659,26758.92256438775,5783.324256854492,10592.72168742434,4363.3344390140755,0.6874455291046573,0.21612694767282067,0.4119181611458949,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
55,38257.7971606827,12252.121039790381,24010.7742070392,2519.941393884255,9071.256085883055,759.6947929229738,0.6797483925085521,0.10495044317002855,0.08374747507186268,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
56,45353.75438467487,19590.01846778348,28855.012324315834,4054.0223936153066,14117.168795228808,2589.9270450969084,0.568061812443845,0.14049629742140232,0.18345938074865467,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
57,41161.97006399411,14547.139578137427,27033.517812441143,3441.441251460997,10907.391153365244,1028.1669947869848,0.6465878684737116,0.12730275339442526,0.09426332844676297,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
58,39627.032553520796,14395.302071858794,25160.122861116255,4494.10360440442,11476.421896243037,1964.8968081683859,0.6367302534597737,0.1786200977321076,0.1712116220484733,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
59,38935.946161091706,13524.06318564443,25044.48047206447,2140.6747549902816,9987.058642592981,808.9846676949173,0.6526586735637392,0.08547491162286511,0.08100329602999881,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
60,38947.714443174584,11880.790105040729,24994.266726758935,3774.520228429665,8381.414305295251,936.0238521316732,0.6949553966157624,0.1510154416488103,0.1116785089051507,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
61,36371.561441541184,23571.789532463776,23805.0627504697,3687.633444521223,16772.374226194184,3112.3610233906434,0.3519170308277818,0.15490962923206164,0.18556472574585933,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
62,43710.85801771225,35436.646656366465,27348.14949685169,4786.010421241501,22887.58809530438,4056.959853483253,0.18929418768199335,0.17500308098697737,0.17725589243348797,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
63,43085.27073149088,32156.320094362927,26377.587505307074,9809.002891473709,20921.63166262766,8869.93617359716,0.2536586274515392,0.3718688409051879,0.4239600580217431,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
64,35419.12300703957,24803.69698010138,23160.566098775413,2517.651076338295,16980.377141106128,2159.3657927050926,0.2997088895969662,0.10870421152924292,0.12716830578972807,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
65,41061.059886423296,25753.283738827577,26165.890472081683,2640.9352680312904,17511.6483451079,2144.893756193859,0.3728051879307963,0.10093045642184809,0.12248382984421123,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
66,34370.14054306217,23339.62613196647,22117.330010249454,2310.0146211747287,15995.576518167742,1928.6172899163516,0.32093306098866903,0.10444364758785253,0.12057191484944804,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
67,38807.54666187816,13744.290722690099,24460.88613232142,3608.7527812131366,10190.256423743593,2235.4599051985815,0.6458345887607593,0.1475315637255147,0.2193722917501757,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
68,43424.59800869382,21289.109119883204,27907.684952603904,3201.8788148008503,15220.78563244503,2546.2226506716047,0.5097453955562002,0.11473107927936894,0.1672858886629353,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
69,42913.05164180419,15334.927099307904,25929.622593949785,2649.0912959789794,10971.537941854118,1766.6489866075717,0.6426512095362329,0.10216466847446895,0.16102108892757652,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
70,43858.21078273843,15714.954905621806,22698.164432374662,4559.322101227174,8134.100612026766,2723.7914897966884,0.6416872775893803,0.20086743643129834,0.33486080634033416,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
71,39571.47645659841,13464.765509531531,24265.925179184684,2957.614452665421,9476.434049398616,1988.3688873001502,0.6597355793812862,0.12188344070237485,0.20982247931397086,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
72,43482.922447543984,17801.69805463921,26892.139313744825,2354.19770264565,12590.324817863899,1583.9782248455635,0.5906048385750877,0.08754222470662264,0.1258091628103289,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
73,40232.83555905276,25464.51987987318,26254.2041562491,12524.75405778366,18501.58123283874,9669.549047175025,0.3670712112126179,0.4770570832482265,0.5226336563067591,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
74,39585.68815848312,31367.012952325436,26779.358572501387,7237.500943004912,22425.934465345734,6302.718438544302,0.20761733819692207,0.2702641634754016,0.2810459670380177,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
75,41028.77959896458,30946.33667726495,27128.030546143007,8737.981695625229,21335.46836643344,7391.061192700788,0.24574074637974552,0.3221015871669155,0.34642132367382006,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
76,43189.008807872895,13112.406977566918,26306.57725642094,5840.769506559711,9765.322336653953,2868.0253397567094,0.6963948157296755,0.22202696495356838,0.29369489719675,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
77,42290.583446210985,14524.179582054969,25453.61573071767,5480.4949774365305,10598.46915548209,3436.5592718765397,0.6565623266813487,0.21531302410692937,0.3242505329271039,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
78,40796.294734895826,10219.266034102484,24790.012412978278,3225.522284409394,7637.462649336079,1404.2170565836818,0.7495050445019642,0.13011378254577805,0.18385910623153748,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
79,47470.296840824776,36894.64593433194,23872.231340855284,9319.458469139148,18622.445421701726,7997.714259078708,0.22278459605918677,0.3903890816100501,0.42946638199076403,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
80,40802.05265308604,31048.557652723193,26377.10383992432,3634.4642778244274,20943.779682171124,2990.29200963895,0.23904422366420197,0.13778860256535486,0.14277709444129155,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
81,43411.90437870127,31330.29015997707,29587.785826106963,4303.288975156953,22481.819583498862,3838.4447211933143,0.2783018711487736,0.14544139938176515,0.17073550060915196,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
82,43668.0984517413,14963.353673067057,22248.617986553865,5071.06295277269,6511.9128600540735,2202.358985707849,0.6573390139805737,0.2279270989253098,0.3382046156080721,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
83,40335.99439893655,18171.48353546966,25184.927839844455,3583.1011831667943,12306.1966505763,2613.3709156915825,0.5494970731166914,0.14227164778681867,0.21236219360830694,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
84,40730.28451168334,18341.34715523236,26340.02267758445,2590.916108974835,13343.29573306499,2004.4662023926999,0.5496877231493139,0.09836423228214315,0.1502227217692243,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
85,39276.95317331583,20503.128413723556,25746.963600890584,3232.604689465181,14919.747464679764,2538.7743997137195,0.4779857713695299,0.12555285118565848,0.17016202222751306,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
86,44620.45614617533,36353.8434690742,29555.106974934824,3925.6191158748456,25103.396350258456,3530.306845191309,0.18526508671314224,0.13282371534652523,0.14063064598647276,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
87,39456.10223467476,34595.4080821598,26996.927946108754,4865.247589196755,24174.419580327365,4547.805965474972,0.12319245635579512,0.18021485996142816,0.18812472209987954,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
88,45006.94344595089,36116.500844593786,28121.327988543144,5432.008977409017,23590.06082413681,4936.5699041162325,0.19753491174164473,0.1931633164558253,0.20926482305061492,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
89,43599.12119589151,27736.09860676672,26087.09446649593,4719.855500874952,17895.3805485331,4060.7234691917956,0.36383812687076844,0.180926837480377,0.2269146195678223,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
90,41692.23974074324,25811.929011539953,27377.742071548604,2905.5950620171343,18355.194210137273,2364.8831166864147,0.3808936825642506,0.1061298281802675,0.12883999426060708,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
91,43604.394974723524,33101.7065506952,28878.371061159458,5572.041993814887,23241.045427459234,5034.322069098928,0.24086306965425153,0.19294862518437256,0.21661340858406009,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
92,44771.547646455016,37541.16353943573,30485.956420131653,3721.1575362342915,26405.691934938735,3433.395604106265,0.16149506745031594,0.12206136769837388,0.1300248299709716,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
93,42646.219937238,31968.75214163258,27935.146347348433,4808.243050285218,22422.324417523552,4214.654508437784,0.25037313532874284,0.1721216345351851,0.1879668864814005,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
94,47030.4558247394,41457.21104403267,32081.20279553752,7771.471214587289,28901.625233089653,7513.49445708264,0.11850288675652254,0.24224376075040108,0.2599678874972191,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
95,43050.82472991549,38451.46901876434,30874.891466893074,6344.5062705144555,28651.732871979933,6146.413143083698,0.10683548433754186,0.20549080398606823,0.21452151500039304,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
96,44697.37212811774,37864.499221793514,30166.75262237352,7656.257068559228,26229.417710729875,7163.081763789933,0.15286967848442878,0.2537978536967508,0.27309343435632866,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
97,41250.79738588855,13244.19069754293,25221.612176356935,5176.2443814259095,9938.307700965173,3884.1426487544013,0.6789349167326976,0.20523051203991582,0.3908253563508792,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
98,40470.770441487926,13769.565834956484,23895.923488656197,1881.9207662400504,9233.42542346448,821.4421961970974,0.6597651666932229,0.07875488750762992,0.08896397149746876,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
99,42668.311527001286,15551.893337075828,27412.017809167508,5091.470430479245,11468.24031352334,2956.526372671718,0.6355165512646475,0.1857386225970014,0.2578012224931653,0.9998804981606503,2000_sf3_tract_area_interpolation_provisional,2000,2002,house
